ensembl_gene_id	external_gene_name	ensembl_transcript_id	transcript_biotype	transcript_length	transcript_tsl	is_canonical
ENSMUSG00000059456	Ptk2b	ENSMUST00000154865	protein_coding	1940	tsl1 (assigned to previous version 2)	False
ENSMUSG00000040782	Rfwd2	ENSMUST00000192215	protein_coding	1040		False
ENSMUSG00000053646	Plxnb1	ENSMUST00000131462	protein_coding	731	tsl2 (assigned to previous version 2)	False
ENSMUSG00000096732	Gm8897	ENSMUST00000167041	protein_coding	1099	tsl5 (assigned to previous version 2)	False
ENSMUSG00000059456	Ptk2b	ENSMUST00000136216	retained_intron	3478	tsl5 (assigned to previous version 2)	False
ENSMUSG00000053646	Plxnb1	ENSMUST00000130366	protein_coding	585	tsl3	False
ENSMUSG00000096732	Gm8897	ENSMUST00000179679	protein_coding	465	tsl5	False
ENSMUSG00000040782	Rfwd2	ENSMUST00000195554	nonsense_mediated_decay	545		False
ENSMUSG00000053646	Plxnb1	ENSMUST00000192988	protein_coding	799		False
ENSMUSG00000028386	Slc46a2	ENSMUST00000030081	protein_coding	2833	tsl1	True
ENSMUSG00000040782	Rfwd2	ENSMUST00000194049	retained_intron	655		False
ENSMUSG00000040782	Rfwd2	ENSMUST00000192762	protein_coding	680		False
ENSMUSG00000053646	Plxnb1	ENSMUST00000195364	retained_intron	651		False
ENSMUSG00000059456	Ptk2b	ENSMUST00000111121	protein_coding	3365	tsl1	True
ENSMUSG00000082705	Gm15616	ENSMUST00000118662	processed_pseudogene	375	tslNA	False
ENSMUSG00000053646	Plxnb1	ENSMUST00000192117	retained_intron	737		False
ENSMUSG00000040782	Rfwd2	ENSMUST00000195044	protein_coding	745		False
ENSMUSG00000053646	Plxnb1	ENSMUST00000194734	retained_intron	729		False
ENSMUSG00000059456	Ptk2b	ENSMUST00000178730	protein_coding	3863	tsl1 (assigned to previous version 2)	False
ENSMUSG00000082704	Gm12515	ENSMUST00000120116	processed_pseudogene	361	tslNA	False
ENSMUSG00000040782	Rfwd2	ENSMUST00000194713	retained_intron	6999		False
ENSMUSG00000040782	Rfwd2	ENSMUST00000193776	retained_intron	392		False
ENSMUSG00000040782	Rfwd2	ENSMUST00000192044	protein_coding	464		False
ENSMUSG00000036721	Zscan12	ENSMUST00000053293	protein_coding	1933	tsl1 (assigned to previous version 7)	False
ENSMUSG00000076887	Traj43	ENSMUST00000103699	TR_J_gene	57	tslNA	False
ENSMUSG00000036721	Zscan12	ENSMUST00000099720	protein_coding	2182	tsl1	True
ENSMUSG00000040782	Rfwd2	ENSMUST00000194798	retained_intron	473		False
ENSMUSG00000040782	Rfwd2	ENSMUST00000192597	retained_intron	4961		False
ENSMUSG00000080736	Gm15617	ENSMUST00000118973	processed_pseudogene	771	tslNA	False
ENSMUSG00000040782	Rfwd2	ENSMUST00000192841	retained_intron	776		False
ENSMUSG00000090356	Teddm3	ENSMUST00000170665	protein_coding	1346	tslNA	False
ENSMUSG00000105459	AC158786.1	ENSMUST00000198191	TEC	1123		False
ENSMUSG00000030534	Vps33b	ENSMUST00000150585	nonsense_mediated_decay	2554	tsl5 (assigned to previous version 2)	False
ENSMUSG00000015354	Pcolce2	ENSMUST00000015498	protein_coding	4438	tsl1	True
ENSMUSG00000096154	Gm13057	ENSMUST00000105776	protein_coding	2093	tsl5	False
ENSMUSG00000044502	Bod1	ENSMUST00000058060	protein_coding	1394	tsl1 (assigned to previous version 8)	False
ENSMUSG00000030534	Vps33b	ENSMUST00000128254	retained_intron	1690	tsl1 (assigned to previous version 2)	False
ENSMUSG00000015354	Pcolce2	ENSMUST00000151210	processed_transcript	623	tsl3	False
ENSMUSG00000030534	Vps33b	ENSMUST00000135053	nonsense_mediated_decay	2413	tsl5 (assigned to previous version 2)	False
ENSMUSG00000044502	Bod1	ENSMUST00000109415	protein_coding	799	tsl2	False
ENSMUSG00000030534	Vps33b	ENSMUST00000145594	processed_transcript	422	tsl5	False
ENSMUSG00000030534	Vps33b	ENSMUST00000135470	retained_intron	639	tsl3	False
ENSMUSG00000075197	Olfr1046	ENSMUST00000099902	protein_coding	951	tslNA	False
ENSMUSG00000082473	Kif22-ps	ENSMUST00000119302	processed_pseudogene	1984	tslNA	False
ENSMUSG00000006369	Fbln1	ENSMUST00000057410	protein_coding	3659	tsl1 (assigned to previous version 8)	False
ENSMUSG00000081046	Gm12846	ENSMUST00000120431	processed_pseudogene	1373	tslNA	False
ENSMUSG00000006369	Fbln1	ENSMUST00000109432	protein_coding	2273	tsl1	True
ENSMUSG00000055933	Oosp3	ENSMUST00000069760	protein_coding	807	tsl1 (assigned to previous version 7)	False
ENSMUSG00000006369	Fbln1	ENSMUST00000160798	processed_transcript	400	tsl3	False
ENSMUSG00000055933	Oosp3	ENSMUST00000119053	protein_coding	621	tsl1	True
ENSMUSG00000104121	Gm37485	ENSMUST00000192326	TEC	2953		False
ENSMUSG00000030970	Ctbp2	ENSMUST00000165457	nonsense_mediated_decay	3463	tsl1	True
ENSMUSG00000068151	A230006K03Rik	ENSMUST00000154958	lincRNA	901	tsl5	False
ENSMUSG00000068151	A230006K03Rik	ENSMUST00000107533	lincRNA	977	tsl5	False
ENSMUSG00000029212	Gabrb1	ENSMUST00000199967	protein_coding	799		False
ENSMUSG00000032580	Rbm5	ENSMUST00000182659	protein_coding	3205	tsl1 (assigned to previous version 2)	False
ENSMUSG00000047388	Atmin	ENSMUST00000109099	protein_coding	4877	tsl1	True
ENSMUSG00000022789	Dnm1l	ENSMUST00000023477	protein_coding	4017	tsl1 (assigned to previous version 8)	False
ENSMUSG00000022789	Dnm1l	ENSMUST00000096229	protein_coding	4056	tsl1 (assigned to previous version 4)	False
ENSMUSG00000022789	Dnm1l	ENSMUST00000115749	protein_coding	4068	tsl1	True
ENSMUSG00000029212	Gabrb1	ENSMUST00000031122	protein_coding	13737	tsl1 (assigned to previous version 7)	False
ENSMUSG00000106042	RP23-183O3.1	ENSMUST00000199596	processed_pseudogene	634		False
ENSMUSG00000028357	Kif12	ENSMUST00000131760	processed_transcript	3310	tsl5 (assigned to previous version 2)	False
ENSMUSG00000030208	Emp1	ENSMUST00000032330	protein_coding	2721	tsl1 (assigned to previous version 10)	False
ENSMUSG00000030208	Emp1	ENSMUST00000154270	nonsense_mediated_decay	2832	tsl1 (assigned to previous version 2)	False
ENSMUSG00000030208	Emp1	ENSMUST00000111907	protein_coding	2763	tsl1	True
ENSMUSG00000020864	Ankrd40	ENSMUST00000107818	protein_coding	3487	tsl5 (assigned to previous version 3)	False
ENSMUSG00000020864	Ankrd40	ENSMUST00000051221	protein_coding	1477	tsl1 (assigned to previous version 7)	False
ENSMUSG00000020864	Ankrd40	ENSMUST00000021227	protein_coding	1215	tsl1	True
ENSMUSG00000020676	Ccl11	ENSMUST00000000342	protein_coding	1082	tsl1	True
ENSMUSG00000020864	Ankrd40	ENSMUST00000149867	protein_coding	753	tsl2	False
ENSMUSG00000020864	Ankrd40	ENSMUST00000124087	retained_intron	828	tsl2	False
ENSMUSG00000051306	Usp42	ENSMUST00000053287	protein_coding	5151	tsl5	False
ENSMUSG00000051306	Usp42	ENSMUST00000141225	processed_transcript	654	tsl3	False
ENSMUSG00000051306	Usp42	ENSMUST00000141396	retained_intron	2554	tsl1	True
ENSMUSG00000024400	Wdr33	ENSMUST00000082319	protein_coding	1152	tsl1 (assigned to previous version 8)	False
ENSMUSG00000051306	Usp42	ENSMUST00000155408	retained_intron	2359	tsl1	True
ENSMUSG00000051306	Usp42	ENSMUST00000129606	retained_intron	710	tsl3	False
ENSMUSG00000028357	Kif12	ENSMUST00000030042	protein_coding	2250	tsl1	True
ENSMUSG00000078517	Emc1	ENSMUST00000042096	protein_coding	6223	tsl1 (assigned to previous version 8)	False
ENSMUSG00000028357	Kif12	ENSMUST00000156618	processed_transcript	616	tsl5 (assigned to previous version 2)	False
ENSMUSG00000024400	Wdr33	ENSMUST00000025264	protein_coding	6206	tsl5	False
ENSMUSG00000028357	Kif12	ENSMUST00000124739	processed_transcript	838	tsl5 (assigned to previous version 2)	False
ENSMUSG00000078517	Emc1	ENSMUST00000144335	processed_transcript	413	tsl2	False
ENSMUSG00000070618	BC080695	ENSMUST00000105774	protein_coding	2095	tsl1	True
ENSMUSG00000075044	Slc22a29	ENSMUST00000113298	protein_coding	2271	tsl1 (assigned to previous version 3)	False
ENSMUSG00000028357	Kif12	ENSMUST00000154234	processed_transcript	633	tsl5	False
ENSMUSG00000070618	BC080695	ENSMUST00000105765	protein_coding	2102	tsl1 (assigned to previous version 4)	False
ENSMUSG00000075044	Slc22a29	ENSMUST00000140910	nonsense_mediated_decay	2059	tsl1 (assigned to previous version 2)	False
ENSMUSG00000044726	Erich5	ENSMUST00000060894	protein_coding	2376	tsl1	True
ENSMUSG00000078517	Emc1	ENSMUST00000155700	processed_transcript	3149	tsl1	True
ENSMUSG00000075044	Slc22a29	ENSMUST00000149182	nonsense_mediated_decay	1640	tsl1	True
ENSMUSG00000053333	Dis3l2	ENSMUST00000188121	processed_transcript	1173	tsl1 (assigned to previous version 1)	False
ENSMUSG00000075044	Slc22a29	ENSMUST00000142517	processed_transcript	518	tsl3	False
ENSMUSG00000078517	Emc1	ENSMUST00000179784	protein_coding	6226	tsl1 (assigned to previous version 2)	False
ENSMUSG00000039357	Fut11	ENSMUST00000048016	protein_coding	3344	tsl1	True
ENSMUSG00000070616	Gm13040	ENSMUST00000094521	protein_coding	1586	tsl5	False
ENSMUSG00000078517	Emc1	ENSMUST00000082262	protein_coding	6226	tsl1	True
ENSMUSG00000090626	Tex9	ENSMUST00000184125	protein_coding	2794	tsl1 (assigned to previous version 2)	False
ENSMUSG00000070616	Gm13040	ENSMUST00000169056	protein_coding	2104	tsl5 (assigned to previous version 2)	False
ENSMUSG00000081087	Rps15a-ps7	ENSMUST00000117430	processed_pseudogene	392	tslNA	False
ENSMUSG00000081002	Gm14240	ENSMUST00000120353	processed_pseudogene	546	tslNA	False
ENSMUSG00000090626	Tex9	ENSMUST00000183399	retained_intron	2676	tsl1 (assigned to previous version 2)	False
ENSMUSG00000090626	Tex9	ENSMUST00000184831	protein_coding	1652	tsl5 (assigned to previous version 2)	False
ENSMUSG00000090626	Tex9	ENSMUST00000183574	protein_coding	1264	tsl1 (assigned to previous version 2)	False
ENSMUSG00000090626	Tex9	ENSMUST00000183856	nonsense_mediated_decay	2054	tsl1 (assigned to previous version 2)	False
ENSMUSG00000032580	Rbm5	ENSMUST00000183307	retained_intron	6321	tsl1 (assigned to previous version 2)	False
ENSMUSG00000090626	Tex9	ENSMUST00000184557	nonsense_mediated_decay	1434	tsl1 (assigned to previous version 2)	False
ENSMUSG00000040740	Slc25a34	ENSMUST00000038661	protein_coding	2670	tsl1	True
ENSMUSG00000032580	Rbm5	ENSMUST00000194801	retained_intron	2691		False
ENSMUSG00000090626	Tex9	ENSMUST00000184066	retained_intron	1496	tsl1 (assigned to previous version 2)	False
ENSMUSG00000090626	Tex9	ENSMUST00000184734	processed_transcript	644	tsl3 (assigned to previous version 2)	False
ENSMUSG00000090626	Tex9	ENSMUST00000183428	nonsense_mediated_decay	793	tsl5 (assigned to previous version 2)	False
ENSMUSG00000032580	Rbm5	ENSMUST00000182371	nonsense_mediated_decay	2986	tsl1 (assigned to previous version 2)	False
ENSMUSG00000090626	Tex9	ENSMUST00000183551	retained_intron	438	tsl2	False
ENSMUSG00000086894	Gm15708	ENSMUST00000156467	sense_intronic	1765	tsl1	True
ENSMUSG00000086894	Gm15708	ENSMUST00000198873	sense_intronic	1605		False
ENSMUSG00000032580	Rbm5	ENSMUST00000035199	protein_coding	3064	tsl5 (assigned to previous version 7)	False
ENSMUSG00000090626	Tex9	ENSMUST00000183501	protein_coding	475	tsl5	False
ENSMUSG00000022314	Rad21	ENSMUST00000022927	protein_coding	3604	tsl1	True
ENSMUSG00000032580	Rbm5	ENSMUST00000182026	protein_coding	835	tsl2	False
ENSMUSG00000090626	Tex9	ENSMUST00000185151	protein_coding	726	tsl2 (assigned to previous version 2)	False
ENSMUSG00000032580	Rbm5	ENSMUST00000182215	retained_intron	631	tsl3	False
ENSMUSG00000032580	Rbm5	ENSMUST00000182332	retained_intron	793	tsl2	False
ENSMUSG00000032580	Rbm5	ENSMUST00000182792	retained_intron	4718	tslNA	False
ENSMUSG00000090626	Tex9	ENSMUST00000185106	retained_intron	969	tsl5 (assigned to previous version 2)	False
ENSMUSG00000090626	Tex9	ENSMUST00000184624	retained_intron	637	tsl2	False
ENSMUSG00000032580	Rbm5	ENSMUST00000182421	nonsense_mediated_decay	1704	tsl1 (assigned to previous version 2)	False
ENSMUSG00000032580	Rbm5	ENSMUST00000194400	protein_coding	322		False
ENSMUSG00000032580	Rbm5	ENSMUST00000182836	retained_intron	500	tsl3	False
ENSMUSG00000032580	Rbm5	ENSMUST00000182856	retained_intron	539	tsl3 (assigned to previous version 2)	False
ENSMUSG00000032580	Rbm5	ENSMUST00000182422	retained_intron	600	tsl2 (assigned to previous version 1)	False
ENSMUSG00000032580	Rbm5	ENSMUST00000193342	nonsense_mediated_decay	896		False
ENSMUSG00000032580	Rbm5	ENSMUST00000192130	nonsense_mediated_decay	784		False
ENSMUSG00000032580	Rbm5	ENSMUST00000194682	retained_intron	502		False
ENSMUSG00000032580	Rbm5	ENSMUST00000182304	protein_coding	850	tsl3 (assigned to previous version 2)	False
ENSMUSG00000045662	Henmt1	ENSMUST00000197884	processed_transcript	572		False
ENSMUSG00000032580	Rbm5	ENSMUST00000182007	retained_intron	1939	tsl1 (assigned to previous version 2)	False
ENSMUSG00000032580	Rbm5	ENSMUST00000182022	protein_coding	869	tsl5 (assigned to previous version 2)	False
ENSMUSG00000032580	Rbm5	ENSMUST00000183248	protein_coding	781	tsl5 (assigned to previous version 1)	False
ENSMUSG00000022241	Tars	ENSMUST00000022849	protein_coding	2636	tsl1	True
ENSMUSG00000032580	Rbm5	ENSMUST00000182073	retained_intron	897	tsl2 (assigned to previous version 2)	False
ENSMUSG00000032580	Rbm5	ENSMUST00000182518	retained_intron	1272	tsl1	True
ENSMUSG00000032580	Rbm5	ENSMUST00000181993	retained_intron	1775	tslNA	False
ENSMUSG00000104178	Gm9916	ENSMUST00000192943	lincRNA	1228		False
ENSMUSG00000026806	Ddx31	ENSMUST00000147779	processed_transcript	903	tsl2 (assigned to previous version 2)	False
ENSMUSG00000075327	Zbtb2	ENSMUST00000100077	protein_coding	2673	tsl1	True
ENSMUSG00000075327	Zbtb2	ENSMUST00000100078	protein_coding	3227	tsl1 (assigned to previous version 3)	False
ENSMUSG00000045662	Henmt1	ENSMUST00000197427	protein_coding	514		False
ENSMUSG00000031072	Oraov1	ENSMUST00000128057	protein_coding	2231	tsl1 (assigned to previous version 2)	False
ENSMUSG00000046991	Wdr27	ENSMUST00000170386	protein_coding	2574	tsl5	False
ENSMUSG00000040123	Zmym5	ENSMUST00000173954	protein_coding	3016	tsl1	True
ENSMUSG00000031072	Oraov1	ENSMUST00000033388	protein_coding	2015	tsl1 (assigned to previous version 6)	False
ENSMUSG00000040123	Zmym5	ENSMUST00000111285	protein_coding	5351	tsl5 (assigned to previous version 3)	False
ENSMUSG00000031072	Oraov1	ENSMUST00000093964	retained_intron	357	tsl2	False
ENSMUSG00000040123	Zmym5	ENSMUST00000039812	protein_coding	5290	tsl1 (assigned to previous version 10)	False
ENSMUSG00000024274	Zscan30	ENSMUST00000115829	protein_coding	673	tsl2	False
ENSMUSG00000031072	Oraov1	ENSMUST00000141737	processed_transcript	400	tsl3	False
ENSMUSG00000030970	Ctbp2	ENSMUST00000169570	protein_coding	3604	tsl5 (assigned to previous version 2)	False
ENSMUSG00000031072	Oraov1	ENSMUST00000105895	protein_coding	1016	tsl2	False
ENSMUSG00000031072	Oraov1	ENSMUST00000147460	retained_intron	807	tsl2	False
ENSMUSG00000026806	Ddx31	ENSMUST00000113853	protein_coding	3271	tsl1	True
ENSMUSG00000034362	Csta1	ENSMUST00000096090	protein_coding	2783	tsl1	True
ENSMUSG00000034362	Csta1	ENSMUST00000161638	protein_coding	422	tsl3	False
ENSMUSG00000026806	Ddx31	ENSMUST00000147071	processed_transcript	640	tsl3	False
ENSMUSG00000026806	Ddx31	ENSMUST00000152685	processed_transcript	581	tsl3	False
ENSMUSG00000037916	Ndufv1	ENSMUST00000134479	protein_coding	1438	tsl5 (assigned to previous version 2)	False
ENSMUSG00000046908	Ltb4r1	ENSMUST00000057569	protein_coding	1394	tsl1	True
ENSMUSG00000053333	Dis3l2	ENSMUST00000168237	protein_coding	3154	tsl1 (assigned to previous version 2)	False
ENSMUSG00000019852	Arfgef3	ENSMUST00000019999	protein_coding	8216	tsl1	True
ENSMUSG00000026189	Pecr	ENSMUST00000027381	protein_coding	1186	tsl1 (assigned to previous version 7)	False
ENSMUSG00000037916	Ndufv1	ENSMUST00000042497	protein_coding	1661	tsl1 (assigned to previous version 8)	False
ENSMUSG00000053333	Dis3l2	ENSMUST00000189044	retained_intron	5241	tsl1 (assigned to previous version 1)	False
ENSMUSG00000023050	Map3k12	ENSMUST00000023812	protein_coding	5182	tsl1 (assigned to previous version 3)	False
ENSMUSG00000037916	Ndufv1	ENSMUST00000148283	retained_intron	412	tsl2	False
ENSMUSG00000026189	Pecr	ENSMUST00000134840	nonsense_mediated_decay	1120	tsl1 (assigned to previous version 2)	False
ENSMUSG00000037916	Ndufv1	ENSMUST00000128787	protein_coding	1436	tsl5 (assigned to previous version 2)	False
ENSMUSG00000053333	Dis3l2	ENSMUST00000190618	nonsense_mediated_decay	2969	tsl1 (assigned to previous version 1)	False
ENSMUSG00000026189	Pecr	ENSMUST00000097698	protein_coding	932	tsl1	True
ENSMUSG00000037916	Ndufv1	ENSMUST00000132747	retained_intron	932	tsl1	True
ENSMUSG00000037916	Ndufv1	ENSMUST00000134049	retained_intron	692	tsl2	False
ENSMUSG00000026189	Pecr	ENSMUST00000129458	nonsense_mediated_decay	688	tsl5	False
ENSMUSG00000039197	Adk	ENSMUST00000045376	protein_coding	1781	tsl1	True
ENSMUSG00000053333	Dis3l2	ENSMUST00000065694	protein_coding	3085	tsl1	True
ENSMUSG00000037916	Ndufv1	ENSMUST00000150852	retained_intron	909	tsl5	False
ENSMUSG00000104033	Gm37773	ENSMUST00000194141	TEC	2120		False
ENSMUSG00000037916	Ndufv1	ENSMUST00000133474	protein_coding	759	tsl3 (assigned to previous version 2)	False
ENSMUSG00000053333	Dis3l2	ENSMUST00000186682	retained_intron	735	tslNA	False
ENSMUSG00000037916	Ndufv1	ENSMUST00000129706	nonsense_mediated_decay	679	tsl3	False
ENSMUSG00000047843	Bri3	ENSMUST00000110695	protein_coding	669	tsl2 (assigned to previous version 2)	False
ENSMUSG00000037916	Ndufv1	ENSMUST00000136921	protein_coding	613	tsl3	False
ENSMUSG00000037916	Ndufv1	ENSMUST00000149482	retained_intron	443	tsl5	False
ENSMUSG00000047843	Bri3	ENSMUST00000155491	nonsense_mediated_decay	903	tsl1 (assigned to previous version 2)	False
ENSMUSG00000061150	Vmn1r229	ENSMUST00000076759	protein_coding	921	tslNA	False
ENSMUSG00000097311	Gm26871	ENSMUST00000180774	lincRNA	695	tsl2	False
ENSMUSG00000047843	Bri3	ENSMUST00000056578	protein_coding	955	tsl1	True
ENSMUSG00000097311	Gm26871	ENSMUST00000180593	lincRNA	700	tsl3	False
ENSMUSG00000097311	Gm26871	ENSMUST00000181926	lincRNA	742	tsl3 (assigned to previous version 2)	False
ENSMUSG00000104600	RP24-182D2.1	ENSMUST00000197311	sense_intronic	718		False
ENSMUSG00000097311	Gm26871	ENSMUST00000181060	lincRNA	355	tsl1	True
ENSMUSG00000104600	RP24-182D2.1	ENSMUST00000196478	sense_intronic	655		False
ENSMUSG00000104600	RP24-182D2.1	ENSMUST00000196370	sense_intronic	579		False
ENSMUSG00000063661	Krt73	ENSMUST00000063292	protein_coding	2165	tsl1	True
ENSMUSG00000097311	Gm26871	ENSMUST00000181310	lincRNA	523	tsl3	False
ENSMUSG00000097311	Gm26871	ENSMUST00000200179	retained_intron	3052		False
ENSMUSG00000093990	Rps12-ps12	ENSMUST00000179020	processed_pseudogene	399	tslNA	False
ENSMUSG00000079655	Gm5168	ENSMUST00000089165	protein_coding	824	tsl1 (assigned to previous version 3)	False
ENSMUSG00000102300	Gm34106	ENSMUST00000193782	antisense	503		False
ENSMUSG00000079655	Gm5168	ENSMUST00000168002	protein_coding	636	tsl5	False
ENSMUSG00000103228	Gm37727	ENSMUST00000191637	TEC	819		False
ENSMUSG00000106442	RP24-190F20.4	ENSMUST00000199511	TEC	246		False
ENSMUSG00000081169	Gm12551	ENSMUST00000122073	unprocessed_pseudogene	726	tslNA	False
ENSMUSG00000104465	BC002189	ENSMUST00000195674	sense_intronic	598		False
ENSMUSG00000028339	Col15a1	ENSMUST00000082303	protein_coding	5102	tsl2 (assigned to previous version 7)	False
ENSMUSG00000084997	Gm15471	ENSMUST00000149374	retained_intron	1235	tsl2 (assigned to previous version 2)	False
ENSMUSG00000014503	Pkd2l2	ENSMUST00000166156	protein_coding	2132	tsl1 (assigned to previous version 2)	False
ENSMUSG00000028339	Col15a1	ENSMUST00000102917	protein_coding	5172	tsl1 (assigned to previous version 5)	False
ENSMUSG00000040134	Rdh7	ENSMUST00000047199	protein_coding	1678	tsl1	True
ENSMUSG00000014503	Pkd2l2	ENSMUST00000014647	protein_coding	2461	tsl1	True
ENSMUSG00000040134	Rdh7	ENSMUST00000130374	processed_transcript	124	tsl5	False
ENSMUSG00000024012	Mtch1	ENSMUST00000095427	protein_coding	1922	tsl1 (assigned to previous version 5)	False
ENSMUSG00000084997	Gm15471	ENSMUST00000145893	antisense	625	tsl2	False
ENSMUSG00000028339	Col15a1	ENSMUST00000124105	processed_transcript	364	tsl2	False
ENSMUSG00000023050	Map3k12	ENSMUST00000171565	protein_coding	4318	tsl1 (assigned to previous version 2)	False
ENSMUSG00000024012	Mtch1	ENSMUST00000118366	protein_coding	1867	tsl1 (assigned to previous version 2)	False
ENSMUSG00000102756	Gm37054	ENSMUST00000193481	TEC	543		False
ENSMUSG00000089935	Gm16343	ENSMUST00000162027	antisense	410	tsl2	False
ENSMUSG00000028339	Col15a1	ENSMUST00000148103	processed_transcript	345	tsl5 (assigned to previous version 2)	False
ENSMUSG00000028339	Col15a1	ENSMUST00000140094	processed_transcript	404	tsl2	False
ENSMUSG00000105117	RP23-178N8.4	ENSMUST00000199814	processed_pseudogene	311		False
ENSMUSG00000024012	Mtch1	ENSMUST00000127423	processed_transcript	435	tsl2	False
ENSMUSG00000028339	Col15a1	ENSMUST00000140413	protein_coding	405	tsl5 (assigned to previous version 2)	False
ENSMUSG00000028339	Col15a1	ENSMUST00000107731	protein_coding	3253	tsl1 (assigned to previous version 3)	False
ENSMUSG00000024012	Mtch1	ENSMUST00000141319	processed_transcript	274	tsl2	False
ENSMUSG00000023073	Slc10a2	ENSMUST00000023835	protein_coding	1629	tsl1	True
ENSMUSG00000023050	Map3k12	ENSMUST00000169377	protein_coding	4210	tsl1 (assigned to previous version 2)	False
ENSMUSG00000072460	Atp5l-ps1	ENSMUST00000097132	processed_pseudogene	312	tslNA	False
ENSMUSG00000028339	Col15a1	ENSMUST00000146967	protein_coding	705	tsl5	False
ENSMUSG00000024012	Mtch1	ENSMUST00000151739	retained_intron	934	tsl2	False
ENSMUSG00000023050	Map3k12	ENSMUST00000169367	protein_coding	503	tsl5 (assigned to previous version 2)	False
ENSMUSG00000102793	Gm37708	ENSMUST00000192337	TEC	895		False
ENSMUSG00000028339	Col15a1	ENSMUST00000107730	protein_coding	1755	tsl1	True
ENSMUSG00000024012	Mtch1	ENSMUST00000153658	protein_coding	391	tsl3	False
ENSMUSG00000023050	Map3k12	ENSMUST00000165174	protein_coding	517	tsl3 (assigned to previous version 2)	False
ENSMUSG00000085124	Gm12766	ENSMUST00000140298	lincRNA	1823	tsl1	True
ENSMUSG00000024012	Mtch1	ENSMUST00000132753	retained_intron	351	tsl3	False
ENSMUSG00000023050	Map3k12	ENSMUST00000169162	protein_coding	441	tsl5 (assigned to previous version 2)	False
ENSMUSG00000090021	Gm6493	ENSMUST00000159889	unprocessed_pseudogene	1786	tslNA	False
ENSMUSG00000103069	Gm36966	ENSMUST00000192217	TEC	413		False
ENSMUSG00000023050	Map3k12	ENSMUST00000164343	processed_transcript	3373	tsl1 (assigned to previous version 2)	False
ENSMUSG00000023050	Map3k12	ENSMUST00000167677	processed_transcript	563	tsl2	False
ENSMUSG00000081863	Gm12780	ENSMUST00000122458	processed_pseudogene	645	tslNA	False
ENSMUSG00000072214	Sept5	ENSMUST00000096987	protein_coding	2127	tsl1	True
ENSMUSG00000079334	Nat6	ENSMUST00000149638	protein_coding	1233	tsl1 (assigned to previous version 2)	False
ENSMUSG00000095720	Gm1604b	ENSMUST00000089120	protein_coding	357	tsl1	True
ENSMUSG00000079334	Nat6	ENSMUST00000139274	protein_coding	2304	tsl1 (assigned to previous version 2)	False
ENSMUSG00000047264	Zfp358	ENSMUST00000061508	protein_coding	1999	tsl1	True
ENSMUSG00000045662	Henmt1	ENSMUST00000059946	protein_coding	1998	tsl1 (assigned to previous version 5)	False
ENSMUSG00000079334	Nat6	ENSMUST00000130053	protein_coding	1073	tsl1 (assigned to previous version 2)	False
ENSMUSG00000079334	Nat6	ENSMUST00000122985	protein_coding	2623	tsl1 (assigned to previous version 2)	False
ENSMUSG00000045662	Henmt1	ENSMUST00000098680	protein_coding	1466	tsl1 (assigned to previous version 3)	False
ENSMUSG00000079334	Nat6	ENSMUST00000127380	protein_coding	787	tsl1 (assigned to previous version 2)	False
ENSMUSG00000079334	Nat6	ENSMUST00000139581	protein_coding	1552	tsl1	True
ENSMUSG00000031390	Avpr2	ENSMUST00000033765	protein_coding	1812	tsl1	True
ENSMUSG00000045662	Henmt1	ENSMUST00000106586	protein_coding	1838	tsl1 (assigned to previous version 2)	False
ENSMUSG00000031390	Avpr2	ENSMUST00000131088	processed_transcript	477	tsl5	False
ENSMUSG00000031390	Avpr2	ENSMUST00000101470	protein_coding	2787	tsl1	True
ENSMUSG00000079334	Nat6	ENSMUST00000093785	protein_coding	2053	tsl1 (assigned to previous version 4)	False
ENSMUSG00000031390	Avpr2	ENSMUST00000114395	protein_coding	936	tsl1	True
ENSMUSG00000045410	Akr1e1	ENSMUST00000110691	protein_coding	3288	tsl1 (assigned to previous version 4)	False
ENSMUSG00000045662	Henmt1	ENSMUST00000196400	nonsense_mediated_decay	896		False
ENSMUSG00000004542	Psg19	ENSMUST00000004657	protein_coding	2105	tsl1 (assigned to previous version 8)	False
ENSMUSG00000004542	Psg19	ENSMUST00000182853	protein_coding	1518	tsl1	True
ENSMUSG00000045662	Henmt1	ENSMUST00000196533	protein_coding	1491		False
ENSMUSG00000045410	Akr1e1	ENSMUST00000091848	protein_coding	1723	tsl1	True
ENSMUSG00000004542	Psg19	ENSMUST00000182681	processed_transcript	514	tsl3	False
ENSMUSG00000004542	Psg19	ENSMUST00000182916	retained_intron	1698	tslNA	False
ENSMUSG00000045410	Akr1e1	ENSMUST00000131982	processed_transcript	412	tsl3	False
ENSMUSG00000094675	Astx4b	ENSMUST00000179359	lincRNA	1149	tsl1	True
ENSMUSG00000086631	Gm12784	ENSMUST00000127462	processed_transcript	657	tsl3	False
ENSMUSG00000086887	1700060C16Rik	ENSMUST00000150559	lincRNA	645	tsl1	True
ENSMUSG00000037174	Elf2	ENSMUST00000194641	protein_coding	5919		False
ENSMUSG00000028251	Tstd3	ENSMUST00000029915	protein_coding	1588	tsl1	True
ENSMUSG00000081653	Gm11354	ENSMUST00000121974	processed_pseudogene	422	tslNA	False
ENSMUSG00000037174	Elf2	ENSMUST00000183463	nonsense_mediated_decay	3249	tsl5 (assigned to previous version 2)	False
