ensembl_gene_id	external_gene_name	ensembl_transcript_id	transcript_biotype	transcript_length	transcript_tsl	is_canonical
ENSMUSG00000097305	Gm17276	ENSMUST00000180839	antisense	2786	tsl1 (assigned to previous version 1)	False
ENSMUSG00000032355	Mlip	ENSMUST00000184944	retained_intron	2955	tslNA	False
ENSMUSG00000097305	Gm17276	ENSMUST00000236612	antisense	617		False
ENSMUSG00000021254	Gpatch2l	ENSMUST00000221368	protein_coding	4355	tsl1	True
ENSMUSG00000032355	Mlip	ENSMUST00000183350	processed_transcript	2408	tsl1	True
ENSMUSG00000040415	Dtx3	ENSMUST00000116229	protein_coding	1994	tsl1	True
ENSMUSG00000021254	Gpatch2l	ENSMUST00000071106	protein_coding	3829	tsl1	True
ENSMUSG00000102783	Gm38254	ENSMUST00000192276	TEC	1009	tslNA	False
ENSMUSG00000032812	Arap1	ENSMUST00000098243	protein_coding	3693	tsl1	True
ENSMUSG00000040415	Dtx3	ENSMUST00000137151	protein_coding	346	tsl3	False
ENSMUSG00000021254	Gpatch2l	ENSMUST00000220810	retained_intron	358	tslNA	False
ENSMUSG00000021254	Gpatch2l	ENSMUST00000220646	retained_intron	3089	tslNA	False
ENSMUSG00000021254	Gpatch2l	ENSMUST00000222299	processed_transcript	1130	tsl1	True
ENSMUSG00000040415	Dtx3	ENSMUST00000144322	protein_coding	624	tsl3	False
ENSMUSG00000032812	Arap1	ENSMUST00000155754	protein_coding	325	tsl3	False
ENSMUSG00000097488	4732487G21Rik	ENSMUST00000181495	lincRNA	2664	tsl1	True
ENSMUSG00000040415	Dtx3	ENSMUST00000125254	retained_intron	346	tsl1	True
ENSMUSG00000032812	Arap1	ENSMUST00000153340	processed_transcript	328	tsl3	False
ENSMUSG00000032812	Arap1	ENSMUST00000156017	processed_transcript	157	tsl5	False
ENSMUSG00000056069	Otulinl	ENSMUST00000226170	protein_coding	3043		False
ENSMUSG00000106598	Gm43532	ENSMUST00000199389	lincRNA	3816	tslNA	False
ENSMUSG00000032812	Arap1	ENSMUST00000125284	retained_intron	621	tsl3	False
ENSMUSG00000105845	Gm42808	ENSMUST00000198212	lincRNA	285	tsl5	False
ENSMUSG00000041530	Ago1	ENSMUST00000097888	protein_coding	7227	tsl1	True
ENSMUSG00000105658	Gm43531	ENSMUST00000200676	processed_pseudogene	1114	tslNA	False
ENSMUSG00000032812	Arap1	ENSMUST00000210162	retained_intron	801	tslNA	False
ENSMUSG00000041530	Ago1	ENSMUST00000239399	protein_coding	7227		False
ENSMUSG00000032812	Arap1	ENSMUST00000124637	retained_intron	882	tsl1	True
ENSMUSG00000106389	Gm21006	ENSMUST00000196930	processed_pseudogene	667	tslNA	False
ENSMUSG00000116769	8030451O07Rik	ENSMUST00000231223	lincRNA	1888		False
ENSMUSG00000116769	8030451O07Rik	ENSMUST00000231977	lincRNA	1920		False
ENSMUSG00000081906	Rpl9-ps1	ENSMUST00000117199	translated_processed_pseudogene	576	tslNA	False
ENSMUSG00000105633	Gm32158	ENSMUST00000200135	processed_pseudogene	404	tslNA	False
ENSMUSG00000081906	Rpl9-ps1	ENSMUST00000182502	protein_coding	576	tslNA	False
ENSMUSG00000056069	Otulinl	ENSMUST00000226145	protein_coding	2950		False
ENSMUSG00000041530	Ago1	ENSMUST00000127800	nonsense_mediated_decay	3606	tsl1	True
ENSMUSG00000041530	Ago1	ENSMUST00000176315	protein_coding	1662	tsl5	False
ENSMUSG00000115477	Gm20070	ENSMUST00000226726	processed_pseudogene	227		False
ENSMUSG00000041530	Ago1	ENSMUST00000156533	retained_intron	588	tsl3	False
ENSMUSG00000056069	Otulinl	ENSMUST00000100739	protein_coding	2867	tsl1 (assigned to previous version 3)	False
ENSMUSG00000041530	Ago1	ENSMUST00000149425	retained_intron	678	tsl3	False
ENSMUSG00000038146	Notch3	ENSMUST00000087723	protein_coding	8016	tsl1 (assigned to previous version 3)	False
ENSMUSG00000041530	Ago1	ENSMUST00000239428	protein_coding	7065		False
ENSMUSG00000033850	Olfr1015	ENSMUST00000214726	processed_transcript	2370	tsl5	False
ENSMUSG00000033850	Olfr1015	ENSMUST00000215945	protein_coding	2479	tsl5	False
ENSMUSG00000056069	Otulinl	ENSMUST00000231473	nonsense_mediated_decay	473		False
ENSMUSG00000038146	Notch3	ENSMUST00000236544	retained_intron	645		False
ENSMUSG00000038146	Notch3	ENSMUST00000235816	protein_coding	717		False
ENSMUSG00000033850	Olfr1015	ENSMUST00000047870	protein_coding	1016	tslNA	False
ENSMUSG00000056069	Otulinl	ENSMUST00000226581	protein_coding	448		False
ENSMUSG00000056069	Otulinl	ENSMUST00000232492	retained_intron	562		False
ENSMUSG00000027530	Fabp12	ENSMUST00000029043	protein_coding	2512	tsl1	True
ENSMUSG00000027530	Fabp12	ENSMUST00000172126	protein_coding	779	tsl1	True
ENSMUSG00000081523	Gm13058	ENSMUST00000117097	unprocessed_pseudogene	1435	tslNA	False
ENSMUSG00000070564	Ntn5	ENSMUST00000182750	protein_coding	1758	tsl1	True
ENSMUSG00000027530	Fabp12	ENSMUST00000117917	protein_coding	648	tsl1	True
ENSMUSG00000036586	Grifin	ENSMUST00000042993	protein_coding	613	tsl1	True
ENSMUSG00000027530	Fabp12	ENSMUST00000119761	protein_coding	548	tsl3	False
ENSMUSG00000056018	Ccdc7b	ENSMUST00000140887	nonsense_mediated_decay	1476	tsl1	True
ENSMUSG00000070564	Ntn5	ENSMUST00000107742	protein_coding	1574	tsl1	True
ENSMUSG00000070564	Ntn5	ENSMUST00000183120	protein_coding	1491	tsl1	True
ENSMUSG00000037661	Gpr160	ENSMUST00000130294	retained_intron	2523	tsl2	False
ENSMUSG00000000982	Ccl3	ENSMUST00000001008	protein_coding	766	tsl1	True
ENSMUSG00000020723	Cacng4	ENSMUST00000021066	protein_coding	3500	tsl1	True
ENSMUSG00000040364	Sec1	ENSMUST00000040636	protein_coding	2470	tsl1	True
ENSMUSG00000020723	Cacng4	ENSMUST00000134076	processed_transcript	422	tsl2	False
ENSMUSG00000067369	Trmt2b	ENSMUST00000128115	nonsense_mediated_decay	4099	tsl2	False
ENSMUSG00000029066	Mrpl20	ENSMUST00000184339	processed_transcript	488	tsl2	False
ENSMUSG00000087184	Gm11650	ENSMUST00000141271	processed_transcript	1145	tsl1	True
ENSMUSG00000056018	Ccdc7b	ENSMUST00000148234	nonsense_mediated_decay	1499	tsl1	True
ENSMUSG00000021983	Atp8a2	ENSMUST00000080368	protein_coding	12886	tsl1 (assigned to previous version 11)	False
ENSMUSG00000056423	Uts2b	ENSMUST00000070531	protein_coding	835	tsl1	True
ENSMUSG00000104878	Gm43567	ENSMUST00000197581	lincRNA	1978	tslNA	False
ENSMUSG00000075209	Olfr1016	ENSMUST00000217410	protein_coding	2738	tsl3	False
ENSMUSG00000106225	Gm43564	ENSMUST00000196185	processed_pseudogene	211	tslNA	False
ENSMUSG00000075209	Olfr1016	ENSMUST00000216425	protein_coding	2698	tsl3	False
ENSMUSG00000024077	Strn	ENSMUST00000145910	protein_coding	8629	tsl1	True
ENSMUSG00000021983	Atp8a2	ENSMUST00000145071	nonsense_mediated_decay	1499	tsl1	True
ENSMUSG00000104092	A930014E01Rik	ENSMUST00000194572	TEC	330	tslNA	False
ENSMUSG00000075209	Olfr1016	ENSMUST00000099915	protein_coding	930	tslNA	False
ENSMUSG00000103592	Gm38364	ENSMUST00000191814	processed_pseudogene	179	tslNA	False
ENSMUSG00000021983	Atp8a2	ENSMUST00000131670	protein_coding	1725	tsl2	False
ENSMUSG00000053773	Rdh8	ENSMUST00000066387	protein_coding	1405	tsl2	False
ENSMUSG00000024077	Strn	ENSMUST00000024881	protein_coding	2967	tsl1	True
ENSMUSG00000063354	Slc39a4	ENSMUST00000073428	protein_coding	2063	tsl1 (assigned to previous version 5)	False
ENSMUSG00000021983	Atp8a2	ENSMUST00000140924	protein_coding	373	tsl3	False
ENSMUSG00000107553	Gm44266	ENSMUST00000205235	TEC	500	tslNA	False
ENSMUSG00000063558	Aox1	ENSMUST00000001027	protein_coding	4423	tsl1	True
ENSMUSG00000024077	Strn	ENSMUST00000145480	protein_coding	800	tsl3	False
ENSMUSG00000021983	Atp8a2	ENSMUST00000149414	protein_coding	363	tsl3	False
ENSMUSG00000081057	Olfr1017-ps1	ENSMUST00000121263	unprocessed_pseudogene	664	tslNA	False
ENSMUSG00000118527	AC170598.1	ENSMUST00000238827	unprocessed_pseudogene	2094		False
ENSMUSG00000117285	Gm49863	ENSMUST00000233584	processed_pseudogene	502		False
ENSMUSG00000021983	Atp8a2	ENSMUST00000152688	processed_transcript	399	tsl3	False
ENSMUSG00000056018	Ccdc7b	ENSMUST00000026912	protein_coding	1447	tsl5	False
ENSMUSG00000063558	Aox1	ENSMUST00000160168	retained_intron	6429	tsl2	False
ENSMUSG00000114584	Gm47694	ENSMUST00000225931	TEC	5446		False
ENSMUSG00000117192	Gm18649	ENSMUST00000233688	processed_pseudogene	461		False
ENSMUSG00000056018	Ccdc7b	ENSMUST00000108744	processed_transcript	939	tsl1	True
ENSMUSG00000046717	Igbp1b	ENSMUST00000054786	protein_coding	1456	tslNA	False
ENSMUSG00000114593	Gm19716	ENSMUST00000224060	processed_transcript	656		False
ENSMUSG00000056018	Ccdc7b	ENSMUST00000148621	processed_transcript	475	tsl5	False
ENSMUSG00000063354	Slc39a4	ENSMUST00000230977	protein_coding	2750		False
ENSMUSG00000056018	Ccdc7b	ENSMUST00000189055	processed_transcript	715	tsl1	True
ENSMUSG00000114593	Gm19716	ENSMUST00000224256	transcribed_processed_pseudogene	1837		False
ENSMUSG00000063354	Slc39a4	ENSMUST00000229613	retained_intron	379		False
ENSMUSG00000043716	Rpl7	ENSMUST00000140597	processed_transcript	421	tsl1	True
ENSMUSG00000067369	Trmt2b	ENSMUST00000087541	protein_coding	3119	tsl1	True
ENSMUSG00000109135	Gm6240	ENSMUST00000208014	processed_pseudogene	473	tslNA	False
ENSMUSG00000063354	Slc39a4	ENSMUST00000230317	processed_transcript	1035		False
ENSMUSG00000109278	Gm45144	ENSMUST00000207473	lincRNA	354	tsl5	False
ENSMUSG00000067369	Trmt2b	ENSMUST00000145066	retained_intron	3237	tsl5	False
ENSMUSG00000075288	Gm6913	ENSMUST00000100019	processed_pseudogene	348	tslNA	False
ENSMUSG00000067369	Trmt2b	ENSMUST00000113252	protein_coding	3128	tsl1	True
ENSMUSG00000082479	Gm4746	ENSMUST00000120395	processed_pseudogene	2406	tslNA	False
ENSMUSG00000067369	Trmt2b	ENSMUST00000087540	protein_coding	822	tsl1	True
ENSMUSG00000084289	Gm6977	ENSMUST00000121568	processed_pseudogene	512	tslNA	False
ENSMUSG00000028788	Ptp4a2	ENSMUST00000132386	processed_transcript	624	tsl5	False
ENSMUSG00000018930	Ccl4	ENSMUST00000019074	protein_coding	660	tsl1	True
ENSMUSG00000028788	Ptp4a2	ENSMUST00000132411	retained_intron	583	tsl3	False
ENSMUSG00000102929	Gm37154	ENSMUST00000192266	TEC	1290	tslNA	False
ENSMUSG00000031201	Brcc3	ENSMUST00000033544	protein_coding	4310	tsl1	True
ENSMUSG00000091497	Gm44	ENSMUST00000172155	protein_coding	993	tslNA	False
ENSMUSG00000114656	2810403G07Rik	ENSMUST00000224082	lincRNA	1622		False
ENSMUSG00000031201	Brcc3	ENSMUST00000118428	protein_coding	2093	tsl5	False
ENSMUSG00000083029	Gm13720	ENSMUST00000120741	processed_pseudogene	196	tslNA	False
ENSMUSG00000045259	Klhdc9	ENSMUST00000061878	protein_coding	1558	tsl1	True
ENSMUSG00000107686	Gm9038	ENSMUST00000203400	processed_pseudogene	604	tslNA	False
ENSMUSG00000022000	Zc3h13	ENSMUST00000226417	processed_transcript	534		False
ENSMUSG00000043716	Rpl7	ENSMUST00000058437	protein_coding	1163	tsl1	True
ENSMUSG00000029066	Mrpl20	ENSMUST00000030942	protein_coding	764	tsl1	True
ENSMUSG00000031201	Brcc3	ENSMUST00000151938	retained_intron	2521	tsl2	False
ENSMUSG00000029066	Mrpl20	ENSMUST00000185148	protein_coding	494	tsl3	False
ENSMUSG00000031201	Brcc3	ENSMUST00000114074	protein_coding	2473	tsl1	True
ENSMUSG00000043716	Rpl7	ENSMUST00000141217	retained_intron	1597	tsl2	False
ENSMUSG00000043716	Rpl7	ENSMUST00000151017	retained_intron	1229	tsl2	False
ENSMUSG00000031201	Brcc3	ENSMUST00000133781	protein_coding	479	tsl5	False
ENSMUSG00000029066	Mrpl20	ENSMUST00000137487	nonsense_mediated_decay	810	tsl1	True
ENSMUSG00000043716	Rpl7	ENSMUST00000149566	protein_coding	838	tsl3	False
ENSMUSG00000031201	Brcc3	ENSMUST00000152228	protein_coding	473	tsl5	False
ENSMUSG00000029066	Mrpl20	ENSMUST00000130188	protein_coding	442	tsl3	False
ENSMUSG00000031201	Brcc3	ENSMUST00000124321	retained_intron	2614	tsl1	True
ENSMUSG00000043716	Rpl7	ENSMUST00000125005	retained_intron	784	tsl5	False
ENSMUSG00000029066	Mrpl20	ENSMUST00000143503	processed_transcript	579	tsl2	False
ENSMUSG00000028788	Ptp4a2	ENSMUST00000030578	protein_coding	3646	tsl5	False
ENSMUSG00000006412	Pfdn2	ENSMUST00000135941	protein_coding	1735	tsl1	True
ENSMUSG00000022000	Zc3h13	ENSMUST00000227049	protein_coding	6144		False
ENSMUSG00000086496	Gm14204	ENSMUST00000145773	processed_transcript	1490	tsl1	True
ENSMUSG00000006412	Pfdn2	ENSMUST00000006579	protein_coding	885	tsl3	False
ENSMUSG00000028788	Ptp4a2	ENSMUST00000127558	processed_transcript	339	tsl2	False
ENSMUSG00000022000	Zc3h13	ENSMUST00000228470	processed_transcript	730		False
ENSMUSG00000028788	Ptp4a2	ENSMUST00000133662	processed_transcript	417	tsl2	False
ENSMUSG00000086496	Gm14204	ENSMUST00000123944	processed_transcript	5380	tsl1	True
ENSMUSG00000006412	Pfdn2	ENSMUST00000138323	processed_transcript	474	tsl2	False
ENSMUSG00000022000	Zc3h13	ENSMUST00000022577	protein_coding	6151	tsl5	False
ENSMUSG00000028788	Ptp4a2	ENSMUST00000141754	processed_transcript	658	tsl2	False
ENSMUSG00000086496	Gm14204	ENSMUST00000123016	processed_transcript	378	tsl3	False
ENSMUSG00000086496	Gm14204	ENSMUST00000155319	processed_transcript	726	tsl3	False
ENSMUSG00000115615	Gm49200	ENSMUST00000227736	lincRNA	699		False
ENSMUSG00000046804	Phgr1	ENSMUST00000130293	protein_coding	542	tsl5	False
ENSMUSG00000046804	Phgr1	ENSMUST00000061360	protein_coding	538	tsl5	False
ENSMUSG00000053158	Fes	ENSMUST00000205617	nonsense_mediated_decay	3371	tsl1	True
ENSMUSG00000029381	Shroom3	ENSMUST00000113055	protein_coding	6765	tsl1	True
ENSMUSG00000028788	Ptp4a2	ENSMUST00000165853	protein_coding	3382	tsl5	False
ENSMUSG00000002769	Gnmt	ENSMUST00000147112	retained_intron	855	tsl2	False
ENSMUSG00000029381	Shroom3	ENSMUST00000168878	protein_coding	5630	tsl1	True
ENSMUSG00000070729	Gm12966	ENSMUST00000118024	processed_pseudogene	810	tslNA	False
ENSMUSG00000037661	Gpr160	ENSMUST00000108261	protein_coding	2213	tsl1	True
ENSMUSG00000029381	Shroom3	ENSMUST00000202767	processed_transcript	3307	tsl5	False
ENSMUSG00000113462	Gm48248	ENSMUST00000220847	processed_pseudogene	233	tslNA	False
ENSMUSG00000002769	Gnmt	ENSMUST00000002846	protein_coding	1035	tsl1	True
ENSMUSG00000037661	Gpr160	ENSMUST00000108259	protein_coding	1916	tsl3	False
ENSMUSG00000037771	Slc32a1	ENSMUST00000045738	protein_coding	2797	tsl1	True
ENSMUSG00000096995	2810029C07Rik	ENSMUST00000180698	bidirectional_promoter_lncRNA	1954	tsl1	True
ENSMUSG00000037661	Gpr160	ENSMUST00000046748	protein_coding	1977	tsl1	True
ENSMUSG00000002769	Gnmt	ENSMUST00000233086	processed_transcript	554		False
ENSMUSG00000096995	2810029C07Rik	ENSMUST00000221597	bidirectional_promoter_lncRNA	1422	tsl1	True
ENSMUSG00000024479	Mal2	ENSMUST00000025356	protein_coding	2950	tsl1 (assigned to previous version 2)	False
ENSMUSG00000087563	Gm14205	ENSMUST00000138427	antisense	739	tsl3	False
ENSMUSG00000053158	Fes	ENSMUST00000206735	protein_coding	472	tsl5	False
ENSMUSG00000105699	Gm43703	ENSMUST00000200523	lincRNA	763	tslNA	False
ENSMUSG00000037661	Gpr160	ENSMUST00000194979	protein_coding	346	tsl3	False
ENSMUSG00000044134	Pheta1	ENSMUST00000198271	protein_coding	2335	tsl1	True
ENSMUSG00000039086	Ss18l1	ENSMUST00000041126	protein_coding	4343	tsl1	True
ENSMUSG00000082315	Gm16523	ENSMUST00000203640	processed_transcript	4750	tslNA	False
ENSMUSG00000037661	Gpr160	ENSMUST00000108258	protein_coding	2139	tsl1	True
ENSMUSG00000082315	Gm16523	ENSMUST00000121253	transcribed_processed_pseudogene	592	tslNA	False
ENSMUSG00000044134	Pheta1	ENSMUST00000056654	protein_coding	2368	tsl1	True
ENSMUSG00000053158	Fes	ENSMUST00000206002	retained_intron	1921	tsl1	True
ENSMUSG00000107833	Gm18791	ENSMUST00000204611	processed_pseudogene	726	tslNA	False
ENSMUSG00000037661	Gpr160	ENSMUST00000147697	protein_coding	754	tsl5	False
ENSMUSG00000044134	Pheta1	ENSMUST00000198155	protein_coding	636	tsl2	False
ENSMUSG00000107955	Gm44027	ENSMUST00000203419	TEC	3480	tslNA	False
ENSMUSG00000091722	Siah3	ENSMUST00000164848	protein_coding	4472	tsl1 (assigned to previous version 1)	False
ENSMUSG00000104719	4933437G19Rik	ENSMUST00000197910	TEC	1178	tslNA	False
ENSMUSG00000037661	Gpr160	ENSMUST00000166278	protein_coding	1689	tsl1	True
ENSMUSG00000114869	Gm48876	ENSMUST00000224307	lincRNA	1841		False
ENSMUSG00000108178	Gm44267	ENSMUST00000204132	TEC	385	tslNA	False
ENSMUSG00000083664	Gm11433	ENSMUST00000118318	unprocessed_pseudogene	228	tslNA	False
ENSMUSG00000066592	Gm7589	ENSMUST00000085631	processed_pseudogene	534	tslNA	False
ENSMUSG00000107569	Gm44268	ENSMUST00000204814	TEC	164	tslNA	False
ENSMUSG00000110789	Gm33053	ENSMUST00000215275	lincRNA	1144	tsl5	False
ENSMUSG00000104555	Gm5983	ENSMUST00000197739	processed_pseudogene	770	tslNA	False
ENSMUSG00000114468	Gm48879	ENSMUST00000225524	lincRNA	377		False
ENSMUSG00000083932	Gm11438	ENSMUST00000121582	processed_pseudogene	189	tslNA	False
ENSMUSG00000108128	4922502N22Rik	ENSMUST00000204038	lincRNA	1149	tsl1	True
ENSMUSG00000084781	D930015M05Rik	ENSMUST00000126002	processed_transcript	1190	tsl1	True
ENSMUSG00000043892	Olfr1018	ENSMUST00000214416	protein_coding	3186	tsl5	False
ENSMUSG00000034913	Cby2	ENSMUST00000035243	protein_coding	1430	tsl1 (assigned to previous version 3)	False
ENSMUSG00000043892	Olfr1018	ENSMUST00000054201	protein_coding	936	tslNA	False
ENSMUSG00000081449	Gm11432	ENSMUST00000117334	unprocessed_pseudogene	231	tslNA	False
ENSMUSG00000026411	Tmem9	ENSMUST00000165125	protein_coding	901	tsl3	False
ENSMUSG00000080927	Gm11430	ENSMUST00000121317	unprocessed_pseudogene	217	tslNA	False
ENSMUSG00000034913	Cby2	ENSMUST00000165569	protein_coding	1538	tsl1 (assigned to previous version 1)	False
ENSMUSG00000053158	Fes	ENSMUST00000080932	protein_coding	2762	tsl1	True
ENSMUSG00000026411	Tmem9	ENSMUST00000063719	protein_coding	1806	tsl1	True
ENSMUSG00000075208	Olfr1019	ENSMUST00000213515	protein_coding	3031	tsl5	False
ENSMUSG00000075208	Olfr1019	ENSMUST00000102634	protein_coding	933	tslNA	False
ENSMUSG00000053158	Fes	ENSMUST00000206744	nonsense_mediated_decay	2890	tsl1	True
ENSMUSG00000026411	Tmem9	ENSMUST00000117950	protein_coding	847	tsl2	False
ENSMUSG00000083163	Gm11429	ENSMUST00000119089	unprocessed_pseudogene	144	tslNA	False
ENSMUSG00000026411	Tmem9	ENSMUST00000118832	retained_intron	864	tsl1	True
ENSMUSG00000053158	Fes	ENSMUST00000206479	nonsense_mediated_decay	4403	tsl2	False
ENSMUSG00000026411	Tmem9	ENSMUST00000140545	processed_transcript	781	tsl2	False
ENSMUSG00000034913	Cby2	ENSMUST00000164082	protein_coding	1560	tsl2 (assigned to previous version 7)	False
ENSMUSG00000053158	Fes	ENSMUST00000206728	protein_coding	2707	tsl1	True
ENSMUSG00000053158	Fes	ENSMUST00000206539	nonsense_mediated_decay	362	tsl2	False
ENSMUSG00000034913	Cby2	ENSMUST00000169658	protein_coding	1474	tsl3 (assigned to previous version 7)	False
ENSMUSG00000053158	Fes	ENSMUST00000206698	protein_coding	443	tsl3	False
ENSMUSG00000034913	Cby2	ENSMUST00000226623	processed_transcript	482		False
ENSMUSG00000053158	Fes	ENSMUST00000206271	retained_intron	363	tsl2	False
ENSMUSG00000029068	Ccnl2	ENSMUST00000030944	protein_coding	2442	tsl1	True
ENSMUSG00000092164	Rergl	ENSMUST00000170650	protein_coding	958	tsl1	True
ENSMUSG00000105834	4930592C13Rik	ENSMUST00000196791	antisense	661	tsl1	True
ENSMUSG00000017707	Serinc3	ENSMUST00000017851	protein_coding	3683	tsl1	True
ENSMUSG00000017707	Serinc3	ENSMUST00000129854	processed_transcript	621	tsl2	False
ENSMUSG00000033578	Tmem35a	ENSMUST00000037687	protein_coding	1918	tsl1	True
ENSMUSG00000046975	Olfr1020	ENSMUST00000215347	protein_coding	2640	tsl3	False
ENSMUSG00000058812	0610039K10Rik	ENSMUST00000184724	antisense	952	tslNA	False
ENSMUSG00000058812	0610039K10Rik	ENSMUST00000076667	antisense	951	tslNA	False
ENSMUSG00000046975	Olfr1020	ENSMUST00000055840	protein_coding	1079	tslNA	False
ENSMUSG00000059972	Gm14773	ENSMUST00000125932	lincRNA	451	tsl2	False
ENSMUSG00000024101	Washc1	ENSMUST00000072383	protein_coding	2905	tsl1 (assigned to previous version 12)	False
ENSMUSG00000042535	Gtpbp1	ENSMUST00000046463	protein_coding	3449	tsl1 (assigned to previous version 8)	False
ENSMUSG00000024101	Washc1	ENSMUST00000233500	retained_intron	435		False
ENSMUSG00000026867	Gapvd1	ENSMUST00000102800	protein_coding	8339	tsl1	True
ENSMUSG00000042535	Gtpbp1	ENSMUST00000230898	protein_coding	348		False
ENSMUSG00000024101	Washc1	ENSMUST00000116556	protein_coding	1831	tsl1 (assigned to previous version 2)	False
ENSMUSG00000042535	Gtpbp1	ENSMUST00000229046	protein_coding	657		False
ENSMUSG00000026867	Gapvd1	ENSMUST00000113111	protein_coding	4543	tsl5	False
ENSMUSG00000026867	Gapvd1	ENSMUST00000113101	protein_coding	2200	tsl5	False
ENSMUSG00000042535	Gtpbp1	ENSMUST00000230262	protein_coding	522		False
ENSMUSG00000024101	Washc1	ENSMUST00000233354	protein_coding	401		False
ENSMUSG00000029068	Ccnl2	ENSMUST00000139066	retained_intron	4220	tsl1	True
ENSMUSG00000022002	Erich6b	ENSMUST00000238633	protein_coding	1961		False
ENSMUSG00000069792	Wfdc17	ENSMUST00000092836	protein_coding	533	tsl1	True
ENSMUSG00000042535	Gtpbp1	ENSMUST00000231095	nonsense_mediated_decay	763		False
ENSMUSG00000026867	Gapvd1	ENSMUST00000138203	nonsense_mediated_decay	705	tsl3	False
ENSMUSG00000029068	Ccnl2	ENSMUST00000129850	retained_intron	3411	tsl1	True
ENSMUSG00000105466	Gm42998	ENSMUST00000197053	TEC	2371	tslNA	False
ENSMUSG00000022002	Erich6b	ENSMUST00000022579	protein_coding	869	tsl1	True
ENSMUSG00000029381	Shroom3	ENSMUST00000113054	protein_coding	6401	tsl1	True
ENSMUSG00000026867	Gapvd1	ENSMUST00000167251	processed_transcript	551	tsl3	False
ENSMUSG00000042535	Gtpbp1	ENSMUST00000230023	processed_transcript	622		False
ENSMUSG00000024101	Washc1	ENSMUST00000233604	processed_transcript	378		False
ENSMUSG00000107679	4930404I20Rik	ENSMUST00000203246	lincRNA	498	tsl1	True
ENSMUSG00000042535	Gtpbp1	ENSMUST00000228991	protein_coding	616		False
ENSMUSG00000026867	Gapvd1	ENSMUST00000201772	retained_intron	4040	tslNA	False
ENSMUSG00000029381	Shroom3	ENSMUST00000172849	processed_transcript	271	tsl3	False
ENSMUSG00000042535	Gtpbp1	ENSMUST00000229583	protein_coding	593		False
ENSMUSG00000029381	Shroom3	ENSMUST00000225438	protein_coding	5742		False
ENSMUSG00000029068	Ccnl2	ENSMUST00000136370	retained_intron	833	tsl1	True
ENSMUSG00000024101	Washc1	ENSMUST00000233589	retained_intron	901		False
ENSMUSG00000026867	Gapvd1	ENSMUST00000137528	protein_coding	2506	tsl5	False
ENSMUSG00000108147	4930443G03Rik	ENSMUST00000203475	TEC	1282	tslNA	False
ENSMUSG00000024101	Washc1	ENSMUST00000233060	retained_intron	699		False
ENSMUSG00000042535	Gtpbp1	ENSMUST00000230496	retained_intron	490		False
ENSMUSG00000029068	Ccnl2	ENSMUST00000126346	nonsense_mediated_decay	1894	tsl5	False
ENSMUSG00000024101	Washc1	ENSMUST00000233311	retained_intron	687		False
ENSMUSG00000026867	Gapvd1	ENSMUST00000113103	protein_coding	2484	tsl1	True
ENSMUSG00000082754	Olfr1021-ps1	ENSMUST00000121914	polymorphic_pseudogene	1042	tsl3	False
ENSMUSG00000082208	Gm15379	ENSMUST00000121224	processed_pseudogene	648	tslNA	False
ENSMUSG00000086954	4930583P06Rik	ENSMUST00000136658	lincRNA	706	tsl1	True
ENSMUSG00000026867	Gapvd1	ENSMUST00000128855	nonsense_mediated_decay	589	tsl5	False
ENSMUSG00000026867	Gapvd1	ENSMUST00000150859	processed_transcript	559	tsl5	False
ENSMUSG00000041084	Ostc	ENSMUST00000043937	protein_coding	1067	tsl1	True
ENSMUSG00000026867	Gapvd1	ENSMUST00000156098	retained_intron	590	tsl2	False
ENSMUSG00000083093	Gm15385	ENSMUST00000118725	unprocessed_pseudogene	743	tslNA (assigned to previous version 1)	False
ENSMUSG00000057761	Olfr1022	ENSMUST00000054736	protein_coding	948	tslNA	False
ENSMUSG00000041084	Ostc	ENSMUST00000197152	retained_intron	704	tslNA	False
ENSMUSG00000026867	Gapvd1	ENSMUST00000169207	retained_intron	2207	tsl1	True
ENSMUSG00000029381	Shroom3	ENSMUST00000113051	protein_coding	6435	tsl1	True
ENSMUSG00000048709	Gm8666	ENSMUST00000117517	processed_pseudogene	292	tslNA	False
ENSMUSG00000041084	Ostc	ENSMUST00000197828	retained_intron	1720	tslNA	False
ENSMUSG00000026867	Gapvd1	ENSMUST00000142436	protein_coding	675	tsl3	False
ENSMUSG00000029381	Shroom3	ENSMUST00000172706	protein_coding	687	tsl2	False
ENSMUSG00000029381	Shroom3	ENSMUST00000201800	retained_intron	3611	tslNA	False
ENSMUSG00000029381	Shroom3	ENSMUST00000200869	retained_intron	911	tslNA	False
ENSMUSG00000029381	Shroom3	ENSMUST00000172752	retained_intron	1027	tsl1	True
ENSMUSG00000066952	Myo1h	ENSMUST00000169347	protein_coding	3545	tsl5	False
ENSMUSG00000039069	Mtg2	ENSMUST00000147264	retained_intron	2224	tsl5	False
ENSMUSG00000098100	Gm7572	ENSMUST00000182616	processed_pseudogene	766	tslNA	False
ENSMUSG00000039069	Mtg2	ENSMUST00000142608	retained_intron	2339	tsl1	True
ENSMUSG00000026867	Gapvd1	ENSMUST00000028224	protein_coding	5695	tsl1	True
ENSMUSG00000066952	Myo1h	ENSMUST00000124316	protein_coding	2877	tsl5	False
ENSMUSG00000026867	Gapvd1	ENSMUST00000113099	protein_coding	5758	tsl5	False
