Target_genes	Gata6|Average	SRX20580007|Brown_adipose_tissue	SRX16736232|Embryoid_Bodies	SRX16736233|Embryoid_Bodies	SRX6755626|ES_cells	SRX6755627|ES_cells	SRX6755635|ES_cells	SRX6755636|ES_cells	SRX738315|Keratinocytes	SRX738316|Keratinocytes	SRX5198497|Lung	SRX5198498|Lung	SRX547826|MEF	SRX547827|MEF	SRX1041624|XEN_cells	SRX1041626|XEN_cells	SRX16736236|XEN_cells	SRX16736237|XEN_cells	STRING
Apip	9.352941	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zc3h4	9.294118	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0
Triml2	9.294118	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0
Ror1	9.294118	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pm20d2	9.294118	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oxct1	9.294118	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0
Mecom	9.294118	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Carmil3	9.294118	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0
Txndc12	9.235294	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0
Ppp1r12a	9.235294	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Krt31	9.235294	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0
Flt1	9.235294	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Farsa	9.235294	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0
Erlin1	9.235294	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0
Ddx23	9.235294	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0
Btf3l4	9.235294	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0
Aifm2	9.235294	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0
Uox	9.176471	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0
Kif23	9.176471	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0
Itgb4	9.176471	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0
Crim1	9.176471	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0
Baz2a	9.176471	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0
Asap1	9.176471	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Utp6	9.117647	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0
Tnxb	9.117647	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0
Smco1	9.117647	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0
Rtca	9.117647	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0
Rnf165	9.117647	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0
Nckap1	9.117647	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0
Mycbp2	9.117647	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0
Kbtbd7	9.117647	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0
Gm6040	9.117647	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0
Epha3	9.117647	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dbt	9.117647	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0
Crem	9.117647	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0
Cox16	9.117647	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Capn13	9.117647	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0
Arhgap28	9.117647	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0
9530068E07Rik	9.117647	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0
9130019O22Rik	9.117647	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0
Zfp777	9.058824	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0
Supt5	9.058824	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0
Sirt2	9.058824	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0
Rgs3	9.058824	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0
Olfr603	9.058824	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0
Nt5dc3	9.058824	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0
Nfkbib	9.058824	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0
Mpp7	9.058824	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0
Hsf2bp	9.058824	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0
Gm11127	9.058824	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0
Dnajb2	9.058824	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0
Ddi1	9.058824	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dab2ip	9.058824	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ctag2l2	9.058824	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0
Corin	9.058824	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0
Api5	9.058824	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0
A630095N17Rik	9.058824	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0
Wdr81	9.000000	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0
Spryd7	9.000000	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shmt1	9.000000	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0
Jak3	9.000000	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0
Hs3st6	9.000000	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hecw1	9.000000	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0
Gpr31b	9.000000	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0
Ap1s3	9.000000	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0
Tdpoz2	8.941176	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0
Sphk2	8.941176	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0
Rnf212b	8.941176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0
Nxt2	8.941176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0
Lysmd2	8.941176	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0
Dlx4	8.941176	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0
Degs2	8.941176	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0
Cdh8	8.941176	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd50	8.941176	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0
Wdr93	8.882353	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ttll11	8.882353	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smug1	8.882353	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0
Prkx	8.882353	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0
Plxnc1	8.882353	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plin4	8.882353	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0
Pex11a	8.882353	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcf2l	8.882353	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0
Lgr4	8.882353	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0
Arhgef18	8.882353	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adgrf3	8.882353	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0
Tatdn2	8.823529	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0
Oxct2b	8.823529	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0
Mknk2	8.823529	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0
Map1lc3b	8.823529	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Krtap31-2	8.823529	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0
Itpk1	8.823529	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0
Fam102b	8.823529	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0
Asb6	8.823529	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0
Ap1g1	8.823529	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0
Tsen34	8.764706	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0
Slc30a10	8.764706	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0
Prr18	8.764706	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0
Nkapl	8.764706	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0
Mboat7	8.764706	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0
Calcoco2	8.764706	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0
Bmpr1a	8.764706	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc22a6	8.705882	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Selenoi	8.705882	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0
Ppp2r5b	8.705882	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0
Irx1	8.705882	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dhdh	8.705882	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0
Car2	8.705882	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atg2a	8.705882	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0
Tial1	8.647059	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0
Slc22a8	8.647059	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0
Hnmt	8.647059	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0
Havcr2	8.647059	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0
Gm9507	8.647059	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2696	8.647059	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eng	8.647059	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0
Ctsz	8.647059	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0
Capn15	8.647059	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0
Ugt8a	8.588235	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0
Tjp2	8.588235	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0
Pml	8.588235	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0
Osgin1	8.588235	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0
Lpin3	8.588235	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0
Il1b	8.588235	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0
Hamp	8.588235	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0
Degs1	8.588235	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0
Chit1	8.588235	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0
9430015G10Rik	8.588235	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0
Zfp52	8.529412	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0
Wnt5a	8.529412	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0
Vit	8.529412	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0
Ubr3	8.529412	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Txk	8.529412	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0
Thyn1	8.529412	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0
Tas2r143	8.529412	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0
Tas2r135	8.529412	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0
Stag1	8.529412	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sox6	8.529412	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0
Smox	8.529412	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0
Slc25a26	8.529412	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0
Sapcd2	8.529412	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0
Sall3	8.529412	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr570	8.529412	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0
Olfr1411	8.529412	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0
Nrap	8.529412	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0
Mtx3	8.529412	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0
Micall1	8.529412	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0
Jade1	8.529412	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0
Iltifb	8.529412	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0
Gm10272	8.529412	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0
Gm10024	8.529412	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0
Gemin8	8.529412	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0
Emcn	8.529412	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0
Commd8	8.529412	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0
Acad8	8.529412	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0
2610001J05Rik	8.529412	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0
1700042G07Rik	8.529412	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0
Lce1d	8.470588	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0
Lce1c	8.470588	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0
Gatad2a	8.470588	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0
Dlg5	8.470588	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp3a13	8.470588	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0
Ube2v2	8.411765	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0
Tas2r109	8.411765	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hsd17b14	8.411765	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0
Commd10	8.411765	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0
Cfap54	8.411765	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cebpb	8.411765	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aurka	8.411765	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atad5	8.411765	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0
Vsnl1	8.352941	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0
Snx22	8.352941	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0
Rps5	8.352941	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0
Rnf225	8.352941	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0
Mrps31	8.352941	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0
Morn2	8.352941	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0
Lemd2	8.352941	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0
Lefty2	8.352941	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Isl1	8.352941	0	0	0	0	0	0	0	68	74	0	0	0	0	0	0	0	0	0
Ifit3	8.352941	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0
Epgn	8.352941	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0
Dhx57	8.352941	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0
Colca2	8.352941	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C5ar2	8.352941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0
Zfp949	8.294118	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0
Tmem211	8.294118	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0
Sdr39u1	8.294118	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0
Nexn	8.294118	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ndst1	8.294118	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0
Mab21l3	8.294118	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0
Krt80	8.294118	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0
Harbi1	8.294118	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0
Fbxo5	8.294118	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fabp12	8.294118	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B9d2	8.294118	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0
Atg13	8.294118	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0
Zfp747	8.235294	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0
Ttc23	8.235294	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0
Srrm1	8.235294	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0
Srebf2	8.235294	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0
Raf1	8.235294	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0
Olfr543	8.235294	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0
Ntrk1	8.235294	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0
Myocos	8.235294	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mro	8.235294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0
Lrrc28	8.235294	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0
Lrch3	8.235294	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Insrr	8.235294	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0
Gnaq	8.235294	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0
Elf4	8.235294	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0
Eif4g2	8.235294	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0
Cnot1	8.235294	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0
Capn6	8.235294	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Calu	8.235294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0
Atg9b	8.235294	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0
Abcb8	8.235294	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0
Vmn1r61	8.176471	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0
Stxbp4	8.176471	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0
St6galnac5	8.176471	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0
Slc35f6	8.176471	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0
Meiob	8.176471	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0
Klhdc9	8.176471	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0
Klhdc1	8.176471	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gna15	8.176471	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0
Erdr1	8.176471	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cox11	8.176471	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0
Zfp704	8.117647	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0
Timp3	8.117647	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0
Slc34a3	8.117647	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf224	8.117647	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptpn12	8.117647	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0
Pip4k2a	8.117647	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nop53	8.117647	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0
Mvk	8.117647	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0
Mmab	8.117647	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0
Kcnk5	8.117647	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ifrd1	8.117647	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0
Gpr15	8.117647	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0
Fos	8.117647	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0
Fam124a	8.117647	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0
Cysrt1	8.117647	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cltb	8.117647	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0
Arl8b	8.117647	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0
1700008O03Rik	8.117647	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trp63	8.058824	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0
Rnf145	8.058824	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0
Ppia	8.058824	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0
Nlrc4	8.058824	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nek1	8.058824	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxl4	8.058824	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif1b	8.058824	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0
C2cd4d	8.058824	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0
C1rl	8.058824	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0
Bcap31	8.058824	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0
Abcd1	8.058824	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0
Tmem185b	8.000000	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0
Tbccd1	8.000000	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0
Serpinb11	8.000000	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0
Sarnp	8.000000	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0
Pcgf5	8.000000	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0
Pate2	8.000000	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0
Ormdl2	8.000000	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0
Nuf2	8.000000	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0
Fut11	8.000000	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0
Fbxo17	8.000000	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0
Dnajb11	8.000000	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0
Cndp2	8.000000	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0
Clec11a	8.000000	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0
Cd109	8.000000	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0
Arpin	8.000000	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0
Ugt1a1	7.941176	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0
Timp2	7.941176	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0
Serinc4	7.941176	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0
Rab7b	7.941176	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0
Prelid3a	7.941176	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0
Otub2	7.941176	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mapk6	7.941176	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hypk	7.941176	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0
Gm5724	7.941176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0
Ces2c	7.941176	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0
Zfp442	7.882353	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0
Trim25	7.882353	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0
Trib3	7.882353	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0
Tnf	7.882353	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0
Tll1	7.882353	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0
Strap	7.882353	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr859	7.882353	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0
Nav2	7.882353	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0
Mmp27	7.882353	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0
Lta	7.882353	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0
Itga2	7.882353	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0
Garnl3	7.882353	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0
Eif4a3	7.882353	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0
