Target_genes	Esrra|Average	SRX21934343|Brown_adipocytes	SRX17622702|Brown_adipose_tissue	SRX17622703|Brown_adipose_tissue	SRX1890323|Brown_adipose_tissue	SRX1890324|Brown_adipose_tissue	SRX1716885|C2C12	SRX24915614|Duodenal_villus	SRX24915615|Duodenal_villus	SRX1743135|Frontal_cortex	SRX1743136|Frontal_cortex	SRX15672330|Liver	SRX15672332|Liver	SRX18421145|Liver	SRX18421147|Liver	SRX18421149|Skeletal_muscle	SRX18421151|Skeletal_muscle	SRX218535|Unclassified	STRING
Atg4a	6.176471	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp445	6.117647	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Usp13	6.117647	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0
Twsg1	6.117647	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0
Tmem62	6.117647	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0
Smarca4	6.117647	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0
Slf2	6.117647	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0
Rubcnl	6.117647	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0
Rin3	6.117647	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0
Prtg	6.117647	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0
Prmt6	6.117647	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0
Odf2l	6.117647	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0
Ints7	6.117647	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm7972	6.117647	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fst	6.117647	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbn2	6.117647	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0
Epb41l5	6.117647	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0
Elf2	6.117647	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0
Efr3a	6.117647	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0
Dtl	6.117647	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cks2	6.117647	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0
Chst1	6.117647	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp420	6.058824	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0
Zfp109	6.058824	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0
Zc3h12c	6.058824	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0
Xrcc6	6.058824	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0
Wdr20	6.058824	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0
Uxs1	6.058824	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmtc4	6.058824	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0
Tacstd2	6.058824	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0
Sqle	6.058824	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0
Slc5a3	6.058824	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plekha5	6.058824	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0
Osgepl1	6.058824	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr212	6.058824	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0
Ndufaf3	6.058824	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N4bp2l1	6.058824	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrps6	6.058824	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mis12	6.058824	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0
Mfsd1	6.058824	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0
Lin54	6.058824	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0
Lhfpl3	6.058824	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0
Klhl22	6.058824	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0
Gnal	6.058824	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0
Fiz1	6.058824	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eri1	6.058824	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0
Ercc4	6.058824	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0
Dus2	6.058824	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0
Desi1	6.058824	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0
Derl2	6.058824	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0
Ddx28	6.058824	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0
Dalrd3	6.058824	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyth3	6.058824	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0
Cep162	6.058824	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0
B9d2	6.058824	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Asb13	6.058824	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0
5730507C01Rik	6.058824	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0
2610528J11Rik	6.058824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0
Zfp955a	6.000000	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp398	6.000000	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0
Vwa2	6.000000	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0
Top2a	6.000000	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tm9sf3	6.000000	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0
Sytl3	6.000000	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Syt16	6.000000	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0
Sun5	6.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0
Sp3	6.000000	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sox4	6.000000	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sft2d2	6.000000	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0
Serpinb1a	6.000000	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S100g	6.000000	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnaseh2b	6.000000	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0
Rdh12	6.000000	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rbm26	6.000000	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0
Pter	6.000000	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pfdn1	6.000000	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcnx	6.000000	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0
Olfr1154	6.000000	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0
Mybpc1	6.000000	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Micall2	6.000000	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Masp1	6.000000	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0
Lin7b	6.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0
Kitl	6.000000	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0
Kcnip1	6.000000	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0
Gm14305	6.000000	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam122a	6.000000	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0
Fam111a	6.000000	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ercc6l	6.000000	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif2s3x	6.000000	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dync1li1	6.000000	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dhx9	6.000000	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cmtm2a	6.000000	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc61	6.000000	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bpifb2	6.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0
Bdkrb2	6.000000	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arhgap17	6.000000	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0
Apobec4	6.000000	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aopep	6.000000	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0
Zwint	5.941176	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zmym1	5.941176	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0
Zbed3	5.941176	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tspan32	5.941176	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stx6	5.941176	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0
Stau1	5.941176	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0
Setbp1	5.941176	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0
Serpinb1c	5.941176	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0
Sdad1	5.941176	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plrg1	5.941176	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0
Neo1	5.941176	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0
Myl12b	5.941176	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0
Myb	5.941176	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0
Mfsd5	5.941176	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrriq3	5.941176	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc74a	5.941176	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Larp4b	5.941176	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0
Glmp	5.941176	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gemin4	5.941176	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0
Fuca2	5.941176	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0
Fpgt	5.941176	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dlk2	5.941176	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0
Dbil5	5.941176	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0
Cul5	5.941176	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0
Asb1	5.941176	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd65	5.941176	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0
Aktip	5.941176	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Agps	5.941176	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0
Adam12	5.941176	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acap2	5.941176	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0
1700019D03Rik	5.941176	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0
Zfp958	5.882353	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uros	5.882353	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
Tmem217	5.882353	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0
Tbl2	5.882353	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbc1d22b	5.882353	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0
Sgsm3	5.882353	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0
Plac8	5.882353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0
Pacc1	5.882353	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0
Ngp	5.882353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0
Hoxd1	5.882353	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
Gpr160	5.882353	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0
Gpat3	5.882353	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gjd2	5.882353	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0
Gipc2	5.882353	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
Foxi3	5.882353	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
Ercc2	5.882353	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dyrk3	5.882353	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0
Dact3	5.882353	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ctnna1	5.882353	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0
Cnot6	5.882353	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
Cd93	5.882353	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bccip	5.882353	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
Arfgef1	5.882353	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0
Zfp282	5.823529	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0
Zfp276	5.823529	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0
Zfand6	5.823529	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zbtb49	5.823529	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0
Vps9d1	5.823529	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0
Trim12c	5.823529	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tigd2	5.823529	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0
Tfap4	5.823529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0
Suox	5.823529	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0
St14	5.823529	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rrp1b	5.823529	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0
Lyar	5.823529	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0
Ifi211	5.823529	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0
Hsf2bp	5.823529	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0
Haus7	5.823529	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpx7	5.823529	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0
Fmr1	5.823529	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0
Exoc7	5.823529	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0
Eva1c	5.823529	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccnc	5.823529	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0
Arrdc1	5.823529	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0
Apcdd1	5.823529	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adcy2	5.823529	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0
Zmym3	5.764706	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp248	5.764706	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0
Zfp184	5.764706	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0
Zdhhc3	5.764706	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0
Yipf5	5.764706	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0
Xkr6	5.764706	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0
Wipf1	5.764706	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0
Wdr31	5.764706	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0
Ube2d2b	5.764706	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0
Tsc22d3	5.764706	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trim32	5.764706	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0
Tram2	5.764706	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0
Tgif2	5.764706	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0
Stk31	5.764706	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0
Srfbp1	5.764706	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0
Spc25	5.764706	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0
Spag6l	5.764706	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0
Shprh	5.764706	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0
Sh3d19	5.764706	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0
Rpf2	5.764706	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0
Rnls	5.764706	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0
Ptpra	5.764706	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0
Ppp3cb	5.764706	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0
Pmch	5.764706	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0
Pclo	5.764706	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0
Pcdhga6	5.764706	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0
Obi1	5.764706	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0
Nrf1	5.764706	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0
Myo1d	5.764706	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0
Mtcp1	5.764706	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Megf10	5.764706	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0
Mcc	5.764706	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0
Krtap4-16	5.764706	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0
Khdrbs2	5.764706	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0
Kdm3b	5.764706	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Itch	5.764706	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0
Hmgxb3	5.764706	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0
H3f3a	5.764706	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0
Gm19410	5.764706	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0
Gm11564	5.764706	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0
G6pc2	5.764706	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0
Exosc7	5.764706	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0
Dusp22	5.764706	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0
Dtd1	5.764706	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0
Dsel	5.764706	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0
Commd8	5.764706	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0
Cntnap2	5.764706	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0
Cmc4	5.764706	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccer1	5.764706	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0
Cacng3	5.764706	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0
Brcc3	5.764706	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atl2	5.764706	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0
Arl13b	5.764706	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0
Arap2	5.764706	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0
Acaa1b	5.764706	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0
4930512M02Rik	5.764706	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0
Zfp763	5.705882	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0
Usp29	5.705882	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Upf3a	5.705882	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0
Ttc28	5.705882	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0
Tmem243	5.705882	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0
Tlcd3a	5.705882	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0
Tktl2	5.705882	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0
Thumpd1	5.705882	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0
Stk32a	5.705882	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0
Sptb	5.705882	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0
Spag16	5.705882	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0
Sntb2	5.705882	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shc4	5.705882	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0
Shc3	5.705882	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0
Scn3b	5.705882	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0
Rpl39l	5.705882	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0
Rpl12	5.705882	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rims2	5.705882	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0
Poglut3	5.705882	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0
Phactr2	5.705882	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0
Peg3	5.705882	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pdlim1	5.705882	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0
Pdia4	5.705882	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0
Opcml	5.705882	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0
Nphp3	5.705882	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0
Nae1	5.705882	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0
Mrps18a	5.705882	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0
Mrpl17	5.705882	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0
Mkx	5.705882	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0
Mios	5.705882	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0
Mettl21a	5.705882	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0
Lrsam1	5.705882	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc57	5.705882	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0
Lce1c	5.705882	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0
Irak1	5.705882	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0
Htt	5.705882	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0
Haus2	5.705882	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0
Gpr25	5.705882	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3696	5.705882	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0
Gm3636	5.705882	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0
Fmnl2	5.705882	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0
Fam174b	5.705882	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0
Fam171b	5.705882	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0
Erlin1	5.705882	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0
Epm2a	5.705882	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0
Dut	5.705882	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0
Dsc3	5.705882	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0
Dnajc10	5.705882	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0
Dgke	5.705882	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0
Dcbld2	5.705882	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0
Cdkl1	5.705882	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0
Baiap2l1	5.705882	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0
Atxn7l3b	5.705882	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0
Asxl1	5.705882	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0
Anxa3	5.705882	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0
Zfp771	5.647059	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zbtb8b	5.647059	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0
Wnt3a	5.647059	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0
Wdr59	5.647059	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tsn	5.647059	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0
