Target_genes	Twist1|Average	SRX5729488|Embryoid_Bodies	SRX5729489|Embryoid_Bodies	SRX5729490|Embryoid_Bodies	SRX5729491|Embryoid_Bodies	SRX5729492|Embryoid_Bodies	SRX5729493|Embryoid_Bodies	SRX337963|Embryonic_heart	SRX20052898|Forelimb	SRX337964|Forelimb	SRX20052895|Frontonasal_prominences	SRX10872992|Heart	SRX10872993|Heart	SRX10872994|Heart	SRX10872995|Heart	SRX10872996|Heart	SRX10872997|Heart	SRX10872998|Heart	SRX10872999|Heart	SRX10873000|Heart	SRX10873001|Heart	SRX10873002|Heart	SRX10873003|Heart	SRX10873004|Heart	SRX10873005|Heart	SRX10873006|Heart	SRX10873007|Heart	SRX10873008|Heart	SRX10873009|Heart	SRX10873010|Heart	SRX10873011|Heart	SRX10873012|Heart	SRX10873013|Heart	SRX10873014|Heart	SRX10873015|Heart	SRX10873016|Heart	SRX10873017|Heart	SRX10873018|Heart	SRX10873019|Heart	SRX10873020|Heart	SRX10873021|Heart	SRX10873022|Heart	SRX10873023|Heart	SRX10873028|Heart	SRX10873029|Heart	SRX10873030|Heart	SRX10873031|Heart	SRX10873032|Heart	SRX10873033|Heart	SRX10873034|Heart	SRX10873035|Heart	SRX10873036|Heart	SRX10873037|Heart	SRX10873038|Heart	SRX10873039|Heart	SRX10873040|Heart	SRX10873041|Heart	SRX10873042|Heart	SRX10873043|Heart	SRX10873044|Heart	SRX10873045|Heart	SRX10873046|Heart	SRX10873047|Heart	SRX10873048|Heart	SRX10873049|Heart	SRX10873050|Heart	SRX10873051|Heart	SRX10873052|Heart	SRX10873053|Heart	SRX10873054|Heart	SRX10873055|Heart	SRX10873056|Heart	SRX10873057|Heart	SRX10873058|Heart	SRX10873059|Heart	SRX10873124|Heart	SRX10873125|Heart	SRX10873126|Heart	SRX10873127|Heart	SRX10873128|Heart	SRX10873129|Heart	SRX10873130|Heart	SRX10873131|Heart	SRX10873132|Heart	SRX10873133|Heart	SRX10873134|Heart	SRX10873135|Heart	SRX10873136|Heart	SRX10873137|Heart	SRX10873138|Heart	SRX10873139|Heart	SRX10873140|Heart	SRX10873141|Heart	SRX10873142|Heart	SRX10873143|Heart	SRX10873144|Heart	SRX10873145|Heart	SRX10873146|Heart	SRX10873147|Heart	SRX10873148|Heart	SRX10873149|Heart	SRX10873150|Heart	SRX10873151|Heart	SRX10873152|Heart	SRX10873153|Heart	SRX10873154|Heart	SRX10873155|Heart	SRX10873252|Heart	SRX10873253|Heart	SRX10873254|Heart	SRX10873292|Heart	SRX10873293|Heart	SRX10873294|Heart	SRX10873295|Heart	SRX10873296|Heart	SRX10873297|Heart	SRX10873298|Heart	SRX10873299|Heart	SRX10873300|Heart	SRX10873301|Heart	SRX10873302|Heart	SRX10873303|Heart	SRX10873304|Heart	SRX10873305|Heart	SRX10873306|Heart	SRX10873307|Heart	SRX10873308|Heart	SRX10873309|Heart	SRX10873310|Heart	SRX10873311|Heart	SRX10873312|Heart	SRX10873313|Heart	SRX10873314|Heart	SRX10873315|Heart	SRX10873316|Heart	SRX10873317|Heart	SRX10873318|Heart	SRX10873351|Heart	SRX10873352|Heart	SRX10873353|Heart	SRX10873354|Heart	SRX10873355|Heart	SRX10873356|Heart	SRX10873357|Heart	SRX10873358|Heart	SRX10873359|Heart	SRX10873360|Heart	SRX10873361|Heart	SRX10873362|Heart	SRX10873363|Heart	SRX10873364|Heart	SRX10873365|Heart	SRX10873366|Heart	SRX10873367|Heart	SRX10873368|Heart	SRX10873369|Heart	SRX10873370|Heart	SRX10873371|Heart	SRX10873372|Heart	SRX10873373|Heart	SRX10873374|Heart	SRX10873375|Heart	SRX10873376|Heart	SRX10873377|Heart	SRX10873378|Heart	SRX10873379|Heart	SRX10873380|Heart	SRX10873381|Heart	SRX10873382|Heart	SRX10873447|Heart	SRX10873448|Heart	SRX10873449|Heart	SRX10873450|Heart	SRX10873451|Heart	SRX10873452|Heart	SRX10873453|Heart	SRX10873454|Heart	SRX10873455|Heart	SRX10873456|Heart	SRX10873457|Heart	SRX10873458|Heart	SRX10873459|Heart	SRX10873460|Heart	SRX10873461|Heart	SRX10873462|Heart	SRX10873463|Heart	SRX10873464|Heart	SRX10873465|Heart	SRX10873466|Heart	SRX10873467|Heart	SRX10873468|Heart	SRX10873469|Heart	SRX10873470|Heart	SRX10873471|Heart	SRX10873472|Heart	SRX10873473|Heart	SRX10873474|Heart	SRX10873475|Heart	SRX10873476|Heart	SRX10873477|Heart	SRX10873478|Heart	SRX10873511|Heart	SRX10873512|Heart	SRX10873513|Heart	SRX10873514|Heart	SRX10873515|Heart	SRX10873516|Heart	SRX10873517|Heart	SRX10873518|Heart	SRX10873519|Heart	SRX10873520|Heart	SRX10873521|Heart	SRX10873522|Heart	SRX10873523|Heart	SRX10873524|Heart	SRX10873525|Heart	SRX10873526|Heart	SRX10873527|Heart	SRX10873528|Heart	SRX10873529|Heart	SRX10873530|Heart	SRX10873531|Heart	SRX10873532|Heart	SRX10873533|Heart	SRX10873534|Heart	SRX10873535|Heart	SRX10873536|Heart	SRX10873537|Heart	SRX10873538|Heart	SRX10873539|Heart	SRX10873540|Heart	SRX10873541|Heart	SRX10873542|Heart	SRX10873575|Heart	SRX10873576|Heart	SRX10873577|Heart	SRX10873578|Heart	SRX10873579|Heart	SRX10873580|Heart	SRX10873581|Heart	SRX10873582|Heart	SRX10873583|Heart	SRX10873584|Heart	SRX10873585|Heart	SRX10873586|Heart	SRX10873587|Heart	SRX10873588|Heart	SRX10873589|Heart	SRX10873590|Heart	SRX10873591|Heart	SRX10873592|Heart	SRX10873593|Heart	SRX10873594|Heart	SRX10873595|Heart	SRX10873596|Heart	SRX10873597|Heart	SRX10873598|Heart	SRX10873599|Heart	SRX10873600|Heart	SRX10873601|Heart	SRX10873602|Heart	SRX10873603|Heart	SRX10873604|Heart	SRX10873605|Heart	SRX10873606|Heart	SRX10873639|Heart	SRX10873640|Heart	SRX10873641|Heart	SRX10873642|Heart	SRX10873643|Heart	SRX10873644|Heart	SRX10873645|Heart	SRX10873646|Heart	SRX10873647|Heart	SRX10873648|Heart	SRX10873649|Heart	SRX10873650|Heart	SRX10873651|Heart	SRX10873652|Heart	SRX10873653|Heart	SRX10873654|Heart	SRX10873655|Heart	SRX10873656|Heart	SRX10873657|Heart	SRX10873658|Heart	SRX10873659|Heart	SRX10873660|Heart	SRX10873661|Heart	SRX10873662|Heart	SRX10873663|Heart	SRX10873664|Heart	SRX10873665|Heart	SRX10873666|Heart	SRX10873667|Heart	SRX10873668|Heart	SRX10873669|Heart	SRX10873670|Heart	SRX11016997|Heart	SRX11016998|Heart	SRX11016999|Heart	SRX11017000|Heart	SRX11017001|Heart	SRX11017002|Heart	SRX11017003|Heart	SRX11017004|Heart	SRX11017005|Heart	SRX11017006|Heart	SRX11017007|Heart	SRX11017008|Heart	SRX11017009|Heart	SRX11017010|Heart	SRX11017011|Heart	SRX11017012|Heart	SRX11017013|Heart	SRX11017014|Heart	SRX11017015|Heart	SRX11017016|Heart	SRX11017017|Heart	SRX11017018|Heart	SRX11017019|Heart	SRX11017020|Heart	SRX11017021|Heart	SRX11017022|Heart	SRX11017023|Heart	SRX11017024|Heart	SRX11017025|Heart	SRX11017026|Heart	SRX11017027|Heart	SRX11017028|Heart	SRX11017029|Heart	SRX11017030|Heart	SRX11017031|Heart	SRX11017032|Heart	SRX11017033|Heart	SRX11017034|Heart	SRX11017035|Heart	SRX11017036|Heart	SRX11017037|Heart	SRX11017038|Heart	SRX11017039|Heart	SRX20052899|Hindlimb	SRX20052897|Mandibular_prominences	SRX20052896|Maxillary_prominences	SRX337965|Nerve_Sheath_Neoplasms	STRING
Aida	41.571429	2049	1990	342	1468	1419	355	722	883	444	836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	912	1161	1140	538	0
Gng8	41.478134	0	0	751	1694	1836	503	0	2391	0	2293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2046	1482	1231	0	0
Arg1	40.638484	0	0	299	2666	2605	284	0	2667	0	1594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2292	921	611	0	0
Gsn	40.469388	0	0	744	2945	2737	476	0	1935	0	1363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1545	1336	800	0	0
Flnb	39.440233	0	0	478	2261	1724	255	0	2147	0	2230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1772	1686	975	0	0
Ndc1	38.376093	0	0	3905	2538	2712	3771	0	139	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rab3il1	37.591837	0	0	292	1291	1096	186	0	2359	0	2417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1938	1904	1411	0	0
Sox12	37.142857	0	0	3271	2433	2498	2873	0	489	0	356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	389	231	200	0	0
S1pr2	36.822157	0	0	236	1229	1418	251	0	2365	0	2412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1821	1696	1202	0	0
Pold4	36.653061	0	0	1387	2983	3251	1045	0	742	0	1062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	980	455	667	0	0
Slc48a1	36.434402	0	0	1408	2880	2903	968	0	1215	0	596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1430	651	446	0	0
Tmem204	36.332362	0	0	157	740	497	127	0	2662	0	2770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2206	1848	1455	0	0
Dennd6b	36.221574	0	0	1019	3150	2914	767	0	1031	0	1087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1007	638	811	0	0
Chn2	35.836735	0	0	2889	2724	3014	2346	0	377	0	498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273	171	0	0	0
