Target_genes	Rel|Average	SRX14226822|B_cells	SRX14226823|B_cells	SRX14226824|B_cells	SRX14226825|B_cells	SRX14226826|B_cells	SRX14226827|B_cells	SRX122495|Dendritic_Cells	SRX122496|Dendritic_Cells	SRX122497|Dendritic_Cells	SRX122498|Dendritic_Cells	SRX122574|Dendritic_Cells	SRX122575|Dendritic_Cells	SRX3380944|Dendritic_Cells	SRX3380945|Dendritic_Cells	SRX3380946|Dendritic_Cells	STRING
Chrac1	23.466667	0	0	0	0	0	0	0	0	0	0	0	0	153	199	0	0
Cbln3	23.400000	0	0	0	0	0	0	0	0	0	0	0	0	228	123	0	0
Itm2b	23.333333	0	0	0	0	0	0	0	0	0	0	0	0	195	155	0	0
Endod1	23.333333	0	0	0	0	0	0	0	0	0	0	0	0	169	181	0	0
Ccl12	23.200000	0	0	0	0	0	0	0	0	0	0	0	0	218	130	0	0
Trerf1	23.066667	0	0	0	0	0	0	0	0	0	0	0	0	203	143	0	0
Nt5c1a	23.066667	0	0	0	0	0	0	0	0	0	0	0	0	123	223	0	0
Cd80	23.066667	0	0	0	0	0	0	0	0	0	0	0	0	252	94	0	0
Psrc1	23.000000	0	0	0	0	0	0	0	0	0	0	0	0	191	154	0	0
Egln2	22.866667	0	0	0	0	0	0	0	0	0	0	0	0	343	0	0	0
Cpeb3	22.866667	0	0	0	0	0	0	0	0	0	0	0	0	95	248	0	0
Acod1	22.800000	0	0	0	0	0	0	0	0	0	0	0	0	153	189	0	0
Limd1	22.733333	0	0	0	0	0	0	0	0	0	0	0	0	208	133	0	0
Zfp800	22.666667	0	0	0	0	0	0	0	0	0	0	0	0	193	147	0	0
Slc35g3	22.666667	0	0	0	0	0	0	0	0	0	0	0	0	156	184	0	0
Rsl1	22.666667	0	0	0	0	0	0	0	0	0	0	0	0	172	168	0	0
Polr2a	22.666667	0	0	0	0	0	0	0	0	0	0	0	0	156	184	0	0
Chst15	22.666667	0	0	0	0	0	0	0	0	0	0	0	0	140	200	0	0
Olfr110	22.600000	0	0	0	0	0	0	0	0	0	0	0	0	339	0	0	0
Pik3r5	22.533333	0	0	0	0	0	0	0	0	0	0	0	0	232	106	0	0
Pbxip1	22.533333	0	0	0	0	0	0	0	0	0	0	0	0	338	0	0	0
Map4k2	22.533333	0	0	0	0	0	0	0	0	0	0	0	0	135	203	0	0
Arf2	22.533333	0	0	0	0	0	0	0	0	0	0	0	0	207	131	0	0
Rnf14	22.400000	0	0	0	0	0	0	0	0	0	0	0	0	154	182	0	0
Zfp658	22.333333	0	0	0	0	0	0	0	0	0	0	0	0	335	0	0	0
Tssk6	22.333333	0	0	0	0	0	0	0	0	0	0	0	0	86	249	0	0
Trappc3	22.333333	0	0	0	0	0	0	0	0	0	0	0	0	162	173	0	0
Ndufa13	22.333333	0	0	0	0	0	0	0	0	0	0	0	0	86	249	0	0
Map7d1	22.333333	0	0	0	0	0	0	0	0	0	0	0	0	162	173	0	0
Eml2	22.333333	0	0	0	0	0	0	0	0	0	0	0	0	212	123	0	0
Dusp5	22.333333	0	0	0	0	0	0	0	0	0	0	0	0	335	0	0	0
Cotl1	22.333333	0	0	0	0	0	0	0	0	0	0	0	0	130	205	0	0
Clec2g	22.333333	0	0	0	0	0	0	0	0	0	0	0	0	232	103	0	0
6430548M08Rik	22.266667	0	0	0	0	0	0	0	0	0	0	0	0	149	185	0	0
Gm29733	22.200000	0	0	0	0	0	0	0	0	0	0	0	0	189	144	0	0
Rab5b	22.133333	0	0	0	0	0	0	0	0	0	0	0	0	179	153	0	0
Lima1	22.133333	0	0	0	0	0	0	0	0	0	0	0	0	127	205	0	0
Ccnh	22.066667	0	0	0	0	0	0	0	0	0	0	0	0	145	186	0	0
Denn2b	22.000000	0	0	0	0	0	0	0	0	0	0	0	0	175	155	0	0
Pira2	21.800000	0	0	0	0	0	0	0	0	0	0	0	0	327	0	0	0
Pacsin2	21.800000	0	0	0	0	0	0	0	0	0	0	0	0	166	161	0	0
Hk1	21.800000	0	0	0	0	0	0	0	0	0	0	0	0	112	215	0	0
Zfp276	21.666667	0	0	0	0	0	0	0	0	0	0	0	0	202	123	0	0
Vps9d1	21.666667	0	0	0	0	0	0	0	0	0	0	0	0	202	123	0	0
Dpp4	21.666667	0	0	0	0	0	0	0	0	0	0	0	0	214	111	0	0
Rmnd5b	21.600000	0	0	0	0	0	0	0	0	0	0	0	0	139	185	0	0
Pdlim5	21.600000	0	0	0	0	0	0	0	0	0	0	0	0	185	139	0	0
Gpatch2l	21.533333	0	0	0	0	0	0	0	0	0	0	0	0	117	206	0	0
Cnot2	21.533333	0	0	0	0	0	0	0	0	0	0	0	0	175	148	0	0
Aebp2	21.533333	0	0	0	0	0	0	0	0	0	0	0	0	179	144	0	0
Ifngr2	21.466667	0	0	0	0	0	0	0	0	0	0	0	0	211	111	0	0
Hs6st1	21.466667	0	0	0	0	0	0	0	0	0	0	0	0	201	121	0	0
Arid3b	21.466667	0	0	0	0	0	0	0	0	0	0	0	0	189	133	0	0
Ttc7	21.400000	0	0	0	0	0	0	0	0	0	0	0	0	175	146	0	0
Rmdn1	21.333333	0	0	0	0	0	0	0	0	0	0	0	0	320	0	0	0
E2f8	21.333333	0	0	0	0	0	0	0	0	0	0	0	0	145	175	0	0
Cpne3	21.333333	0	0	0	0	0	0	0	0	0	0	0	0	320	0	0	0
Chd1l	21.333333	0	0	0	0	0	0	0	0	0	0	0	0	201	119	0	0
Supv3l1	21.266667	0	0	0	0	0	0	0	0	0	0	0	0	113	206	0	0
Coq10b	21.200000	0	0	0	0	0	0	0	0	0	0	0	0	188	130	0	0
Mmp25	21.133333	0	0	0	0	0	0	0	0	0	0	0	0	121	196	0	0
Hcar1	21.133333	0	0	0	0	0	0	0	0	0	0	0	0	317	0	0	0
Taf4b	21.066667	0	0	0	0	0	0	0	0	0	0	0	0	153	163	0	0
Zcwpw1	21.000000	0	0	0	0	0	0	0	0	0	0	0	0	121	194	0	0
Susd1	21.000000	0	0	0	0	0	0	0	0	0	0	0	0	182	133	0	0
Smurf1	21.000000	0	0	0	0	0	0	0	0	0	0	0	0	97	218	0	0
Slc8b1	21.000000	0	0	0	0	0	0	0	0	0	0	0	0	315	0	0	0
Plbd2	21.000000	0	0	0	0	0	0	0	0	0	0	0	0	315	0	0	0
Mepce	21.000000	0	0	0	0	0	0	0	0	0	0	0	0	121	194	0	0
Dpp7	21.000000	0	0	0	0	0	0	0	0	0	0	0	0	192	123	0	0
Srek1	20.933333	0	0	0	0	0	0	0	0	0	0	0	0	166	148	0	0
Melk	20.933333	0	0	0	0	0	0	0	0	0	0	0	0	153	161	0	0
Entpd1	20.933333	0	0	0	0	0	0	0	0	0	0	0	0	181	133	0	0
Ccdc102a	20.933333	0	0	0	0	0	0	0	0	0	0	0	0	218	96	0	0
Adgrg5	20.933333	0	0	0	0	0	0	0	0	0	0	0	0	218	96	0	0
Sp2	20.866667	0	0	0	0	0	0	0	0	0	0	0	0	313	0	0	0
Gpr4	20.866667	0	0	0	0	0	0	0	0	0	0	0	0	168	145	0	0
Gcsam	20.866667	0	0	0	0	0	0	0	0	0	0	0	0	231	82	0	0
Fchsd2	20.866667	0	0	0	0	0	0	0	0	0	0	0	0	94	219	0	0
Anxa5	20.800000	0	0	0	0	0	0	0	0	0	0	0	0	202	110	0	0
1810062G17Rik	20.800000	0	0	0	0	0	0	0	0	0	0	0	0	202	110	0	0
Hsh2d	20.733333	0	0	0	0	0	0	0	0	0	0	0	0	151	160	0	0
Zfp770	20.666667	0	0	0	0	0	0	0	0	0	0	0	0	197	113	0	0
Gm21761	20.666667	0	0	0	0	0	0	0	0	0	0	0	0	173	137	0	0
Galc	20.666667	0	0	0	0	0	0	0	0	0	0	0	0	176	134	0	0
Gpr65	20.533333	0	0	0	0	0	0	0	0	0	0	0	0	187	121	0	0
Pde6d	20.466667	0	0	0	0	0	0	0	0	0	0	0	0	142	165	0	0
Cops7b	20.466667	0	0	0	0	0	0	0	0	0	0	0	0	142	165	0	0
Zfp169	20.400000	0	0	0	0	0	0	0	0	0	0	0	0	177	129	0	0
Tk1	20.333333	0	0	0	0	0	0	0	0	0	0	0	0	129	176	0	0
Afmid	20.333333	0	0	0	0	0	0	0	0	0	0	0	0	129	176	0	0
Zfp810	20.266667	0	0	0	0	0	0	0	0	0	0	0	0	145	159	0	0
Lyn	20.266667	0	0	0	0	0	0	0	0	0	0	0	0	304	0	0	0
Dek	20.266667	0	0	0	0	0	0	0	0	0	0	0	0	304	0	0	0
Kif3b	20.200000	0	0	0	0	0	0	0	0	0	0	0	0	148	155	0	0
Il10rb	20.200000	0	0	0	0	0	0	0	0	0	0	0	0	143	160	0	0
Dgkg	20.200000	0	0	0	0	0	0	0	0	0	0	0	0	165	138	0	0
C3ar1	20.200000	0	0	0	0	0	0	0	0	0	0	0	0	303	0	0	0
Sri	20.133333	0	0	0	0	0	0	0	0	0	0	0	0	209	93	0	0
Ifi30	20.133333	0	0	0	0	0	0	0	0	0	0	0	0	302	0	0	0
Bcl10	20.133333	0	0	0	0	0	0	0	0	0	0	0	0	165	137	0	0
Adgra2	20.133333	0	0	0	0	0	0	0	0	0	0	0	0	302	0	0	0
Tnfrsf1b	20.066667	0	0	0	0	0	0	0	0	0	0	0	0	147	154	0	0
Serhl	20.066667	0	0	0	0	0	0	0	0	0	0	0	0	130	171	0	0
Osbpl3	20.066667	0	0	0	0	0	0	0	0	0	0	0	0	301	0	0	0
Myo1c	20.066667	0	0	0	0	0	0	0	0	0	0	0	0	186	115	0	0
H2az1	20.066667	0	0	0	0	0	0	0	0	0	0	0	0	0	301	0	0
Mmp12	19.866667	0	0	0	0	0	0	0	0	0	0	0	0	180	118	0	0
Cd82	19.866667	0	0	0	0	0	0	0	0	0	0	0	0	156	142	0	0
Cd180	19.866667	0	0	0	0	0	0	0	0	0	0	0	0	298	0	0	0
Sqle	19.800000	0	0	0	0	0	0	0	0	0	0	0	0	167	130	0	0
Slc17a8	19.800000	0	0	0	0	0	0	0	0	0	0	0	0	170	127	0	0
Sema4a	19.800000	0	0	0	0	0	0	0	0	0	0	0	0	136	161	0	0
Nppc	19.800000	0	0	0	0	0	0	0	0	0	0	0	0	184	113	0	0
Ppp1r15b	19.600000	0	0	0	0	0	0	0	0	0	0	0	0	203	91	0	0
Arl10	19.600000	0	0	0	0	0	0	0	0	0	0	0	0	196	98	0	0
Arhgap27	19.600000	0	0	0	0	0	0	0	0	0	0	0	0	208	86	0	0
Tmsb4x	19.533333	0	0	0	0	0	0	0	0	0	0	0	0	119	174	0	0
Nfyb	19.533333	0	0	0	0	0	0	0	0	0	0	0	0	160	133	0	0
Hes7	19.533333	0	0	0	0	0	0	0	0	0	0	0	0	147	146	0	0
Alpk2	19.533333	0	0	0	0	0	0	0	0	0	0	0	0	163	130	0	0
Ltv1	19.466667	0	0	0	0	0	0	0	0	0	0	0	0	123	169	0	0
Sspn	19.400000	0	103	0	0	96	92	0	0	0	0	0	0	0	0	0	0
Mdm4	19.400000	0	0	0	0	0	0	0	0	0	0	0	0	0	291	0	0
Maz	19.400000	0	0	0	0	0	0	0	0	0	0	0	0	198	93	0	0
Gpsm2	19.400000	0	0	0	0	0	0	0	0	0	0	0	0	291	0	0	0
Dglucy	19.400000	0	0	0	0	0	0	0	0	0	0	0	0	127	164	0	0
C1qb	19.400000	0	0	0	0	0	0	0	0	0	0	0	0	291	0	0	0
Atmin	19.400000	0	0	0	0	0	0	0	0	0	0	0	0	187	104	0	0
Psmc1	19.333333	0	0	0	0	0	0	0	0	0	0	0	0	290	0	0	0
Adora2a	19.333333	0	0	0	0	0	0	0	0	0	0	0	0	290	0	0	0
Mad2l1	19.266667	0	0	0	0	0	0	0	0	0	0	0	0	176	113	0	0
Gna15	19.266667	0	0	0	0	0	0	0	0	0	0	0	0	289	0	0	0
Rhpn1	19.200000	0	0	0	0	0	0	0	0	0	0	0	0	288	0	0	0
Adgre1	19.200000	0	0	0	0	0	0	0	157	0	0	0	0	131	0	0	0
H2-T10	19.066667	0	0	0	0	0	0	0	0	0	0	0	0	150	136	0	0
Epb41l1	19.066667	0	0	0	0	0	0	0	0	0	0	0	0	163	123	0	0
Cxcr5	19.066667	0	0	0	0	0	0	0	0	0	0	0	0	286	0	0	0
Mrps21	19.000000	0	0	0	0	0	0	0	0	0	0	0	0	139	146	0	0
Cd302	19.000000	0	0	0	0	0	0	0	0	0	0	0	0	285	0	0	0
Spire2	18.933333	0	0	0	0	0	0	0	0	0	0	0	0	143	141	0	0
Plgrkt	18.933333	0	0	0	0	0	0	0	0	0	0	0	0	105	179	0	0
Olfml2a	18.933333	0	0	0	0	0	0	0	0	0	0	0	0	108	176	0	0
Cd84	18.933333	0	0	0	0	0	0	0	0	0	0	0	0	138	146	0	0
Cd274	18.933333	0	0	0	0	0	0	0	0	0	0	0	0	105	179	0	0
Prkrip1	18.866667	0	0	0	0	0	0	0	0	0	0	0	0	283	0	0	0
Gns	18.866667	0	0	0	0	0	0	0	0	0	0	0	0	165	118	0	0
Tmem53	18.800000	0	0	0	0	0	0	0	0	0	0	0	0	166	116	0	0
Tgfbi	18.800000	0	0	0	0	0	0	0	0	0	0	0	0	282	0	0	0
Gosr2	18.800000	0	0	0	0	0	0	0	0	0	0	0	0	184	98	0	0
Armh1	18.800000	0	0	0	0	0	0	0	0	0	0	0	0	166	116	0	0
Rrp12	18.733333	0	0	0	0	0	0	0	0	0	0	0	0	281	0	0	0
Ldlr	18.733333	0	0	0	0	0	0	0	0	0	0	0	0	137	144	0	0
Kcnk6	18.666667	0	0	0	0	0	0	0	0	0	0	0	0	76	204	0	0
Myo18a	18.600000	0	0	0	0	0	0	0	0	0	0	0	0	205	74	0	0
Mx2	18.600000	0	0	0	0	0	0	0	0	0	0	0	0	144	135	0	0
Kmt2e	18.600000	0	0	0	0	0	0	0	0	0	0	0	0	142	137	0	0
Ren2	18.533333	0	0	0	0	0	0	0	0	0	0	0	0	165	113	0	0
Ren1	18.533333	0	0	0	0	0	0	0	0	0	0	0	0	165	113	0	0
Rab7b	18.533333	0	0	0	0	0	0	0	0	0	0	0	0	151	127	0	0
Notch4	18.533333	0	0	0	0	0	0	0	0	0	0	0	0	278	0	0	0
Ptpre	18.466667	0	0	0	0	0	0	0	0	0	0	0	0	277	0	0	0
Ppp1r16a	18.466667	0	0	0	0	0	0	0	0	0	0	0	0	144	133	0	0
Foxh1	18.466667	0	0	0	0	0	0	0	0	0	0	0	0	144	133	0	0
Fnbp1	18.466667	0	0	0	0	0	0	0	0	0	0	0	0	144	133	0	0
Nhlrc2	18.400000	0	0	0	0	0	0	0	0	0	0	0	0	136	140	0	0
Irf2	18.400000	0	0	0	0	0	105	0	0	0	0	0	0	171	0	0	0
Fcrla	18.400000	0	0	0	0	0	0	0	0	0	0	0	0	276	0	0	0
Dclre1a	18.400000	0	0	0	0	0	0	0	0	0	0	0	0	136	140	0	0
Zfp605	18.333333	0	0	0	0	0	0	0	0	0	0	0	0	184	91	0	0
Milr1	18.333333	0	0	0	0	0	0	0	0	0	0	0	0	275	0	0	0
Macir	18.333333	0	0	0	0	0	0	0	0	0	0	0	0	146	129	0	0
Gtpbp6	18.333333	0	0	0	0	0	0	0	0	0	0	0	0	184	91	0	0
Camta1	18.333333	0	0	0	0	0	0	0	0	0	0	0	0	133	142	0	0
Btg2	18.333333	0	0	0	0	0	0	0	0	0	0	0	0	160	115	0	0
Foxp4	18.266667	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0
Foxp1	18.266667	0	0	0	0	0	0	0	0	0	0	0	0	143	131	0	0
Bank1	18.266667	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0
Tradd	18.200000	0	0	0	0	0	0	0	0	0	0	0	0	150	123	0	0
Fbxl8	18.200000	0	0	0	0	0	0	0	0	0	0	0	0	150	123	0	0
B3gnt9	18.200000	0	0	0	0	0	0	0	0	0	0	0	0	150	123	0	0
Slc12a9	18.133333	0	0	0	0	0	0	0	0	0	0	0	0	272	0	0	0
Kansl1	18.133333	0	0	0	0	0	0	0	0	0	0	0	0	143	129	0	0
Ivns1abp	18.133333	0	0	0	0	0	0	0	0	0	0	0	0	272	0	0	0
Apobec3	18.133333	0	0	0	0	0	0	0	0	0	0	0	0	272	0	0	0
Tet2	18.000000	0	0	0	0	0	0	0	0	0	0	0	0	270	0	0	0
Prex1	18.000000	0	0	0	0	0	0	0	0	0	0	0	0	173	97	0	0
Hip1r	17.933333	0	0	0	0	0	0	0	0	0	0	0	0	269	0	0	0
Chid1	17.866667	0	0	0	0	0	0	0	0	0	0	0	0	268	0	0	0
Pias1	17.733333	0	0	0	0	0	0	0	0	0	0	0	0	266	0	0	0
Nr1d1	17.733333	0	0	0	0	0	0	0	0	0	0	0	0	266	0	0	0
Trim30c	17.666667	0	0	0	0	0	0	0	0	0	0	0	0	154	111	0	0
Tctex1d4	17.666667	0	0	0	0	0	0	0	0	0	0	0	0	265	0	0	0
P2rx4	17.666667	0	0	0	0	0	0	0	0	0	0	0	0	142	123	0	0
Fbxl17	17.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	265	0	0
Btbd19	17.666667	0	0	0	0	0	0	0	0	0	0	0	0	265	0	0	0
Arrb2	17.666667	0	0	0	0	0	0	0	0	0	0	0	0	153	112	0	0
Fcgr4	17.533333	0	0	0	0	0	0	0	0	0	0	0	0	263	0	0	0
Col17a1	17.533333	0	0	0	0	0	0	0	0	0	0	0	0	127	136	0	0
Alg9	17.533333	0	0	0	0	0	0	0	133	0	0	0	0	0	130	0	0
Thtpa	17.466667	0	0	0	0	0	0	0	0	0	0	0	0	262	0	0	0
Themis2	17.400000	0	0	0	0	0	0	0	0	0	0	0	0	261	0	0	0
Cd300e	17.400000	0	0	0	0	0	0	0	0	0	0	0	0	261	0	0	0
Tmem35b	17.333333	0	0	0	0	0	0	0	0	0	0	0	0	118	142	0	0
Pde4c	17.333333	0	0	0	0	0	0	0	0	0	0	0	0	150	110	0	0
Lcp2	17.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	260	0	0
Ift22	17.333333	0	0	0	0	0	0	0	0	0	0	0	0	260	0	0	0
Hcfc2	17.333333	0	0	0	0	0	0	0	0	0	0	0	0	260	0	0	0
Gm3336	17.333333	0	0	0	0	0	0	0	0	0	0	0	0	150	110	0	0
Lsm14a	17.266667	0	0	0	0	0	0	0	0	0	0	0	0	259	0	0	0
Cyp4f18	17.266667	0	0	0	0	0	0	0	0	0	0	0	0	97	162	0	0
Rab24	17.200000	0	0	0	0	0	0	0	0	0	0	0	0	258	0	0	0
Prelid1	17.200000	0	0	0	0	0	0	0	0	0	0	0	0	258	0	0	0
Rnf166	17.133333	0	0	0	0	0	0	0	0	0	0	0	0	257	0	0	0
Hk3	17.133333	0	0	0	0	0	0	0	0	0	0	0	0	148	109	0	0
Ctu2	17.133333	0	0	0	0	0	0	0	0	0	0	0	0	257	0	0	0
Numb	17.066667	0	0	0	0	0	0	0	0	0	0	0	0	256	0	0	0
Itgae	17.000000	0	0	0	0	0	0	0	0	0	0	0	0	255	0	0	0
Bex6	17.000000	0	0	0	0	0	0	0	0	0	0	0	0	124	131	0	0
Ubash3b	16.933333	0	0	0	0	0	0	0	0	0	0	0	0	147	107	0	0
Radx	16.933333	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0
Pik3c2a	16.933333	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0
Syngap1	16.866667	0	0	0	0	0	0	0	0	0	0	0	0	130	123	0	0
Rab11fip1	16.866667	0	0	0	0	0	0	0	0	0	0	0	0	188	65	0	0
Phf1	16.866667	0	0	0	0	0	0	0	0	0	0	0	0	130	123	0	0
Cuta	16.866667	0	0	0	0	0	0	0	0	0	0	0	0	130	123	0	0
1700016C15Rik	16.866667	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0
Rps9	16.800000	0	0	0	0	0	0	0	0	0	0	0	0	252	0	0	0
Bspry	16.800000	0	0	0	0	0	0	0	0	0	0	0	0	135	117	0	0
Synj1	16.733333	0	0	0	0	0	0	0	0	0	0	0	0	251	0	0	0
Pheta2	16.666667	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0
Naga	16.666667	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0
H6pd	16.666667	0	0	0	0	0	0	0	0	0	0	0	0	138	112	0	0
Aftph	16.666667	0	0	0	0	0	0	0	0	0	0	0	0	154	96	0	0
Tnfaip8l1	16.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	249	0	0
Marchf5	16.533333	0	0	0	0	0	0	0	0	0	0	0	0	0	248	0	0
4930564C03Rik	16.533333	0	0	0	0	0	0	0	0	0	0	0	0	0	248	0	0
Tecr	16.466667	0	0	0	0	0	0	0	0	0	0	0	0	0	247	0	0
Pglyrp2	16.466667	0	0	0	0	0	0	0	0	0	0	0	0	0	247	0	0
Myadm	16.400000	0	0	0	0	0	0	0	0	0	0	0	0	134	112	0	0
Irf2bpl	16.400000	0	0	0	0	0	0	0	0	0	0	0	0	120	126	0	0
Crlf2	16.400000	0	0	0	0	0	0	0	0	0	0	0	0	246	0	0	0
Rgs9	16.333333	0	0	0	0	0	0	0	0	0	0	0	0	245	0	0	0
Olfr175	16.333333	0	0	0	0	0	0	0	0	0	0	0	0	245	0	0	0
Myd88	16.333333	0	0	0	0	0	0	0	0	0	0	0	0	125	120	0	0
Gsto2	16.333333	0	0	0	0	0	0	0	0	0	0	0	0	245	0	0	0
Fxyd5	16.333333	0	0	0	0	0	0	0	0	0	0	0	0	103	142	0	0
Acaa1a	16.333333	0	0	0	0	0	0	0	0	0	0	0	0	125	120	0	0
Soat2	16.266667	0	0	0	0	0	0	0	0	0	0	0	0	166	78	0	0
Slamf9	16.266667	0	0	0	0	0	0	0	0	0	0	0	0	244	0	0	0
Sac3d1	16.266667	0	0	0	0	0	0	0	0	0	0	0	0	0	244	0	0
Pfpl	16.266667	0	0	0	0	0	0	0	0	0	0	0	0	244	0	0	0
Ldhc	16.266667	0	0	0	0	0	0	0	0	0	0	0	0	244	0	0	0
Kif21b	16.266667	0	0	0	0	0	0	0	0	0	0	0	0	244	0	0	0
Ugt1a7c	16.200000	0	0	0	0	0	0	0	0	0	0	0	0	115	128	0	0
Slc37a3	16.200000	0	0	0	0	0	0	0	0	0	0	0	0	123	120	0	0
Ppp1r15a	16.200000	0	0	0	0	0	0	0	0	0	0	0	0	0	243	0	0
Plekha4	16.200000	0	0	0	0	0	0	0	0	0	0	0	0	0	243	0	0
Wdfy2	16.133333	0	0	0	0	0	0	0	0	0	0	0	0	242	0	0	0
Mef2c	16.133333	0	0	0	0	0	0	0	0	0	0	0	0	242	0	0	0
Gdpd5	16.133333	0	0	0	0	0	0	0	0	0	0	0	0	109	133	0	0
Fscn3	16.133333	0	0	0	0	0	0	0	0	0	0	0	0	242	0	0	0
Extl3	16.133333	0	0	0	0	0	0	0	0	0	0	0	0	126	116	0	0
Ints13	16.066667	0	0	0	0	0	0	0	0	0	0	0	0	136	105	0	0
Il10ra	16.066667	0	0	0	0	0	0	0	0	0	0	0	0	0	241	0	0
Fgfr1op2	16.066667	0	0	0	0	0	0	0	0	0	0	0	0	136	105	0	0
Cdc42	16.066667	0	0	0	0	0	0	0	0	0	0	0	0	241	0	0	0
Tor3a	16.000000	0	0	0	0	0	0	0	0	0	0	0	0	157	83	0	0
Tnni2	16.000000	0	0	0	0	0	0	0	0	0	0	0	0	137	103	0	0
Tesk2	16.000000	0	0	0	0	125	0	0	0	0	0	0	0	115	0	0	0
Lpin1	15.866667	0	0	0	0	0	0	0	0	0	0	0	0	0	238	0	0
Josd1	15.866667	0	0	0	0	0	0	0	0	0	0	0	0	125	113	0	0
Ifitm2	15.866667	0	0	0	0	0	0	0	0	0	0	0	0	238	0	0	0
Gpn3	15.866667	0	0	0	0	0	0	0	0	0	0	0	0	107	131	0	0
Fam216a	15.866667	0	0	0	0	0	0	0	0	0	0	0	0	107	131	0	0
Shc1	15.800000	0	0	0	0	0	0	0	0	0	0	0	0	237	0	0	0
Plscr1	15.800000	0	0	0	0	0	0	0	0	0	0	0	0	124	113	0	0
Khsrp	15.800000	0	0	0	0	0	0	0	0	0	0	0	0	237	0	0	0
Gramd2	15.800000	0	0	0	0	0	0	0	0	0	0	0	0	237	0	0	0
Cks1b	15.800000	0	0	0	0	0	0	0	0	0	0	0	0	237	0	0	0
Siglech	15.733333	0	0	0	0	0	0	0	0	0	0	0	0	113	123	0	0
Parvb	15.733333	0	0	0	0	0	0	0	0	0	0	0	0	236	0	0	0
Slc25a10	15.600000	0	0	0	0	0	0	0	0	0	0	0	0	234	0	0	0
Ptpra	15.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	234	0	0
Zfp366	15.533333	0	0	0	0	0	0	0	0	0	0	0	0	233	0	0	0
Tas2r143	15.466667	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0
Limk1	15.466667	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0
Zfp217	15.400000	0	0	0	0	0	0	0	0	0	0	0	0	123	108	0	0
Map3k6	15.400000	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	0
Dtx2	15.400000	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	0
Vma21	15.333333	0	0	0	0	0	0	0	0	0	0	0	0	230	0	0	0
Tufm	15.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	230	0	0
Plekho2	15.333333	0	0	0	0	0	0	0	0	0	0	0	0	230	0	0	0
Piezo1	15.333333	0	0	0	0	0	0	0	0	0	0	0	0	154	76	0	0
Lrp10	15.333333	0	0	0	0	0	0	0	0	0	0	0	0	230	0	0	0
Kcnj1	15.333333	0	0	0	0	0	0	0	0	0	0	0	0	230	0	0	0
Sipa1l1	15.266667	0	0	0	0	0	0	0	0	0	0	0	0	139	90	0	0
Rnf144b	15.266667	0	0	0	0	0	0	0	0	0	0	0	0	229	0	0	0
Fth1	15.266667	0	0	0	0	0	0	0	0	0	0	0	0	112	117	0	0
Scml4	15.200000	0	0	0	0	0	0	0	0	0	0	0	0	228	0	0	0
Ifrd1	15.200000	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0	0
Cyp4f16	15.200000	0	0	0	0	0	0	0	0	0	0	0	0	228	0	0	0
Parp10	15.133333	0	0	0	0	0	0	0	0	0	0	0	0	227	0	0	0
Grina	15.133333	0	0	0	0	0	0	0	0	0	0	0	0	227	0	0	0
Zfp660	15.066667	0	0	0	0	0	0	0	0	0	0	0	0	226	0	0	0
Vasp	15.066667	0	0	0	0	0	0	0	0	0	0	0	0	96	130	0	0
Ppm1n	15.066667	0	0	0	0	0	0	0	0	0	0	0	0	96	130	0	0
Klhl24	15.066667	0	0	0	0	0	0	0	0	0	0	0	0	226	0	0	0
Vamp5	15.000000	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0
Tfe3	14.933333	0	0	0	0	0	0	0	0	0	0	0	0	0	224	0	0
Pgap6	14.866667	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0
Grap2	14.866667	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0
Fcgr3	14.800000	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0
Rubcnl	14.733333	0	0	0	0	0	0	0	0	0	0	0	0	221	0	0	0
Cyld	14.733333	0	0	0	0	0	0	0	0	0	0	0	0	116	105	0	0
Zfp367	14.666667	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0
Lalba	14.666667	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0
Ywhae	14.600000	0	0	0	0	0	0	0	0	0	0	0	0	219	0	0	0
Tlr4	14.600000	0	0	0	0	0	0	0	0	0	0	0	0	219	0	0	0
