Target_genes	Pitx1|Average	SRX195355|Hindlimb	SRX195357|Hindlimb	SRX2978809|Hindlimb	SRX3205484|Squamous_cell_carcinoma	SRX3205486|Squamous_cell_carcinoma	SRX3205490|Squamous_cell_carcinoma	SRX3205491|Squamous_cell_carcinoma	SRX5283003|Squamous_cell_carcinoma	STRING
Med19	32.750000	0	0	262	0	0	0	0	0	0
Hexim1	32.750000	0	0	262	0	0	0	0	0	0
Ddx19a	32.750000	0	0	262	0	0	0	0	0	0
Ubd	32.625000	0	0	261	0	0	0	0	0	0
Trmo	32.625000	0	114	147	0	0	0	0	0	0
Patz1	32.625000	0	0	261	0	0	0	0	0	0
Olfr368	32.625000	0	0	261	0	0	0	0	0	0
Mstn	32.625000	0	131	130	0	0	0	0	0	0
Mrpl48	32.625000	0	0	261	0	0	0	0	0	0
Cnot6l	32.625000	0	0	261	0	0	0	0	0	0
Tctex1d1	32.500000	0	0	0	0	0	260	0	0	0
Smoc1	32.500000	0	0	260	0	0	0	0	0	0
Ppp5c	32.500000	0	0	0	0	0	260	0	0	0
Gpbp1	32.500000	0	98	162	0	0	0	0	0	0
Fap	32.500000	0	137	123	0	0	0	0	0	0
Dcp2	32.500000	143	117	0	0	0	0	0	0	0
Tmigd1	32.375000	0	139	0	0	0	120	0	0	0
Mthfd1l	32.375000	0	0	0	0	0	259	0	0	0
Fdxacb1	32.375000	0	0	259	0	0	0	0	0	0
1110032A03Rik	32.375000	0	0	259	0	0	0	0	0	0
Zcwpw1	32.250000	0	0	258	0	0	0	0	0	0
Tmx1	32.250000	0	0	258	0	0	0	0	0	0
Slc6a5	32.250000	0	139	119	0	0	0	0	0	0
Ric8b	32.250000	0	0	258	0	0	0	0	0	0
Ptges2	32.250000	0	87	171	0	0	0	0	0	0
Nol6	32.250000	0	0	258	0	0	0	0	0	0
Naaa	32.250000	0	0	258	0	0	0	0	0	0
Mepce	32.250000	0	0	258	0	0	0	0	0	0
Lurap1l	32.250000	0	0	258	0	0	0	0	0	0
Ints9	32.250000	0	0	258	0	0	0	0	0	0
Hmbox1	32.250000	0	0	258	0	0	0	0	0	0
Tbc1d10b	32.125000	0	0	257	0	0	0	0	0	0
Smarcc1	32.125000	0	0	257	0	0	0	0	0	0
Rpgrip1	32.125000	0	0	0	111	0	146	0	0	0
Rbfox3	32.125000	0	0	257	0	0	0	0	0	0
Mylpf	32.125000	0	0	257	0	0	0	0	0	0
Mettl11b	32.125000	0	0	257	0	0	0	0	0	0
Enpp2	32.125000	0	0	257	0	0	0	0	0	0
Atp6v0c	32.125000	0	0	257	0	0	0	0	0	0
2310061N02Rik	32.125000	0	0	0	116	0	141	0	0	0
Tomm40l	32.000000	0	0	256	0	0	0	0	0	0
Chac2	32.000000	0	0	256	0	0	0	0	0	0
Apoa2	32.000000	0	0	256	0	0	0	0	0	0
Vrk1	31.875000	0	0	255	0	0	0	0	0	0
Tbl1xr1	31.875000	0	0	0	0	0	145	110	0	0
Rad9a	31.875000	104	0	151	0	0	0	0	0	0
Pcbd2	31.875000	0	0	255	0	0	0	0	0	0
H3c13	31.875000	0	0	121	0	0	134	0	0	0
H2bc18	31.875000	0	0	121	0	0	134	0	0	0
Gm2237	31.875000	0	0	255	0	0	0	0	0	0
Zfp810	31.750000	0	0	254	0	0	0	0	0	0
Spata6	31.750000	0	118	136	0	0	0	0	0	0
Rab3ip	31.750000	0	0	0	0	0	254	0	0	0
Fut10	31.750000	0	118	136	0	0	0	0	0	0
Trim7	31.625000	0	0	253	0	0	0	0	0	0
T2	31.625000	0	127	126	0	0	0	0	0	0
Spin1	31.625000	0	117	136	0	0	0	0	0	0
Fem1c	31.625000	0	0	253	0	0	0	0	0	0
Zzef1	31.500000	0	0	252	0	0	0	0	0	0
Wdr63	31.500000	0	0	252	0	0	0	0	0	0
Snrnp70	31.500000	113	0	139	0	0	0	0	0	0
Sdhaf3	31.500000	0	0	252	0	0	0	0	0	0
Pcdh1	31.500000	0	0	252	0	0	0	0	0	0
H2bc3	31.500000	0	0	94	0	0	158	0	0	0
Dhx34	31.500000	0	0	252	0	0	0	0	0	0
Cyb5d2	31.500000	0	0	252	0	0	0	0	0	0
Cdh3	31.500000	0	0	252	0	0	0	0	0	0
Prcc	31.375000	0	0	251	0	0	0	0	0	0
Kcne1	31.375000	0	0	251	0	0	0	0	0	0
Dnajb12	31.375000	0	68	183	0	0	0	0	0	0
Dlg2	31.375000	0	0	251	0	0	0	0	0	0
Wdr75	31.250000	0	0	250	0	0	0	0	0	0
Ppp1ccb	31.250000	0	0	250	0	0	0	0	0	0
Ppp1cc	31.250000	0	0	250	0	0	0	0	0	0
Adgrf2	31.250000	0	0	0	123	127	0	0	0	0
Sufu	31.125000	0	0	249	0	0	0	0	0	0
Slc33a1	31.125000	0	0	154	0	0	95	0	0	0
Actr1a	31.125000	0	0	249	0	0	0	0	0	0
Shox2	31.000000	0	0	248	0	0	0	0	0	0
Ppan	31.000000	0	0	248	0	0	0	0	0	0
Pcbp2	31.000000	0	0	248	0	0	0	0	0	0
Lclat1	31.000000	120	0	128	0	0	0	0	0	0
Lbhd1	31.000000	0	0	248	0	0	0	0	0	0
Krt23	31.000000	0	0	248	0	0	0	0	0	0
Itpkc	31.000000	0	0	248	0	0	0	0	0	0
Ints5	31.000000	0	0	248	0	0	0	0	0	0
H4c6	31.000000	0	0	248	0	0	0	0	0	0
H1f3	31.000000	0	0	248	0	0	0	0	0	0
Gfra3	31.000000	0	0	248	0	0	0	0	0	0
Coq8b	31.000000	0	0	248	0	0	0	0	0	0
1810009A15Rik	31.000000	0	0	248	0	0	0	0	0	0
Rtn3	30.875000	0	0	247	0	0	0	0	0	0
Rpl3	30.875000	0	0	247	0	0	0	0	0	0
Pnpla6	30.875000	0	0	247	0	0	0	0	0	0
Fads2	30.875000	0	137	0	0	0	110	0	0	0
Cc2d1b	30.875000	0	0	247	0	0	0	0	0	0
Shisa3	30.750000	0	0	246	0	0	0	0	0	0
S1pr1	30.750000	0	0	246	0	0	0	0	0	0
Nlk	30.750000	0	0	246	0	0	0	0	0	0
Lpin3	30.750000	0	150	0	0	0	96	0	0	0
Ilkap	30.750000	0	0	0	0	120	126	0	0	0
Hnrnph1	30.750000	0	0	246	0	0	0	0	0	0
Focad	30.750000	0	0	112	134	0	0	0	0	0
Dhodh	30.750000	0	0	246	0	0	0	0	0	0
Arhgef17	30.750000	0	0	246	0	0	0	0	0	0
Taf13	30.625000	0	0	245	0	0	0	0	0	0
Pum2	30.625000	0	0	245	0	0	0	0	0	0
Pkd1	30.625000	0	0	245	0	0	0	0	0	0
Oma1	30.625000	131	0	114	0	0	0	0	0	0
Nrde2	30.625000	0	0	245	0	0	0	0	0	0
Mrps23	30.625000	0	107	138	0	0	0	0	0	0
Limk2	30.625000	0	0	245	0	0	0	0	0	0
Cys1	30.625000	0	78	167	0	0	0	0	0	0
Slc26a2	30.500000	0	0	0	0	0	244	0	0	0
Pars2	30.500000	0	0	244	0	0	0	0	0	0
Atp5l	30.500000	0	0	244	0	0	0	0	0	0
Zfp317	30.375000	0	0	243	0	0	0	0	0	0
Zfp106	30.375000	83	0	160	0	0	0	0	0	0
Zc3h18	30.375000	0	0	243	0	0	0	0	0	0
Snap23	30.375000	83	0	160	0	0	0	0	0	0
Sema4c	30.375000	0	0	243	0	0	0	0	0	0
Sdhc	30.375000	0	0	243	0	0	0	0	0	0
Rps24	30.375000	0	0	243	0	0	0	0	0	0
Rpl10	30.375000	0	0	243	0	0	0	0	0	0
Polr3a	30.375000	0	0	243	0	0	0	0	0	0
Plau	30.375000	0	0	243	0	0	0	0	0	0
Mrps31	30.375000	0	0	243	0	0	0	0	0	0
Mpz	30.375000	0	0	243	0	0	0	0	0	0
Gria1	30.375000	0	0	243	0	0	0	0	0	0
Dhx8	30.375000	0	0	243	0	0	0	0	0	0
Chmp5	30.375000	0	0	243	0	0	0	0	0	0
Bag1	30.375000	0	0	243	0	0	0	0	0	0
Snupn	30.250000	0	0	242	0	0	0	0	0	0
S100a5	30.250000	0	0	242	0	0	0	0	0	0
S100a4	30.250000	0	0	242	0	0	0	0	0	0
Psmc1	30.250000	0	0	242	0	0	0	0	0	0
Nek2	30.250000	0	0	242	0	0	0	0	0	0
Lrrc17	30.250000	0	0	242	0	0	0	0	0	0
Dnpep	30.250000	0	0	242	0	0	0	0	0	0
Igf1	30.125000	0	0	241	0	0	0	0	0	0
Ckmt1	30.125000	0	0	241	0	0	0	0	0	0
Bag6	30.125000	0	0	241	0	0	0	0	0	0
Apom	30.125000	0	0	241	0	0	0	0	0	0
Rpl7	30.000000	0	0	240	0	0	0	0	0	0
Rdh10	30.000000	0	0	240	0	0	0	0	0	0
Rab37	30.000000	0	0	240	0	0	0	0	0	0
Nuf2	30.000000	0	0	240	0	0	0	0	0	0
Mup19	30.000000	104	0	136	0	0	0	0	0	0
Mdm2	30.000000	0	0	0	0	0	240	0	0	0
Ilf2	30.000000	0	0	240	0	0	0	0	0	0
H2ax	30.000000	0	0	240	0	0	0	0	0	0
Clvs1	30.000000	104	0	136	0	0	0	0	0	0
Acsf3	30.000000	0	0	240	0	0	0	0	0	0
Vhl	29.875000	0	0	239	0	0	0	0	0	0
Thada	29.875000	0	0	239	0	0	0	0	0	0
Rhoj	29.875000	0	59	180	0	0	0	0	0	0
Lnpep	29.875000	0	0	239	0	0	0	0	0	0
Glrp1	29.875000	0	0	0	0	0	239	0	0	0
Ezh2	29.875000	0	0	239	0	0	0	0	0	0
Ap1ar	29.875000	0	0	239	0	0	0	0	0	0
Vtcn1	29.750000	0	0	238	0	0	0	0	0	0
Smg8	29.750000	0	0	238	0	0	0	0	0	0
Sarnp	29.750000	0	0	238	0	0	0	0	0	0
Plrg1	29.750000	0	0	238	0	0	0	0	0	0
Pdcd1lg2	29.750000	139	0	99	0	0	0	0	0	0
P4hb	29.750000	0	0	238	0	0	0	0	0	0
Ormdl2	29.750000	0	0	238	0	0	0	0	0	0
Ogt	29.750000	0	0	238	0	0	0	0	0	0
Mrpl45	29.750000	0	0	238	0	0	0	0	0	0
Lratd2	29.750000	0	0	238	0	0	0	0	0	0
Dlc1	29.750000	0	84	154	0	0	0	0	0	0
Dhx32	29.750000	84	0	154	0	0	0	0	0	0
Ptprg	29.625000	0	127	110	0	0	0	0	0	0
Fem1b	29.625000	0	0	237	0	0	0	0	0	0
Cibar2	29.625000	0	0	237	0	0	0	0	0	0
Arhgap12	29.625000	0	0	237	0	0	0	0	0	0
Vpreb3	29.500000	0	0	236	0	0	0	0	0	0
Rap1b	29.500000	0	0	161	0	0	75	0	0	0
Prc1	29.500000	0	0	236	0	0	0	0	0	0
Plxdc2	29.500000	0	0	236	0	0	0	0	0	0
Nudt5	29.500000	0	0	236	0	0	0	0	0	0
Mfap3l	29.500000	0	0	236	0	0	0	0	0	0
Mcm7	29.500000	0	0	236	0	0	0	0	0	0
Hoxd3	29.500000	0	0	236	0	0	0	0	0	0
Gm5134	29.500000	0	0	236	0	0	0	0	0	0
Cdc123	29.500000	0	0	236	0	0	0	0	0	0
Ap4m1	29.500000	0	0	236	0	0	0	0	0	0
Wdr27	29.375000	0	0	235	0	0	0	0	0	0
Slc30a6	29.375000	0	0	235	0	0	0	0	0	0
Ppp1r12a	29.375000	0	0	130	0	0	105	0	0	0
Polr1b	29.375000	0	97	138	0	0	0	0	0	0
Pafah2	29.375000	0	0	235	0	0	0	0	0	0
Nufip1	29.375000	0	0	235	0	0	0	0	0	0
Mterf4	29.375000	0	0	235	0	0	0	0	0	0
Mppe1	29.375000	0	0	235	0	0	0	0	0	0
Gpalpp1	29.375000	0	0	235	0	0	0	0	0	0
Efnb1	29.375000	0	0	235	0	0	0	0	0	0
Dync2li1	29.375000	114	0	121	0	0	0	0	0	0
Ccdc130	29.375000	0	0	235	0	0	0	0	0	0
1600012H06Rik	29.375000	0	0	235	0	0	0	0	0	0
Rbm39	29.250000	0	0	135	0	0	99	0	0	0
Ube2m	29.125000	0	0	233	0	0	0	0	0	0
Prrc2a	29.125000	0	102	131	0	0	0	0	0	0
Phf23	29.125000	0	0	233	0	0	0	0	0	0
Luc7l	29.125000	0	0	233	0	0	0	0	0	0
Katnal2	29.125000	0	0	233	0	0	0	0	0	0
Hoxd4	29.125000	0	96	137	0	0	0	0	0	0
Gm19774	29.125000	0	0	233	0	0	0	0	0	0
Gabarap	29.125000	0	0	233	0	0	0	0	0	0
Fut11	29.125000	0	0	233	0	0	0	0	0	0
Fam104a	29.125000	0	0	233	0	0	0	0	0	0
Dvl2	29.125000	0	0	233	0	0	0	0	0	0
D11Wsu47e	29.125000	0	0	233	0	0	0	0	0	0
Chmp2a	29.125000	0	0	233	0	0	0	0	0	0
Agpat4	29.125000	0	116	117	0	0	0	0	0	0
Ppm1b	29.000000	0	150	82	0	0	0	0	0	0
Gm13279	29.000000	143	0	0	0	0	89	0	0	0
Gm13278	29.000000	143	0	0	0	0	89	0	0	0
Efemp2	29.000000	114	118	0	0	0	0	0	0	0
Abtb2	29.000000	0	0	232	0	0	0	0	0	0
Rtca	28.875000	0	0	231	0	0	0	0	0	0
Rnf103	28.875000	0	0	231	0	0	0	0	0	0
Lemd2	28.875000	0	0	231	0	0	0	0	0	0
Kazn	28.875000	0	0	231	0	0	0	0	0	0
Il18	28.875000	0	0	0	0	0	231	0	0	0
Gtf3a	28.875000	0	87	144	0	0	0	0	0	0
Diaph3	28.875000	118	0	113	0	0	0	0	0	0
Dbt	28.875000	0	0	231	0	0	0	0	0	0
Coq3	28.875000	0	0	231	0	0	0	0	0	0
C1qtnf1	28.875000	0	0	93	0	0	138	0	0	0
Bco2	28.875000	0	0	0	0	0	231	0	0	0
Ppp2r1a	28.750000	0	0	230	0	0	0	0	0	0
Pop7	28.750000	0	0	230	0	0	0	0	0	0
Hoxc13	28.750000	0	0	230	0	0	0	0	0	0
Glul	28.750000	0	0	230	0	0	0	0	0	0
Cul3	28.750000	0	0	230	0	0	0	0	0	0
Basp1	28.750000	0	0	230	0	0	0	0	0	0
Zswim3	28.625000	0	0	229	0	0	0	0	0	0
Pprc1	28.625000	0	0	229	0	0	0	0	0	0
Nktr	28.625000	76	0	153	0	0	0	0	0	0
H4c9	28.625000	0	0	140	0	0	89	0	0	0
H2bc11	28.625000	0	0	140	0	0	89	0	0	0
H2ac11	28.625000	0	0	140	0	0	89	0	0	0
Gpx1	28.625000	0	0	229	0	0	0	0	0	0
Gmeb2	28.625000	0	0	229	0	0	0	0	0	0
Adgrv1	28.625000	0	0	229	0	0	0	0	0	0
Acot8	28.625000	0	0	229	0	0	0	0	0	0
Sf3b2	28.500000	0	0	228	0	0	0	0	0	0
Rest	28.500000	0	0	228	0	0	0	0	0	0
Nek6	28.500000	0	0	228	0	0	0	0	0	0
Gal3st3	28.500000	0	0	228	0	0	0	0	0	0
Eml4	28.500000	0	0	228	0	0	0	0	0	0
Adamtsl3	28.500000	0	0	228	0	0	0	0	0	0
Pnisr	28.375000	0	0	227	0	0	0	0	0	0
Hoxd9	28.375000	0	0	227	0	0	0	0	0	0
Exosc8	28.375000	0	80	147	0	0	0	0	0	0
Clk4	28.375000	0	0	227	0	0	0	0	0	0
Cdk1	28.375000	0	0	227	0	0	0	0	0	0
Ccnl2	28.375000	0	0	227	0	0	0	0	0	0
BC049762	28.375000	0	0	227	0	0	0	0	0	0
Alg5	28.375000	0	80	147	0	0	0	0	0	0
Wsb1	28.250000	0	0	226	0	0	0	0	0	0
Ttc25	28.250000	0	0	226	0	0	0	0	0	0
Ttc1	28.250000	0	0	226	0	0	0	0	0	0
Stard13	28.250000	135	0	0	0	0	91	0	0	0
Slc25a38	28.250000	0	0	226	0	0	0	0	0	0
Shc1	28.250000	0	0	226	0	0	0	0	0	0
Nudcd3	28.250000	0	0	226	0	0	0	0	0	0
Ift22	28.250000	0	0	226	0	0	0	0	0	0
Gsta1	28.250000	0	0	0	0	0	226	0	0	0
Cks1b	28.250000	0	0	226	0	0	0	0	0	0
Tob1	28.125000	0	0	225	0	0	0	0	0	0
Srp68	28.125000	0	0	225	0	0	0	0	0	0
Slc35e3	28.125000	0	0	0	0	0	225	0	0	0
Chd8	28.125000	0	0	225	0	0	0	0	0	0
Cdh20	28.125000	0	0	225	0	0	0	0	0	0
Wnt5a	28.000000	0	0	224	0	0	0	0	0	0
Tmem52b	28.000000	0	0	0	0	0	224	0	0	0
Tgfbr3l	28.000000	0	0	224	0	0	0	0	0	0
Srp72	28.000000	0	0	224	0	0	0	0	0	0
Snapc2	28.000000	0	0	224	0	0	0	0	0	0
Smim7	28.000000	0	0	224	0	0	0	0	0	0
Smbd1	28.000000	0	0	224	0	0	0	0	0	0
Ppp1r15a	28.000000	72	0	152	0	0	0	0	0	0
Plekha4	28.000000	72	0	152	0	0	0	0	0	0
Olr1	28.000000	0	0	0	0	0	224	0	0	0
Nupl1	28.000000	0	0	224	0	0	0	0	0	0
Mpp6	28.000000	0	51	173	0	0	0	0	0	0
Hcls1	28.000000	0	0	224	0	0	0	0	0	0
Gm51573	28.000000	0	0	144	80	0	0	0	0	0
Glmp	28.000000	0	0	224	0	0	0	0	0	0
Gas8	28.000000	0	0	224	0	0	0	0	0	0
Dbndd1	28.000000	0	0	224	0	0	0	0	0	0
Vps18	27.875000	0	0	136	0	0	87	0	0	0
Tmem201	27.875000	0	0	223	0	0	0	0	0	0
Rbpjl	27.875000	0	0	223	0	0	0	0	0	0
Matn4	27.875000	0	0	223	0	0	0	0	0	0
Igf2r	27.875000	0	0	223	0	0	0	0	0	0
Gnai3	27.875000	0	0	223	0	0	0	0	0	0
Amn1	27.875000	0	0	223	0	0	0	0	0	0
Akt2	27.875000	0	0	223	0	0	0	0	0	0
Abca4	27.875000	0	0	223	0	0	0	0	0	0
Zfc3h1	27.750000	0	0	222	0	0	0	0	0	0
Thap2	27.750000	0	0	222	0	0	0	0	0	0
Snx1	27.750000	93	0	129	0	0	0	0	0	0
Snapc5	27.750000	0	0	222	0	0	0	0	0	0
Ptpn20	27.750000	0	78	144	0	0	0	0	0	0
Ilf3	27.750000	0	0	222	0	0	0	0	0	0
Hoxd11	27.750000	0	222	0	0	0	0	0	0	0
Fblim1	27.750000	0	0	149	0	0	73	0	0	0
Clpp	27.750000	0	0	222	0	0	0	0	0	0
Ciao2a	27.750000	93	0	129	0	0	0	0	0	0
Cdc45	27.750000	0	0	222	0	0	0	0	0	0
Wdr55	27.625000	0	0	221	0	0	0	0	0	0
Sgms1	27.625000	0	0	221	0	0	0	0	0	0
Rpl9	27.625000	0	0	221	0	0	0	0	0	0
Rmi1	27.625000	0	0	221	0	0	0	0	0	0
Numa1	27.625000	0	0	221	0	0	0	0	0	0
Lias	27.625000	0	0	221	0	0	0	0	0	0
Hnrnpk	27.625000	0	0	221	0	0	0	0	0	0
Stx16	27.500000	0	0	220	0	0	0	0	0	0
Kctd7	27.500000	0	0	220	0	0	0	0	0	0
Col12a1	27.500000	0	0	220	0	0	0	0	0	0
Chmp7	27.500000	107	0	113	0	0	0	0	0	0
Cfap20	27.500000	0	0	220	0	0	0	0	0	0
Ajuba	27.500000	0	0	220	0	0	0	0	0	0
Zfp827	27.375000	0	0	219	0	0	0	0	0	0
Unc45a	27.375000	0	0	219	0	0	0	0	0	0
Srf	27.375000	0	0	219	0	0	0	0	0	0
Nnat	27.375000	0	0	219	0	0	0	0	0	0
Hddc3	27.375000	0	0	219	0	0	0	0	0	0
Gapdh	27.375000	0	0	219	0	0	0	0	0	0
Dohh	27.375000	0	0	219	0	0	0	0	0	0
Cstf2t	27.375000	0	0	219	0	0	0	0	0	0
Bcas2	27.375000	0	85	134	0	0	0	0	0	0
6720489N17Rik	27.375000	0	0	219	0	0	0	0	0	0
Zfp687	27.250000	0	0	218	0	0	0	0	0	0
Phf5a	27.250000	0	0	218	0	0	0	0	0	0
Id3	27.250000	0	0	218	0	0	0	0	0	0
Foxr1	27.250000	0	0	218	0	0	0	0	0	0
Aco2	27.250000	0	0	218	0	0	0	0	0	0
Zfp961	27.125000	0	0	217	0	0	0	0	0	0
Zfp637	27.125000	0	0	217	0	0	0	0	0	0
Vwa3b	27.125000	92	0	125	0	0	0	0	0	0
Pex3	27.125000	0	0	217	0	0	0	0	0	0
Pdzd2	27.125000	0	0	217	0	0	0	0	0	0
Papss2	27.125000	0	0	217	0	0	0	0	0	0
Nsf	27.125000	0	0	217	0	0	0	0	0	0
Nip7	27.125000	0	0	217	0	0	0	0	0	0
Natd1	27.125000	0	0	217	0	0	0	0	0	0
Mapk11	27.125000	0	0	217	0	0	0	0	0	0
Madd	27.125000	0	0	217	0	0	0	0	0	0
Gtf3c1	27.125000	0	0	217	0	0	0	0	0	0
Gnal	27.125000	0	0	217	0	0	0	0	0	0
Dnal4	27.125000	0	0	217	0	0	0	0	0	0
D430042O09Rik	27.125000	0	0	217	0	0	0	0	0	0
Cog8	27.125000	0	0	217	0	0	0	0	0	0
Cmss1	27.125000	0	0	217	0	0	0	0	0	0
Ccnb2	27.125000	0	0	217	0	0	0	0	0	0
Aqr	27.125000	0	0	217	0	0	0	0	0	0
Adat2	27.125000	0	0	217	0	0	0	0	0	0
1700017B05Rik	27.125000	0	0	217	0	0	0	0	0	0
Ttc9c	27.000000	0	0	216	0	0	0	0	0	0
Sin3a	27.000000	0	0	216	0	0	0	0	0	0
Os9	27.000000	0	0	216	0	0	0	0	0	0
Mylk3	27.000000	0	0	216	0	0	0	0	0	0
Mia2	27.000000	0	107	109	0	0	0	0	0	0
Itgb3	27.000000	0	0	0	0	0	216	0	0	0
Inip	27.000000	0	0	216	0	0	0	0	0	0
Hnrnpul2	27.000000	0	0	216	0	0	0	0	0	0
Abcc4	27.000000	0	0	216	0	0	0	0	0	0
Zcchc14	26.875000	0	0	215	0	0	0	0	0	0
Sdhb	26.875000	0	0	215	0	0	0	0	0	0
Kctd1	26.875000	0	0	215	0	0	0	0	0	0
Kcnab1	26.875000	0	0	215	0	0	0	0	0	0
Gdf5	26.875000	0	0	215	0	0	0	0	0	0
Fjx1	26.875000	0	0	215	0	0	0	0	0	0
C87436	26.875000	0	0	215	0	0	0	0	0	0
Ankrd12	26.875000	0	0	215	0	0	0	0	0	0
Uqcrq	26.750000	0	0	214	0	0	0	0	0	0
Tmem151b	26.750000	0	0	214	0	0	0	0	0	0
Snx27	26.750000	0	0	214	0	0	0	0	0	0
Prdm10	26.750000	0	127	87	0	0	0	0	0	0
Ndel1	26.750000	0	0	0	0	0	214	0	0	0
Kcns1	26.750000	0	0	214	0	0	0	0	0	0
Ino80e	26.750000	0	0	214	0	0	0	0	0	0
Hirip3	26.750000	0	0	214	0	0	0	0	0	0
Gdf9	26.750000	0	0	214	0	0	0	0	0	0
Clu	26.750000	0	0	214	0	0	0	0	0	0
9430015G10Rik	26.750000	0	0	214	0	0	0	0	0	0
Wbp1	26.625000	0	0	213	0	0	0	0	0	0
Uros	26.625000	0	0	213	0	0	0	0	0	0
Ubl5	26.625000	0	0	213	0	0	0	0	0	0
Tmem160	26.625000	0	0	213	0	0	0	0	0	0
Ino80b	26.625000	0	0	213	0	0	0	0	0	0
Fbxl12	26.625000	0	0	213	0	0	0	0	0	0
Cnn3	26.625000	0	0	213	0	0	0	0	0	0
Bccip	26.625000	0	0	213	0	0	0	0	0	0
Znhit2	26.500000	0	0	212	0	0	0	0	0	0
Zfp945	26.500000	0	0	212	0	0	0	0	0	0
Zfp870	26.500000	0	0	212	0	0	0	0	0	0
Zfp428	26.500000	0	0	212	0	0	0	0	0	0
Zfhx4	26.500000	0	0	212	0	0	0	0	0	0
Wdpcp	26.500000	0	0	212	0	0	0	0	0	0
Sox12	26.500000	0	0	212	0	0	0	0	0	0
Rexo1	26.500000	0	0	212	0	0	0	0	0	0
Prkg1	26.500000	0	0	212	0	0	0	0	0	0
Mrpl49	26.500000	0	0	212	0	0	0	0	0	0
Mllt3	26.500000	0	0	212	0	0	0	0	0	0
Mdh1	26.500000	0	0	212	0	0	0	0	0	0
Mbnl2	26.500000	0	0	212	0	0	0	0	0	0
H3c4	26.500000	0	0	100	0	0	112	0	0	0
H2bc7	26.500000	0	0	100	0	0	112	0	0	0
H2bc12	26.500000	0	0	91	0	0	121	0	0	0
H2ac7	26.500000	0	0	100	0	0	112	0	0	0
H2ac12	26.500000	0	0	91	0	0	121	0	0	0
Fau	26.500000	0	0	212	0	0	0	0	0	0
Emsy	26.500000	93	0	119	0	0	0	0	0	0
Ece1	26.500000	0	0	212	0	0	0	0	0	0
Ccn2	26.500000	0	212	0	0	0	0	0	0	0
Aff3	26.500000	0	0	212	0	0	0	0	0	0
4833420G17Rik	26.500000	0	0	212	0	0	0	0	0	0
Stoml2	26.375000	0	0	211	0	0	0	0	0	0
Setdb1	26.375000	0	0	211	0	0	0	0	0	0
Mpp7	26.375000	0	0	211	0	0	0	0	0	0
Mlst8	26.375000	0	0	211	0	0	0	0	0	0
Mbd2	26.375000	0	0	211	0	0	0	0	0	0
Bricd5	26.375000	0	0	211	0	0	0	0	0	0
Traip	26.250000	0	0	210	0	0	0	0	0	0
St6gal2	26.250000	0	0	210	0	0	0	0	0	0
Sigmar1	26.250000	0	0	210	0	0	0	0	0	0
Pld1	26.250000	0	0	210	0	0	0	0	0	0
Pcdh8	26.250000	0	0	210	0	0	0	0	0	0
Ormdl3	26.250000	0	0	210	0	0	0	0	0	0
Yipf2	26.125000	0	0	209	0	0	0	0	0	0
Utp14b	26.125000	0	0	209	0	0	0	0	0	0
Ube2q1	26.125000	0	0	209	0	0	0	0	0	0
Tpm2	26.125000	0	0	0	0	0	209	0	0	0
Timm29	26.125000	0	0	209	0	0	0	0	0	0
Tescl	26.125000	0	0	209	0	0	0	0	0	0
Synm	26.125000	0	0	209	0	0	0	0	0	0
Sstr4	26.125000	0	0	209	0	0	0	0	0	0
Rab11a	26.125000	0	0	209	0	0	0	0	0	0
Nkap	26.125000	0	0	209	0	0	0	0	0	0
Lrrtm4	26.125000	0	0	209	0	0	0	0	0	0
Lgalsl	26.125000	0	0	209	0	0	0	0	0	0
Kdm2b	26.125000	0	0	209	0	0	0	0	0	0
Gatad1	26.125000	0	0	209	0	0	0	0	0	0
Gas2l3	26.125000	0	0	209	0	0	0	0	0	0
Frmpd4	26.125000	0	0	209	0	0	0	0	0	0
Fbxl2	26.125000	0	0	209	0	0	0	0	0	0
D5Ertd579e	26.125000	0	0	209	0	0	0	0	0	0
Cadps	26.125000	0	0	209	0	0	0	0	0	0
Anapc5	26.125000	0	0	209	0	0	0	0	0	0
Acsl3	26.125000	0	0	209	0	0	0	0	0	0
Zbtb8os	26.000000	0	0	208	0	0	0	0	0	0
Ube2r2	26.000000	0	0	208	0	0	0	0	0	0
Sptbn1	26.000000	0	0	81	0	0	127	0	0	0
Rbbp4	26.000000	0	0	208	0	0	0	0	0	0
Ndufa5	26.000000	0	0	208	0	0	0	0	0	0
Mup17	26.000000	0	87	121	0	0	0	0	0	0
Mbd3	26.000000	84	0	124	0	0	0	0	0	0
Lrfn5	26.000000	0	0	208	0	0	0	0	0	0
Fbxl19	26.000000	0	0	208	0	0	0	0	0	0
Asb15	26.000000	0	0	208	0	0	0	0	0	0
Arl2	26.000000	0	0	208	0	0	0	0	0	0
Snrpa	25.875000	0	0	207	0	0	0	0	0	0
Sharpin	25.875000	0	0	207	0	0	0	0	0	0
Msi1	25.875000	0	0	207	0	0	0	0	0	0
Maf1	25.875000	0	0	207	0	0	0	0	0	0
Hs3st3a1	25.875000	0	0	207	0	0	0	0	0	0
Gm35339	25.875000	0	0	207	0	0	0	0	0	0
Cpeb4	25.875000	0	0	207	0	0	0	0	0	0
Cdsn	25.875000	0	0	207	0	0	0	0	0	0
BC024978	25.875000	0	0	207	0	0	0	0	0	0
