Target_genes	Gfi1|Average	SRX093162|Bone_Marrow_Cells	SRX6799360|Embryoid_Bodies	SRX16700226|Granulocytic-monocytic_progenitors	SRX7821117|Hematopoietic_progenitors	SRX349376|ILC2	SRX1939441|Lymphoid-primed_multipotent_progenitors	SRX1072347|Macrophages	SRX7415996|Macrophages	SRX206425|Mast_Cells	SRX5131513|Medulloblastoma	SRX5131514|Medulloblastoma	SRX1035395|mESC_derived_haematopoietic_progenitor	SRX1096803|Naive_T_cells	SRX1096804|Naive_T_cells	SRX1973345|Neurospheres	SRX1973346|Neurospheres	STRING
St8sia2	21.500000	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	209	0
Sdk2	21.500000	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	150	0
Orm1	21.500000	344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Itgb2l	21.500000	344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2-Eb1	21.500000	0	0	0	0	0	0	0	0	0	344	0	0	0	0	0	0	0
Ftdc1	21.500000	0	0	0	172	0	172	0	0	0	0	0	0	0	0	0	0	0
Dok2	21.500000	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0
Aldh1a3	21.500000	71	0	0	0	0	0	0	0	0	137	0	0	0	0	0	136	0
Wnt4	21.437500	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	118	0
Unc93b1	21.437500	343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stk26	21.437500	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0
Scn8a	21.437500	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0
Rnf207	21.437500	203	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf180	21.437500	101	0	0	0	0	0	0	0	0	129	0	0	0	0	0	113	0
Ncs1	21.437500	80	0	0	0	0	0	0	0	0	162	0	0	0	0	0	101	0
Gm266	21.437500	194	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0
Fzd1	21.437500	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242	0
Zfp804b	21.375000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	342	0
Zfp599	21.375000	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	180	0
Pnpo	21.375000	239	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0
Nutm1	21.375000	256	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0
Lgals3	21.375000	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0
Dpysl5	21.375000	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0
Cldn3	21.375000	0	0	0	0	0	0	0	0	0	257	0	0	0	0	0	85	0
Apobec1	21.375000	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0
Tspear	21.312500	117	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sypl2	21.312500	0	0	0	0	0	0	0	0	0	215	0	0	0	0	0	126	0
Kif21b	21.312500	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	151	0
Fam83g	21.312500	99	0	0	0	0	0	0	0	0	143	0	0	0	0	0	99	0
Cd59b	21.312500	121	0	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0
Btc	21.312500	0	0	0	0	0	0	0	0	0	129	75	0	0	0	0	137	0
Apln	21.312500	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0	143	0
Angptl8	21.312500	341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nell2	21.250000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	340	0
Gbp4	21.250000	0	0	0	159	0	181	0	0	0	0	0	0	0	0	0	0	0
Efna3	21.250000	174	0	0	0	0	0	0	0	0	93	0	0	0	0	0	73	0
Col6a4	21.250000	0	0	243	0	0	0	0	0	0	0	0	0	0	0	0	97	0
Clec4a3	21.250000	0	0	0	173	0	167	0	0	0	0	0	0	0	0	0	0	0
Camp	21.250000	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Bcl11a	21.250000	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0
Zfp933	21.187500	110	0	0	0	0	0	0	0	0	111	118	0	0	0	0	0	0
Tox	21.187500	214	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0
Plxna4	21.187500	0	0	0	0	0	0	0	0	0	197	0	0	0	0	0	142	0
Plxna1	21.187500	111	0	0	0	0	0	0	0	0	228	0	0	0	0	0	0	0
Phactr3	21.187500	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Col4a2	21.187500	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	194	0
Col4a1	21.187500	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	194	0
Cntn2	21.187500	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0
Ccdc61	21.187500	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	224	0
Sell	21.125000	338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf5	21.125000	184	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0
Obsl1	21.125000	0	0	0	0	0	0	0	0	0	220	0	0	0	0	0	118	0
Lsmem1	21.125000	0	0	0	169	0	169	0	0	0	0	0	0	0	0	0	0	0
Inha	21.125000	0	0	0	0	0	0	0	0	0	220	0	0	0	0	0	118	0
Il13	21.125000	0	0	0	0	0	0	0	0	125	213	0	0	0	0	0	0	0
Hoxd1	21.125000	110	0	0	0	0	0	0	0	0	110	0	0	0	0	0	118	0
Gsx1	21.125000	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0
Gm19345	21.125000	137	0	0	0	0	0	0	0	0	76	0	0	0	0	0	125	0
Chm	21.125000	0	0	0	0	0	0	0	0	0	157	181	0	0	0	0	0	0
Agpat1	21.125000	184	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0
Trim72	21.062500	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	144	0
Pkia	21.062500	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	199	0
Ogfrl1	21.062500	190	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0
Nos2	21.062500	0	0	0	168	0	169	0	0	0	0	0	0	0	0	0	0	0
Ifi211	21.062500	0	0	0	176	0	161	0	0	0	0	0	0	0	0	0	0	0
Gm572	21.062500	218	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0
Cyth4	21.062500	337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ank1	21.062500	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	137	0
Tmem259	21.000000	193	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0
Spag16	21.000000	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	161	0
Parvg	21.000000	336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pard6a	21.000000	79	0	0	0	0	0	0	0	0	119	0	0	0	0	0	138	0
Olfr222	21.000000	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0
Kdf1	21.000000	175	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0
Hs3st5	21.000000	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	0
Grin2b	21.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	336	0
Gmeb1	21.000000	161	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0
Gm42323	21.000000	175	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0
Cnn2	21.000000	193	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0
Bex2	21.000000	207	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0
Acd	21.000000	79	0	0	0	0	0	0	0	0	119	0	0	0	0	0	138	0
Sh2d4a	20.937500	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	195	0
Rab3b	20.937500	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	187	0
Lrrc45	20.937500	0	0	0	0	0	0	0	0	0	164	66	0	0	0	0	105	0
Lonrf2	20.937500	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	168	0
Isl1	20.937500	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	188	0
Hoxb2	20.937500	97	0	0	0	0	0	0	0	0	131	0	0	0	0	0	107	0
Gjc1	20.937500	99	0	0	0	0	0	0	0	0	236	0	0	0	0	0	0	0
Cyp26a1	20.937500	171	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0
Cenpx	20.937500	0	0	0	0	0	0	0	0	0	164	66	0	0	0	0	105	0
Zfp521	20.875000	0	0	0	0	0	0	0	0	131	74	0	0	0	0	0	129	0
Samd14	20.875000	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0
Pomgnt1	20.875000	162	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0
Lrp1b	20.875000	0	0	0	0	0	0	0	0	0	199	0	0	0	0	0	135	0
Krtap1-3	20.875000	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0
Eno2	20.875000	0	0	116	0	0	0	0	0	0	218	0	0	0	0	0	0	0
Atp9a	20.875000	0	0	0	0	0	0	0	0	0	334	0	0	0	0	0	0	0
1110051M20Rik	20.875000	0	0	0	0	0	0	0	0	0	156	178	0	0	0	0	0	0
Kank4	20.812500	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	182	0
Galnt12	20.812500	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	209	0
Fzd6	20.812500	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	158	0
Amt	20.812500	0	0	151	0	182	0	0	0	0	0	0	0	0	0	0	0	0
Abcd2	20.812500	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0
Tshz2	20.750000	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0
Timm10	20.750000	0	0	0	0	0	0	0	0	0	139	68	0	0	0	0	125	0
Ticam2	20.750000	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0
Smtnl1	20.750000	0	0	0	0	0	0	0	0	0	139	68	0	0	0	0	125	0
Rom1	20.750000	194	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0
Pirb	20.750000	332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mmp15	20.750000	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	177	0
Lhfpl5	20.750000	123	0	0	0	0	0	0	0	0	113	0	0	0	0	0	96	0
Gstm1	20.750000	332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eml3	20.750000	194	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0
Dapk2	20.750000	332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bex3	20.750000	194	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0
Bcorl1	20.750000	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0
Apba2	20.750000	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	204	0
Pdzd4	20.687500	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	185	0
Kcnv1	20.687500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	331	0
Dgkd	20.687500	153	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0
Spag11a	20.625000	330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sh2d4b	20.625000	330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr593	20.625000	330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mtm1	20.625000	182	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0
Hes2	20.625000	330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd61	20.625000	0	0	0	0	330	0	0	0	0	0	0	0	0	0	0	0	0
Adra1a	20.625000	0	0	0	0	245	0	0	0	0	0	0	0	0	0	0	85	0
Zik1	20.562500	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	218	0
Zfp286	20.562500	0	0	0	0	0	0	0	0	0	235	0	0	0	0	0	94	0
Rcc2	20.562500	244	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0
Mt3	20.562500	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0
Fam184a	20.562500	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	232	0
Ephb4	20.562500	106	0	0	0	0	0	0	0	0	70	0	0	0	0	0	153	0
Dmrta1	20.562500	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	181	0
Ankrd65	20.562500	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0
Zbtb16	20.500000	0	0	0	0	0	0	0	0	0	215	0	0	0	0	0	113	0
Slc43a3	20.500000	328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rtp2	20.500000	328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rgs9bp	20.500000	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	141	0
Rasgrp1	20.500000	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	178	0
Npr3	20.500000	0	0	0	0	0	0	0	0	177	0	0	0	0	0	0	151	0
Kcnk9	20.500000	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0
Kcna4	20.500000	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	147	0
Edil3	20.500000	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	216	0
Dock2	20.500000	328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd27	20.500000	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	141	0
Vldlr	20.437500	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	153	0
Slc6a15	20.437500	0	0	0	0	0	0	0	0	0	101	97	0	0	0	0	129	0
Rimkla	20.437500	107	0	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0
Olfr525	20.437500	0	0	0	0	327	0	0	0	0	0	0	0	0	0	0	0	0
Neurog1	20.437500	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	0
Msantd3	20.437500	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	152	0
Gpnmb	20.437500	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	211	0
Elmo3	20.437500	130	0	0	0	0	0	0	0	0	126	71	0	0	0	0	0	0
Barhl1	20.437500	110	0	0	0	0	0	0	0	0	96	0	0	0	0	0	121	0
4930524B15Rik	20.437500	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	170	0
Serpine2	20.375000	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0
Pde11a	20.375000	82	0	0	0	0	0	0	0	0	118	0	0	0	0	0	126	0
Kcnk4	20.375000	137	0	0	0	0	0	0	0	0	100	0	0	0	0	0	89	0
Irf6	20.375000	0	0	0	0	0	0	0	0	0	237	0	0	0	0	0	89	0
F2rl1	20.375000	134	0	0	0	0	0	0	0	0	73	0	0	0	0	0	119	0
Zfp960	20.312500	156	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tcfl5	20.312500	0	0	0	0	0	0	0	0	0	223	0	0	0	0	0	102	0
St6gal2	20.312500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	0
Lingo1	20.312500	0	0	0	0	0	0	0	0	0	223	0	0	0	0	0	102	0
Ifna4	20.312500	0	0	0	164	0	161	0	0	0	0	0	0	0	0	0	0	0
Id4	20.312500	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	185	0
Foxe3	20.312500	81	0	0	0	0	0	0	0	0	149	0	0	0	0	0	95	0
Ccser1	20.312500	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	158	0
Stk32a	20.250000	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	118	0
Pcdh8	20.250000	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	167	0
Mpped2	20.250000	0	0	0	0	0	0	0	0	0	172	0	0	0	0	0	152	0
Mark1	20.250000	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	196	0
Hpse	20.250000	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0
Fxyd5	20.250000	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0
Fam78b	20.250000	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	189	0
Caly	20.250000	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0
B3galnt1	20.250000	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	178	0
Artn	20.250000	228	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0
Meak7	20.187500	0	0	0	0	0	0	0	0	0	131	75	0	0	0	0	117	0
Klhl23	20.187500	148	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0
Epas1	20.187500	162	0	0	0	0	0	0	0	0	72	0	0	0	0	0	89	0
Atp6v1c2	20.187500	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	211	0
Tspoap1	20.125000	322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scara3	20.125000	0	0	0	0	0	0	0	0	0	199	0	0	0	0	0	123	0
Rhod	20.125000	225	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0
Pkib	20.125000	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0
Nrxn3	20.125000	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	190	0
Kctd16	20.125000	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0
Gm3238	20.125000	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0
Gcgr	20.125000	119	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0
Cryge	20.125000	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0
Alox5	20.125000	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0
Shisal1	20.062500	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	143	0
Pygo1	20.062500	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	234	0
Msx3	20.062500	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	151	0
Efhd1	20.062500	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	169	0
Col5a1	20.062500	0	94	0	0	0	0	0	0	0	115	0	0	0	0	0	112	0
Ccdc170	20.062500	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0
Asgr2	20.062500	321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alx1	20.062500	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	167	0
Gm7972	20.000000	0	0	320	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dlx3	20.000000	159	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0
Slfn1	19.937500	319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rtn4r	19.937500	200	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0
Pou2f2	19.937500	319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phactr1	19.937500	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0
Gabrb3	19.937500	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	127	0
Fam43b	19.937500	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	134	0
Ankrd33b	19.937500	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0
Adam19	19.937500	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0
Ptprz1	19.875000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318	0
Macroh2a2	19.875000	0	0	0	0	0	0	0	0	0	189	0	0	0	0	0	129	0
Grb10	19.875000	0	0	0	0	0	0	0	0	0	210	108	0	0	0	0	0	0
Gm3264	19.875000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318	0
Epcam	19.875000	0	0	0	0	0	0	0	0	0	238	0	0	80	0	0	0	0
Col16a1	19.875000	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	225	0
Traip	19.812500	169	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0
Pth1r	19.812500	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	127	0
Prss50	19.812500	110	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0
Pramel16	19.812500	0	0	317	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Npas3	19.812500	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0
Mta3	19.812500	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	150	0
Cyp1a1	19.812500	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	211	0
Cfap44	19.812500	171	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0
Azin2	19.812500	317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6330403K07Rik	19.812500	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	232	0
Wdr46	19.750000	0	0	0	0	0	0	0	0	0	166	150	0	0	0	0	0	0
Trmt2b	19.750000	316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tldc2	19.750000	316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tgfbi	19.750000	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0
Syt3	19.750000	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	247	0
Pfdn6	19.750000	0	0	0	0	0	0	0	0	0	166	150	0	0	0	0	0	0
Nsd2	19.750000	316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ifitm3	19.750000	316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fabp4	19.750000	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0
Ccdc22	19.750000	182	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0
Cacna1f	19.750000	182	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0
4930438A08Rik	19.750000	316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pkdcc	19.687500	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mnx1	19.687500	0	0	0	94	0	95	0	0	0	0	0	0	0	0	0	126	0
Inhbe	19.687500	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dtx1	19.687500	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0
Tnf	19.625000	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rgs8	19.625000	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	148	0
Prex2	19.625000	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	152	0
Mrc2	19.625000	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	185	0
Mospd1	19.625000	110	0	0	0	0	0	0	0	0	86	0	0	0	0	0	118	0
Inf2	19.625000	148	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0
Hip1r	19.625000	153	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0
Gm11568	19.625000	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0
Dok3	19.625000	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0
Chst8	19.625000	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0	116	0
Zfp976	19.562500	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0
Utp6	19.562500	95	0	0	0	0	0	0	0	0	124	0	0	0	0	0	94	0
Slc7a14	19.562500	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0
Prrg2	19.562500	0	0	0	0	0	0	0	0	0	160	153	0	0	0	0	0	0
Nosip	19.562500	0	0	0	0	0	0	0	0	0	160	153	0	0	0	0	0	0
Isg20	19.562500	313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2-M3	19.562500	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0
Esrp2	19.562500	132	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0
Enox1	19.562500	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	188	0
Cxcl2	19.562500	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0
Col19a1	19.562500	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0
Bbc3	19.562500	178	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0
Slc10a3	19.500000	171	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0
Pdlim3	19.500000	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0
Neurl1a	19.500000	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	143	0
Nectin1	19.500000	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	144	0
Mpdz	19.500000	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0	126	0
Lmx1a	19.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312	0
Gm9736	19.500000	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0
Gm44504	19.500000	171	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0
Exoc3l4	19.500000	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cpeb1	19.500000	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	191	0
Bcl9l	19.500000	99	0	0	0	0	0	0	0	0	90	0	0	0	0	0	123	0
Adamts5	19.500000	0	0	0	0	0	0	0	0	0	197	0	0	0	0	0	115	0
Yipf1	19.437500	222	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0
Tbx3	19.437500	0	0	0	0	0	0	0	0	0	191	120	0	0	0	0	0	0
Ptger2	19.437500	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0
Pmepa1	19.437500	90	0	131	0	0	0	0	0	0	90	0	0	0	0	0	0	0
Pctp	19.437500	169	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0
Igfbp6	19.437500	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	129	0
Spaca6	19.375000	0	0	0	0	0	0	0	0	0	310	0	0	0	0	0	0	0
Slc39a1	19.375000	188	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Setd1b	19.375000	167	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0
Selenov	19.375000	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	105	0
Olfm3	19.375000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310	0
Ndst1	19.375000	0	0	0	0	0	0	0	0	0	213	0	0	0	0	0	97	0
Krtap1-5	19.375000	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0
Krtap1-4	19.375000	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0
Grm5	19.375000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310	0
Epha10	19.375000	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0
Dmbx1	19.375000	123	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0
Cobl	19.375000	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	135	0
Ccdc9b	19.375000	110	0	0	0	0	0	0	0	0	99	0	0	0	0	0	101	0
Trim58	19.312500	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0
Smarca1	19.312500	88	0	143	0	0	0	0	0	0	78	0	0	0	0	0	0	0
Septin8	19.312500	73	0	0	0	0	0	0	0	0	150	0	0	0	0	0	86	0
Fam111a	19.312500	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp808	19.250000	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0
Ripk4	19.250000	79	0	0	0	0	0	0	0	0	138	0	0	0	0	0	91	0
Kcnq2	19.250000	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0
Fign	19.250000	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	153	0
