Target_genes	Nfatc2|Average	SRX667873|Dendritic_Cells	SRX21547799|ILC2	SRX21547800|ILC2	SRX21547801|ILC2	SRX21547802|ILC2	SRX21547803|ILC2	SRX21547804|ILC2	SRX12418835|Myofibers	SRX12418836|Myofibers	SRX12418837|Myofibers	SRX12418838|Myofibers	SRX24004260|Th2_Cells	STRING
Psen2	35.500000	0	0	0	0	87	102	237	0	0	0	0	0	0
Ndufb6	35.416667	0	0	0	0	0	91	151	0	0	0	0	183	0
Uspl1	35.333333	301	0	0	0	0	0	123	0	0	0	0	0	0
Scimp	35.333333	424	0	0	0	0	0	0	0	0	0	0	0	0
Senp6	35.250000	0	0	0	0	0	112	311	0	0	0	0	0	0
Ppp1r15b	35.166667	162	0	0	0	0	0	0	0	0	0	0	260	0
Marchf7	35.166667	422	0	0	0	0	0	0	0	0	0	0	0	0
Pigv	35.083333	302	0	0	0	0	0	119	0	0	0	0	0	0
Mideas	35.000000	420	0	0	0	0	0	0	0	0	0	0	0	0
Icos	35.000000	0	0	0	0	91	104	225	0	0	0	0	0	0
Olfr521	34.916667	0	0	0	0	77	94	248	0	0	0	0	0	0
Lzts1	34.916667	0	0	0	0	0	0	0	0	0	0	0	419	0
Ints12	34.916667	327	0	0	0	0	0	92	0	0	0	0	0	0
H2-DMa	34.916667	330	0	0	0	0	0	89	0	0	0	0	0	0
Gstcd	34.916667	327	0	0	0	0	0	92	0	0	0	0	0	0
Fblim1	34.916667	419	0	0	0	0	0	0	0	0	0	0	0	0
Brd2	34.916667	330	0	0	0	0	0	89	0	0	0	0	0	0
Rbbp7	34.833333	159	0	0	0	0	0	112	0	0	0	0	147	0
Tspoap1	34.750000	214	0	0	0	0	0	203	0	0	0	0	0	0
Serpine1	34.750000	242	0	0	0	80	0	95	0	0	0	0	0	0
Nav2	34.750000	0	0	0	0	0	159	258	0	0	0	0	0	0
N6amt1	34.750000	0	0	0	0	83	122	212	0	0	0	0	0	0
Csta2	34.750000	417	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc58	34.666667	309	0	0	0	0	0	107	0	0	0	0	0	0
Lrrc25	34.666667	181	0	0	0	0	57	178	0	0	0	0	0	0
Retreg2	34.500000	0	0	0	0	132	115	167	0	0	0	0	0	0
Cnppd1	34.500000	0	0	0	0	132	115	167	0	0	0	0	0	0
Lgals1	34.416667	0	0	0	0	0	79	253	0	0	0	0	81	0
Cd5	34.416667	178	0	0	0	0	0	66	0	0	0	0	169	0
Gper1	34.333333	412	0	0	0	0	0	0	0	0	0	0	0	0
Galm	34.333333	412	0	0	0	0	0	0	0	0	0	0	0	0
Smndc1	34.250000	0	0	0	0	0	167	244	0	0	0	0	0	0
Rnf31	34.250000	102	0	0	0	0	83	226	0	0	0	0	0	0
Psme2	34.250000	102	0	0	0	0	83	226	0	0	0	0	0	0
Eif2b2	34.250000	411	0	0	0	0	0	0	0	0	0	0	0	0
Eef2kmt	34.250000	0	0	0	0	69	87	255	0	0	0	0	0	0
Ap2b1	34.250000	0	0	0	0	0	100	238	0	0	0	0	73	0
Stfa2	34.166667	410	0	0	0	0	0	0	0	0	0	0	0	0
Saysd1	34.166667	0	0	0	0	123	116	171	0	0	0	0	0	0
Cr1l	34.166667	0	0	0	0	144	100	166	0	0	0	0	0	0
Cpn2	34.166667	299	0	0	0	0	0	111	0	0	0	0	0	0
BC051142	34.166667	410	0	0	0	0	0	0	0	0	0	0	0	0
Tlr4	34.083333	187	0	0	0	0	80	142	0	0	0	0	0	0
Smap2	34.083333	0	0	0	0	0	138	178	0	0	0	0	93	0
Cnnm3	34.083333	409	0	0	0	0	0	0	0	0	0	0	0	0
P2rx4	34.000000	408	0	0	0	0	0	0	0	0	0	0	0	0
Jdp2	34.000000	337	0	0	0	0	0	71	0	0	0	0	0	0
Fbxo48	34.000000	408	0	0	0	0	0	0	0	0	0	0	0	0
Slc38a8	33.916667	0	0	0	0	0	151	256	0	0	0	0	0	0
Setd1b	33.916667	407	0	0	0	0	0	0	0	0	0	0	0	0
Nhlrc1	33.916667	140	0	0	0	0	0	267	0	0	0	0	0	0
Irf5	33.916667	407	0	0	0	0	0	0	0	0	0	0	0	0
Utp3	33.833333	0	0	0	0	91	145	170	0	0	0	0	0	0
Gpr160	33.833333	406	0	0	0	0	0	0	0	0	0	0	0	0
Zswim6	33.750000	222	0	0	0	0	86	97	0	0	0	0	0	0
2610301B20Rik	33.750000	0	0	0	0	107	94	204	0	0	0	0	0	0
Nkiras2	33.583333	0	0	0	0	0	76	266	0	0	0	0	61	0
Enox2	33.583333	180	0	0	0	0	116	107	0	0	0	0	0	0
Dnajc7	33.583333	0	0	0	0	0	76	266	0	0	0	0	61	0
N4bp1	33.500000	402	0	0	0	0	0	0	0	0	0	0	0	0
Fam117a	33.500000	0	0	0	0	0	83	115	0	0	0	0	204	0
Slc16a13	33.416667	401	0	0	0	0	0	0	0	0	0	0	0	0
Atp9b	33.416667	255	0	0	0	60	0	86	0	0	0	0	0	0
Usp38	33.250000	0	0	0	0	117	78	204	0	0	0	0	0	0
Scaf4	33.250000	218	0	0	0	0	0	181	0	0	0	0	0	0
Csf1	33.250000	0	0	0	0	0	110	196	0	0	0	0	93	0
Cdc42ep3	33.250000	399	0	0	0	0	0	0	0	0	0	0	0	0
Bbs4	33.250000	275	0	0	0	0	0	0	0	0	0	0	124	0
Mllt10	33.166667	0	0	0	0	65	141	192	0	0	0	0	0	0
Gbp5	33.166667	0	0	0	0	0	135	263	0	0	0	0	0	0
Dact3	33.166667	0	0	0	0	0	129	182	0	0	0	0	87	0
Gtf2a1	33.083333	0	0	0	0	0	103	200	0	0	0	0	94	0
Sdccag8	33.000000	396	0	0	0	0	0	0	0	0	0	0	0	0
Nos2	33.000000	396	0	0	0	0	0	0	0	0	0	0	0	0
Klf3	33.000000	0	0	0	0	81	94	118	0	0	0	0	103	0
Fcrl1	33.000000	396	0	0	0	0	0	0	0	0	0	0	0	0
Cep170	33.000000	396	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r102	32.916667	326	0	0	0	0	69	0	0	0	0	0	0	0
Slc44a3	32.916667	0	0	0	0	123	75	197	0	0	0	0	0	0
Tbc1d5	32.750000	393	0	0	0	0	0	0	0	0	0	0	0	0
Hint1	32.750000	0	0	0	0	0	88	189	0	0	0	0	116	0
Gm38999	32.750000	0	0	0	0	88	121	184	0	0	0	0	0	0
Aatf	32.750000	393	0	0	0	0	0	0	0	0	0	0	0	0
A530032D15Rik	32.750000	393	0	0	0	0	0	0	0	0	0	0	0	0
Mef2a	32.666667	0	0	0	0	128	124	140	0	0	0	0	0	0
Ap3d1	32.666667	245	0	0	0	0	0	147	0	0	0	0	0	0
Adss	32.666667	0	0	0	0	0	81	152	0	0	0	0	159	0
Tnrc6a	32.583333	0	0	0	0	120	102	169	0	0	0	0	0	0
Sfswap	32.583333	261	0	0	0	0	0	130	0	0	0	0	0	0
Myo1d	32.583333	207	0	0	0	0	74	110	0	0	0	0	0	0
Hspa4	32.583333	174	0	0	0	0	89	128	0	0	0	0	0	0
Frmd6	32.583333	391	0	0	0	0	0	0	0	0	0	0	0	0
Dthd1	32.583333	253	0	0	0	0	0	0	0	0	0	0	138	0
Ncoa1	32.500000	0	0	0	0	106	69	118	0	0	0	0	97	0
Dctn1	32.500000	0	0	0	0	0	99	159	0	0	0	0	132	0
Ctsl	32.500000	165	0	0	0	0	100	125	0	0	0	0	0	0
Blvrb	32.500000	0	0	0	0	0	122	268	0	0	0	0	0	0
Tra2a	32.416667	283	0	0	0	0	0	106	0	0	0	0	0	0
Tmsb4x	32.416667	277	0	0	0	0	0	112	0	0	0	0	0	0
Lats2	32.416667	389	0	0	0	0	0	0	0	0	0	0	0	0
Elk3	32.416667	0	0	0	0	0	166	223	0	0	0	0	0	0
Ctdsp1	32.416667	0	0	0	0	0	109	280	0	0	0	0	0	0
Trmo	32.333333	108	0	0	0	0	91	189	0	0	0	0	0	0
Rab4a	32.250000	0	0	0	0	0	149	238	0	0	0	0	0	0
Gon4l	32.250000	202	0	0	0	0	0	185	0	0	0	0	0	0
Cbfa2t2	32.250000	387	0	0	0	0	0	0	0	0	0	0	0	0
U2af2	32.166667	265	0	0	0	0	0	121	0	0	0	0	0	0
Mylk2	32.166667	0	0	0	0	111	101	174	0	0	0	0	0	0
Mtfr1	32.166667	0	0	0	0	0	0	128	0	0	0	0	258	0
Gm32856	32.166667	0	0	0	0	109	114	163	0	0	0	0	0	0
Cry2	32.166667	0	0	0	0	91	120	175	0	0	0	0	0	0
Tnrc18	32.083333	301	0	0	0	0	0	84	0	0	0	0	0	0
Suclg2	32.083333	0	0	0	0	88	94	70	0	0	0	0	133	0
Nudt16	32.083333	140	0	0	0	74	0	171	0	0	0	0	0	0
Mthfs	32.000000	0	0	0	0	0	0	124	0	0	0	0	260	0
Gm21188	32.000000	384	0	0	0	0	0	0	0	0	0	0	0	0
Sgk3	31.916667	290	0	0	0	0	93	0	0	0	0	0	0	0
Ptprc	31.916667	0	0	0	0	0	95	191	0	0	0	0	97	0
Mllt11	31.916667	203	0	0	0	0	0	180	0	0	0	0	0	0
Eif3j2	31.916667	0	0	0	0	0	154	229	0	0	0	0	0	0
Eif3j1	31.916667	0	0	0	0	0	154	229	0	0	0	0	0	0
Clec4a1	31.916667	383	0	0	0	0	0	0	0	0	0	0	0	0
Cdc42se1	31.916667	203	0	0	0	0	0	180	0	0	0	0	0	0
Ubn2	31.833333	382	0	0	0	0	0	0	0	0	0	0	0	0
Spz1	31.833333	201	0	0	0	0	0	181	0	0	0	0	0	0
Pacsin1	31.750000	381	0	0	0	0	0	0	0	0	0	0	0	0
Cstdc4	31.750000	381	0	0	0	0	0	0	0	0	0	0	0	0
Cd86	31.666667	380	0	0	0	0	0	0	0	0	0	0	0	0
Bmp2k	31.666667	165	0	0	0	0	0	0	0	0	0	0	215	0
Mgat4e	31.583333	0	0	0	0	0	0	150	0	0	0	0	229	0
Cenpj	31.583333	379	0	0	0	0	0	0	0	0	0	0	0	0
Tent5a	31.500000	378	0	0	0	0	0	0	0	0	0	0	0	0
Spef1l	31.500000	378	0	0	0	0	0	0	0	0	0	0	0	0
Slc12a5	31.500000	378	0	0	0	0	0	0	0	0	0	0	0	0
Cd6	31.500000	378	0	0	0	0	0	0	0	0	0	0	0	0
Zfp768	31.416667	0	0	0	0	0	108	269	0	0	0	0	0	0
Dot1l	31.416667	280	0	0	0	0	0	0	0	0	0	0	97	0
Zfc3h1	31.333333	0	0	0	0	0	0	107	0	0	0	0	269	0
Thap2	31.333333	0	0	0	0	0	0	107	0	0	0	0	269	0
Rab14	31.333333	0	0	0	0	0	0	0	0	0	0	0	376	0
Ms4a20	31.333333	0	0	0	0	0	0	123	0	0	0	0	253	0
Fscn1	31.333333	140	0	0	0	0	0	129	0	0	0	0	107	0
Crtap	31.333333	0	0	0	0	0	0	0	0	0	0	0	376	0
Cluh	31.333333	376	0	0	0	0	0	0	0	0	0	0	0	0
Snx30	31.166667	279	0	0	0	0	0	95	0	0	0	0	0	0
Pias4	31.166667	0	0	0	0	108	118	148	0	0	0	0	0	0
Nf2	31.166667	293	0	0	0	0	0	81	0	0	0	0	0	0
Lasp1	31.166667	289	0	0	0	0	0	85	0	0	0	0	0	0
Glipr1	31.166667	151	0	0	0	0	91	132	0	0	0	0	0	0
Zfp12	31.083333	373	0	0	0	0	0	0	0	0	0	0	0	0
Cd27	31.000000	0	0	0	0	0	0	148	0	0	0	0	224	0
Rpl29	30.916667	0	0	0	0	0	182	189	0	0	0	0	0	0
Prrc2a	30.916667	211	0	0	0	0	0	160	0	0	0	0	0	0
Casc3	30.833333	178	0	0	0	0	77	115	0	0	0	0	0	0
Rab1a	30.750000	0	0	0	0	0	114	255	0	0	0	0	0	0
Nup160	30.750000	369	0	0	0	0	0	0	0	0	0	0	0	0
Tspyl1	30.666667	368	0	0	0	0	0	0	0	0	0	0	0	0
Tigit	30.666667	0	0	0	0	0	69	140	0	0	0	0	159	0
Taf1	30.666667	0	0	0	0	0	138	159	0	0	0	0	71	0
Rpl14	30.583333	0	0	0	0	0	146	221	0	0	0	0	0	0
Pnp	30.583333	128	0	0	0	0	0	81	0	0	0	0	158	0
H2-Ob	30.583333	367	0	0	0	0	0	0	0	0	0	0	0	0
Cldnd2	30.583333	157	0	0	0	0	104	106	0	0	0	0	0	0
Tnfrsf13c	30.500000	366	0	0	0	0	0	0	0	0	0	0	0	0
Ptrhd1	30.500000	366	0	0	0	0	0	0	0	0	0	0	0	0
Cenpo	30.500000	366	0	0	0	0	0	0	0	0	0	0	0	0
Cd200r3	30.500000	0	0	0	0	0	0	198	0	0	0	0	168	0
Depdc5	30.416667	165	0	0	0	0	97	103	0	0	0	0	0	0
Zfp106	30.333333	364	0	0	0	0	0	0	0	0	0	0	0	0
Snap23	30.333333	364	0	0	0	0	0	0	0	0	0	0	0	0
Plet1	30.333333	251	0	0	0	0	0	113	0	0	0	0	0	0
Clec4b1	30.333333	364	0	0	0	0	0	0	0	0	0	0	0	0
Rnf19b	30.250000	363	0	0	0	0	0	0	0	0	0	0	0	0
Pde6c	30.250000	363	0	0	0	0	0	0	0	0	0	0	0	0
Mtrf1	30.250000	180	0	0	0	0	0	0	0	0	0	0	183	0
Lsm6	30.250000	0	0	0	0	89	78	196	0	0	0	0	0	0
Ech1	30.250000	241	0	0	0	0	0	122	0	0	0	0	0	0
Olfr1257	30.166667	362	0	0	0	0	0	0	0	0	0	0	0	0
Nedd8	30.166667	0	0	0	0	0	73	148	0	0	0	0	141	0
Ncstn	30.166667	97	0	0	0	0	110	155	0	0	0	0	0	0
Mrpl1	30.166667	115	0	0	0	0	69	178	0	0	0	0	0	0
Gmpr2	30.166667	0	0	0	0	0	73	148	0	0	0	0	141	0
Copa	30.166667	97	0	0	0	0	110	155	0	0	0	0	0	0
Zfp609	30.083333	201	0	0	0	0	0	0	0	0	0	0	160	0
Ndufaf7	30.083333	361	0	0	0	0	0	0	0	0	0	0	0	0
Ero1a	30.083333	0	0	0	0	0	142	219	0	0	0	0	0	0
Cebpz	30.083333	361	0	0	0	0	0	0	0	0	0	0	0	0
Vps39	30.000000	277	0	0	0	0	0	0	0	0	0	0	83	0
Traf1	30.000000	135	0	0	0	0	0	225	0	0	0	0	0	0
Klri1	30.000000	360	0	0	0	0	0	0	0	0	0	0	0	0
Ciita	30.000000	360	0	0	0	0	0	0	0	0	0	0	0	0
Zfp330	29.916667	0	0	0	0	83	83	193	0	0	0	0	0	0
Shisa5	29.916667	258	0	0	0	0	0	101	0	0	0	0	0	0
Rps7	29.916667	137	0	0	0	0	76	146	0	0	0	0	0	0
Rps12	29.916667	0	0	0	0	98	88	173	0	0	0	0	0	0
Nsd1	29.916667	359	0	0	0	0	0	0	0	0	0	0	0	0
Map3k8	29.916667	359	0	0	0	0	0	0	0	0	0	0	0	0
Ifi207	29.916667	359	0	0	0	0	0	0	0	0	0	0	0	0
Gata2	29.916667	0	0	0	0	66	91	202	0	0	0	0	0	0
Zbtb41	29.833333	0	0	0	0	139	87	132	0	0	0	0	0	0
Vcpkmt	29.833333	0	0	0	0	0	109	175	0	0	0	0	74	0
Trappc4	29.833333	161	0	0	0	0	92	105	0	0	0	0	0	0
Tox2	29.833333	0	0	0	0	0	179	179	0	0	0	0	0	0
Rps25	29.833333	161	0	0	0	0	92	105	0	0	0	0	0	0
Mcoln2	29.833333	0	0	0	0	0	76	150	0	0	0	0	132	0
AB124611	29.833333	358	0	0	0	0	0	0	0	0	0	0	0	0
Zbtb3	29.750000	238	0	0	0	0	0	119	0	0	0	0	0	0
Tcf3	29.750000	264	0	0	0	0	0	93	0	0	0	0	0	0
Slc27a2	29.750000	357	0	0	0	0	0	0	0	0	0	0	0	0
Polr2g	29.750000	238	0	0	0	0	0	119	0	0	0	0	0	0
Ddx55	29.750000	0	0	0	0	82	95	180	0	0	0	0	0	0
Ube2g2	29.666667	156	0	0	0	0	0	130	0	0	0	0	70	0
Pacsin3	29.666667	356	0	0	0	0	0	0	0	0	0	0	0	0
Mavs	29.666667	356	0	0	0	0	0	0	0	0	0	0	0	0
Atxn7	29.666667	0	0	0	0	75	118	163	0	0	0	0	0	0
Per2	29.583333	0	0	0	0	107	82	166	0	0	0	0	0	0
Pabpc1	29.583333	355	0	0	0	0	0	0	0	0	0	0	0	0
Prkacb	29.500000	354	0	0	0	0	0	0	0	0	0	0	0	0
Mfhas1	29.500000	354	0	0	0	0	0	0	0	0	0	0	0	0
Crebzf	29.500000	0	0	0	0	84	76	194	0	0	0	0	0	0
Vps54	29.416667	146	0	0	0	0	82	125	0	0	0	0	0	0
Soat2	29.416667	353	0	0	0	0	0	0	0	0	0	0	0	0
Nutm1	29.416667	353	0	0	0	0	0	0	0	0	0	0	0	0
Nub1	29.416667	285	0	0	0	0	68	0	0	0	0	0	0	0
Nop10	29.416667	353	0	0	0	0	0	0	0	0	0	0	0	0
Mras	29.416667	0	0	0	0	0	118	235	0	0	0	0	0	0
Smg9	29.333333	0	0	0	0	0	128	224	0	0	0	0	0	0
Mettl25	29.333333	0	0	0	0	111	76	165	0	0	0	0	0	0
Il2rg	29.333333	0	0	0	0	0	137	215	0	0	0	0	0	0
Gm614	29.333333	0	0	0	0	0	137	215	0	0	0	0	0	0
E2f8	29.333333	352	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc59	29.333333	0	0	0	0	111	76	165	0	0	0	0	0	0
Pank3	29.250000	141	0	0	0	0	81	129	0	0	0	0	0	0
Vps28	29.166667	213	0	0	0	0	0	137	0	0	0	0	0	0
Gbp10	29.166667	0	0	0	0	112	0	153	0	0	0	0	85	0
Arl15	29.166667	200	0	0	0	0	0	150	0	0	0	0	0	0
Atxn7l1	29.083333	111	0	0	0	0	0	150	0	0	0	0	88	0
Zfp622	29.000000	169	0	0	0	0	85	94	0	0	0	0	0	0
Srebf2	29.000000	206	0	0	0	0	0	142	0	0	0	0	0	0
Socs1	29.000000	239	0	0	0	0	0	109	0	0	0	0	0	0
Rmc1	29.000000	348	0	0	0	0	0	0	0	0	0	0	0	0
Neurl2	29.000000	348	0	0	0	0	0	0	0	0	0	0	0	0
Dnaja1	29.000000	0	0	0	0	99	116	133	0	0	0	0	0	0
Ctsa	29.000000	348	0	0	0	0	0	0	0	0	0	0	0	0
Ubap2l	28.916667	0	0	0	0	0	94	146	0	0	0	0	107	0
4933434E20Rik	28.916667	0	0	0	0	0	94	146	0	0	0	0	107	0
Zc3h3	28.833333	201	0	0	0	0	0	145	0	0	0	0	0	0
Skp1	28.833333	247	0	0	0	0	0	99	0	0	0	0	0	0
Mcub	28.833333	0	0	0	0	77	112	157	0	0	0	0	0	0
Eogt	28.833333	346	0	0	0	0	0	0	0	0	0	0	0	0
C130050O18Rik	28.833333	346	0	0	0	0	0	0	0	0	0	0	0	0
Zpbp2	28.750000	0	0	0	0	0	87	258	0	0	0	0	0	0
Sbsn	28.750000	345	0	0	0	0	0	0	0	0	0	0	0	0
Ikzf3	28.750000	0	0	0	0	0	87	258	0	0	0	0	0	0
Gcnt2	28.750000	345	0	0	0	0	0	0	0	0	0	0	0	0
Trappc3	28.666667	131	0	0	0	0	106	107	0	0	0	0	0	0
Pom121	28.666667	203	0	0	0	0	0	141	0	0	0	0	0	0
Pole3	28.666667	344	0	0	0	0	0	0	0	0	0	0	0	0
Map7d1	28.666667	131	0	0	0	0	106	107	0	0	0	0	0	0
Hcls1	28.666667	344	0	0	0	0	0	0	0	0	0	0	0	0
Alad	28.666667	344	0	0	0	0	0	0	0	0	0	0	0	0
4933430I17Rik	28.666667	344	0	0	0	0	0	0	0	0	0	0	0	0
Prelid2	28.583333	226	0	0	0	0	0	0	0	0	0	0	117	0
Lax1	28.583333	0	0	0	0	64	148	131	0	0	0	0	0	0
Gprin3	28.583333	0	0	0	0	131	78	134	0	0	0	0	0	0
Atg16l2	28.583333	0	0	0	0	89	77	177	0	0	0	0	0	0
Spred2	28.500000	186	0	0	0	0	0	156	0	0	0	0	0	0
Ptch1	28.500000	0	0	0	0	0	120	222	0	0	0	0	0	0
Cpa3	28.500000	0	0	0	0	0	134	208	0	0	0	0	0	0
Tox4	28.416667	188	0	0	0	0	0	153	0	0	0	0	0	0
Tbc1d30	28.416667	0	0	0	0	0	121	220	0	0	0	0	0	0
Rab2b	28.416667	188	0	0	0	0	0	153	0	0	0	0	0	0
Ddx1	28.416667	0	0	0	0	95	107	139	0	0	0	0	0	0
Adgrg5	28.416667	0	0	0	0	0	113	228	0	0	0	0	0	0
Slc26a8	28.333333	160	0	0	0	0	0	86	0	0	0	0	94	0
Polr1b	28.333333	0	0	0	0	0	142	198	0	0	0	0	0	0
Mapk14	28.333333	160	0	0	0	0	0	86	0	0	0	0	94	0
Map3k14	28.333333	187	0	0	0	0	0	153	0	0	0	0	0	0
Atp6v1g1	28.333333	340	0	0	0	0	0	0	0	0	0	0	0	0
Zbtb7b	28.166667	0	0	0	0	0	116	121	0	0	0	0	101	0
Slc9b2	28.166667	338	0	0	0	0	0	0	0	0	0	0	0	0
Sart3	28.166667	338	0	0	0	0	0	0	0	0	0	0	0	0
Iscu	28.166667	338	0	0	0	0	0	0	0	0	0	0	0	0
Clec4e	28.166667	338	0	0	0	0	0	0	0	0	0	0	0	0
Il6ra	28.083333	337	0	0	0	0	0	0	0	0	0	0	0	0
Flt3l	28.083333	0	0	0	0	0	126	211	0	0	0	0	0	0
Zdhhc13	28.000000	173	0	0	0	0	0	163	0	0	0	0	0	0
Ppp1r18	28.000000	0	0	0	0	0	100	236	0	0	0	0	0	0
Pdcd4	28.000000	0	0	0	0	0	111	225	0	0	0	0	0	0
Nrm	28.000000	0	0	0	0	0	100	236	0	0	0	0	0	0
Neurl1a	28.000000	336	0	0	0	0	0	0	0	0	0	0	0	0
Isyna1	27.916667	247	0	0	0	0	0	88	0	0	0	0	0	0
Dpagt1	27.916667	0	0	0	0	0	94	147	0	0	0	0	94	0
B3gntl1	27.916667	216	0	0	0	0	0	119	0	0	0	0	0	0
Spry2	27.833333	0	0	0	0	119	82	133	0	0	0	0	0	0
Selenoi	27.833333	225	0	0	0	0	0	109	0	0	0	0	0	0
Rab11fip1	27.833333	0	0	0	0	0	0	126	0	0	0	0	208	0
Atp6ap2	27.833333	334	0	0	0	0	0	0	0	0	0	0	0	0
Tram1	27.750000	92	0	0	0	0	0	100	0	0	0	0	141	0
Olfr1378	27.750000	0	0	0	0	0	76	257	0	0	0	0	0	0
Col24a1	27.750000	333	0	0	0	0	0	0	0	0	0	0	0	0
Traf3ip3	27.666667	332	0	0	0	0	0	0	0	0	0	0	0	0
Fam53c	27.666667	332	0	0	0	0	0	0	0	0	0	0	0	0
Ctdsp2	27.666667	0	0	0	0	58	106	168	0	0	0	0	0	0
Csde1	27.666667	110	0	0	0	137	85	0	0	0	0	0	0	0
Cpne6	27.666667	260	0	0	0	0	0	0	0	0	0	0	72	0
Mtch2	27.583333	0	0	0	0	0	116	130	0	0	0	0	85	0
Mpp4	27.583333	0	0	0	0	0	82	119	0	0	0	0	130	0
Lsm5	27.583333	0	0	0	0	105	93	133	0	0	0	0	0	0
Ghitm	27.583333	167	0	0	0	0	0	164	0	0	0	0	0	0
Tial1	27.500000	168	0	0	0	0	75	87	0	0	0	0	0	0
Nckap1	27.500000	330	0	0	0	0	0	0	0	0	0	0	0	0
Tvp23b	27.416667	0	0	0	0	0	0	189	0	0	0	0	140	0
Tmem33	27.416667	148	0	0	0	0	84	97	0	0	0	0	0	0
Slc25a42	27.416667	0	0	0	0	0	0	224	0	0	0	0	105	0
Kif5b	27.416667	114	0	0	0	0	90	125	0	0	0	0	0	0
Eif3c	27.416667	0	0	0	0	0	98	165	0	0	0	0	66	0
Bcl2a1d	27.416667	329	0	0	0	0	0	0	0	0	0	0	0	0
Tm9sf4	27.333333	256	0	0	0	0	0	72	0	0	0	0	0	0
Rmi1	27.333333	0	0	0	0	0	112	216	0	0	0	0	0	0
Ndc80	27.333333	0	0	0	0	86	92	150	0	0	0	0	0	0
Hnrnpk	27.333333	0	0	0	0	0	112	216	0	0	0	0	0	0
Rbm39	27.250000	248	0	0	0	0	0	79	0	0	0	0	0	0
Erbin	27.250000	0	0	0	0	0	107	220	0	0	0	0	0	0
1810010H24Rik	27.250000	233	0	0	0	0	0	94	0	0	0	0	0	0
Usp39	27.166667	170	0	0	0	0	0	156	0	0	0	0	0	0
Mark4	27.166667	326	0	0	0	0	0	0	0	0	0	0	0	0
Klk1b8	27.166667	326	0	0	0	0	0	0	0	0	0	0	0	0
H4c18	27.166667	326	0	0	0	0	0	0	0	0	0	0	0	0
Exoc3l2	27.166667	326	0	0	0	0	0	0	0	0	0	0	0	0
Dus4l	27.166667	0	0	0	0	0	0	98	0	0	0	0	228	0
Cog5	27.166667	0	0	0	0	0	0	98	0	0	0	0	228	0
0610030E20Rik	27.166667	170	0	0	0	0	0	156	0	0	0	0	0	0
Zfat	27.083333	325	0	0	0	0	0	0	0	0	0	0	0	0
Pold1	27.083333	0	0	0	0	0	96	229	0	0	0	0	0	0
Pacsin2	27.083333	325	0	0	0	0	0	0	0	0	0	0	0	0
Ggnbp2	27.083333	0	0	0	0	0	0	156	0	0	0	0	169	0
Dohh	27.083333	0	0	0	0	102	68	155	0	0	0	0	0	0
Chit1	27.083333	206	0	0	0	0	0	119	0	0	0	0	0	0
Cdkn2c	27.083333	325	0	0	0	0	0	0	0	0	0	0	0	0
Ccnd1	27.083333	325	0	0	0	0	0	0	0	0	0	0	0	0
Atp1b3	27.083333	0	0	0	0	105	115	105	0	0	0	0	0	0
Trp53rkb	27.000000	204	0	0	0	0	0	120	0	0	0	0	0	0
Spty2d1	27.000000	0	0	0	0	0	107	217	0	0	0	0	0	0
Rab27a	27.000000	0	0	0	0	91	69	164	0	0	0	0	0	0
Il1r1	27.000000	221	0	0	0	0	0	103	0	0	0	0	0	0
Htra3	27.000000	324	0	0	0	0	0	0	0	0	0	0	0	0
Blk	27.000000	324	0	0	0	0	0	0	0	0	0	0	0	0
Prr12	26.916667	210	0	0	0	0	0	113	0	0	0	0	0	0
Ints14	26.916667	323	0	0	0	0	0	0	0	0	0	0	0	0
Ubash3b	26.833333	322	0	0	0	0	0	0	0	0	0	0	0	0
H2-Ea	26.833333	322	0	0	0	0	0	0	0	0	0	0	0	0
Dzip3	26.833333	322	0	0	0	0	0	0	0	0	0	0	0	0
Cip2a	26.833333	322	0	0	0	0	0	0	0	0	0	0	0	0
Tmem120b	26.750000	321	0	0	0	0	0	0	0	0	0	0	0	0
Ptk2	26.750000	321	0	0	0	0	0	0	0	0	0	0	0	0
Nudt9	26.750000	321	0	0	0	0	0	0	0	0	0	0	0	0
Nars2	26.750000	0	0	0	0	82	80	159	0	0	0	0	0	0
Map2k4	26.750000	148	0	0	0	0	0	173	0	0	0	0	0	0
Lag3	26.750000	0	0	0	0	0	0	131	0	0	0	0	190	0
Eif3l	26.666667	149	0	0	0	0	0	171	0	0	0	0	0	0
Cisd3	26.666667	320	0	0	0	0	0	0	0	0	0	0	0	0
App	26.666667	320	0	0	0	0	0	0	0	0	0	0	0	0
1700025G04Rik	26.666667	320	0	0	0	0	0	0	0	0	0	0	0	0
Prrt1	26.583333	0	0	0	0	0	145	174	0	0	0	0	0	0
Ppt2	26.583333	0	0	0	0	0	145	174	0	0	0	0	0	0
Orai2	26.583333	259	0	0	0	0	0	60	0	0	0	0	0	0
Neil1	26.583333	319	0	0	0	0	0	0	0	0	0	0	0	0
Cntnap2	26.583333	319	0	0	0	0	0	0	0	0	0	0	0	0
Ankhd1	26.583333	231	0	0	0	0	88	0	0	0	0	0	0	0
Rrp12	26.500000	318	0	0	0	0	0	0	0	0	0	0	0	0
Rab43	26.500000	182	0	0	0	0	0	136	0	0	0	0	0	0
