Target_genes	Erf|Average	SRX2871267|ES_cells	SRX2871268|ES_cells	SRX2871269|ES_cells	SRX2871270|ES_cells	SRX2871271|ES_cells	SRX2871272|ES_cells	SRX209937|MEF	SRX209938|MEF	SRX2796981|Prostate_organoids	SRX2796982|Prostate_organoids	SRX2796983|Prostate_organoids	SRX2796984|Prostate_organoids	SRX2796985|Prostate_organoids	SRX2796986|Prostate_organoids	SRX2796987|Prostate_organoids	SRX2796988|Prostate_organoids	STRING
Sned1	16.937500	0	0	0	0	0	0	0	0	138	133	0	0	0	0	0	0	0
Ripk2	16.937500	0	0	0	0	0	0	166	0	105	0	0	0	0	0	0	0	0
Rbm42	16.937500	0	0	0	0	0	0	0	0	155	116	0	0	0	0	0	0	0
Rai14	16.937500	0	0	0	0	0	0	0	0	168	103	0	0	0	0	0	0	0
Rab40c	16.937500	0	0	0	0	0	0	176	0	0	95	0	0	0	0	0	0	0
Ppp6r1	16.937500	0	0	0	0	0	0	0	0	180	91	0	0	0	0	0	0	0
Pomgnt2	16.937500	0	0	0	0	0	0	0	0	176	95	0	0	0	0	0	0	0
Osbpl7	16.937500	0	0	0	0	0	0	138	0	133	0	0	0	0	0	0	0	0
Nit2	16.937500	0	0	0	0	0	0	0	0	140	131	0	0	0	0	0	0	0
Mif	16.937500	0	0	0	0	0	0	0	0	156	115	0	0	0	0	0	0	0
Itga1	16.937500	0	105	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0
Zcchc2	16.875000	0	0	0	0	0	0	175	0	95	0	0	0	0	0	0	0	0
Ust	16.875000	0	0	0	0	0	0	0	0	161	109	0	0	0	0	0	0	0
Uqcc2	16.875000	0	0	0	0	0	0	0	0	162	108	0	0	0	0	0	0	0
Pgk1	16.875000	0	0	0	0	0	0	0	0	194	76	0	0	0	0	0	0	0
Nsmf	16.875000	0	0	0	0	0	0	0	0	137	133	0	0	0	0	0	0	0
Neu3	16.875000	0	0	0	0	0	0	0	0	164	106	0	0	0	0	0	0	0
Ndufb6	16.875000	0	0	0	0	0	0	0	0	176	94	0	0	0	0	0	0	0
Myo1b	16.875000	0	0	0	0	0	0	0	0	180	90	0	0	0	0	0	0	0
Msh3	16.875000	0	0	0	0	0	0	0	0	160	0	0	110	0	0	0	0	0
Id1	16.875000	0	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ebf4	16.875000	0	0	0	0	0	0	270	0	0	0	0	0	0	0	0	0	0
Dhfr	16.875000	0	0	0	0	0	0	0	0	160	0	0	110	0	0	0	0	0
Dcp1b	16.875000	0	0	0	0	0	0	0	0	154	116	0	0	0	0	0	0	0
Cln5	16.875000	0	0	0	0	0	0	0	0	154	0	0	116	0	0	0	0	0
Clec12a	16.875000	0	0	0	0	0	0	0	0	0	0	126	144	0	0	0	0	0
Camsap3	16.875000	0	0	0	0	0	0	0	0	98	172	0	0	0	0	0	0	0
Adh5	16.875000	0	0	0	0	0	0	0	0	166	104	0	0	0	0	0	0	0
Trim3	16.812500	0	0	0	0	0	0	0	0	160	109	0	0	0	0	0	0	0
Snrnp48	16.812500	0	0	0	0	0	0	0	0	141	128	0	0	0	0	0	0	0
Polr1d	16.812500	0	0	0	0	0	0	0	0	171	0	0	98	0	0	0	0	0
Nde1	16.812500	0	0	0	0	0	0	0	0	186	0	0	83	0	0	0	0	0
Marf1	16.812500	0	0	0	0	0	0	0	0	186	0	0	83	0	0	0	0	0
Lyrm9	16.812500	0	0	0	0	0	0	0	0	200	69	0	0	0	0	0	0	0
Lnx2	16.812500	0	0	0	0	0	0	0	0	171	0	0	98	0	0	0	0	0
Gpr87	16.812500	0	0	0	0	0	0	0	0	189	80	0	0	0	0	0	0	0
Fads1	16.812500	0	0	0	0	0	0	143	0	126	0	0	0	0	0	0	0	0
Eef1g	16.812500	0	0	0	0	0	0	0	0	177	92	0	0	0	0	0	0	0
Dtx2	16.812500	0	0	0	0	0	0	0	0	173	96	0	0	0	0	0	0	0
Dgcr6	16.812500	0	0	0	0	0	0	0	0	177	92	0	0	0	0	0	0	0
Cbx4	16.812500	0	0	0	0	0	0	106	0	163	0	0	0	0	0	0	0	0
Zfp362	16.750000	0	0	0	0	0	0	0	0	151	117	0	0	0	0	0	0	0
Uhrf1bp1l	16.750000	0	0	0	0	0	0	0	0	123	145	0	0	0	0	0	0	0
Trpv1	16.750000	0	0	0	0	0	0	0	0	154	114	0	0	0	0	0	0	0
Tmco6	16.750000	0	0	0	0	0	0	0	0	187	81	0	0	0	0	0	0	0
Supt20	16.750000	0	0	0	0	0	0	0	0	165	103	0	0	0	0	0	0	0
Rtn4r	16.750000	0	0	0	0	0	0	0	0	171	97	0	0	0	0	0	0	0
Rap2a	16.750000	0	0	0	0	0	0	0	0	145	123	0	0	0	0	0	0	0
Poln	16.750000	0	0	0	0	0	0	111	0	157	0	0	0	0	0	0	0	0
Nsun6	16.750000	0	0	0	0	0	0	0	0	111	157	0	0	0	0	0	0	0
Hif1a	16.750000	0	0	0	0	0	0	0	0	135	133	0	0	0	0	0	0	0
Haus3	16.750000	0	0	0	0	0	0	111	0	157	0	0	0	0	0	0	0	0
Dapk2	16.750000	0	0	0	0	0	0	0	0	130	138	0	0	0	0	0	0	0
Cep70	16.750000	0	0	0	0	0	0	0	0	149	119	0	0	0	0	0	0	0
Atf3	16.750000	0	0	0	0	0	0	0	0	172	96	0	0	0	0	0	0	0
Arl5b	16.750000	0	0	0	0	0	0	0	0	111	157	0	0	0	0	0	0	0
Xiap	16.687500	0	0	0	0	0	0	0	0	146	121	0	0	0	0	0	0	0
Wdr45	16.687500	0	0	0	0	0	0	0	0	171	96	0	0	0	0	0	0	0
Vps13c	16.687500	0	0	0	0	0	0	0	0	192	75	0	0	0	0	0	0	0
Tmprss11e	16.687500	0	0	0	0	0	0	0	0	162	0	0	105	0	0	0	0	0
Stxbp5	16.687500	0	0	0	0	0	0	0	0	148	119	0	0	0	0	0	0	0
Stim1	16.687500	0	0	0	0	0	0	0	0	115	152	0	0	0	0	0	0	0
Slc25a5	16.687500	0	0	0	0	0	0	0	0	150	117	0	0	0	0	0	0	0
Prdm10	16.687500	0	0	0	0	0	0	0	0	168	99	0	0	0	0	0	0	0
Ppp2r2d	16.687500	0	0	0	0	0	0	0	0	189	78	0	0	0	0	0	0	0
Phlpp1	16.687500	0	0	0	0	0	0	115	0	152	0	0	0	0	0	0	0	0
Myh14	16.687500	0	0	0	0	0	0	0	0	201	66	0	0	0	0	0	0	0
Mapk1ip1	16.687500	0	0	0	0	0	0	0	0	189	78	0	0	0	0	0	0	0
Lmo7	16.687500	0	0	0	0	0	0	0	0	267	0	0	0	0	0	0	0	0
Lin9	16.687500	0	0	0	0	0	0	0	0	178	89	0	0	0	0	0	0	0
Ddx11	16.687500	0	0	0	0	0	0	0	0	152	115	0	0	0	0	0	0	0
Cdh3	16.687500	0	124	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0
Cars	16.687500	0	0	0	0	0	0	0	0	180	87	0	0	0	0	0	0	0
Abcb1b	16.687500	0	0	0	0	0	0	0	0	159	108	0	0	0	0	0	0	0
Tmprss2	16.625000	0	0	0	0	0	0	0	0	146	120	0	0	0	0	0	0	0
Tfcp2	16.625000	0	0	0	0	0	0	0	0	266	0	0	0	0	0	0	0	0
Sptbn1	16.625000	0	0	0	0	0	0	0	0	193	73	0	0	0	0	0	0	0
Rnls	16.625000	0	0	0	0	0	0	266	0	0	0	0	0	0	0	0	0	0
Rnf170	16.625000	0	0	0	0	0	0	0	0	158	108	0	0	0	0	0	0	0
Rhox3h	16.625000	0	0	0	0	0	0	266	0	0	0	0	0	0	0	0	0	0
Rhox2h	16.625000	0	0	0	0	0	0	266	0	0	0	0	0	0	0	0	0	0
Phldb3	16.625000	0	0	0	0	0	0	0	0	175	91	0	0	0	0	0	0	0
Papss1	16.625000	0	0	0	0	0	0	0	0	143	123	0	0	0	0	0	0	0
Mtfr2	16.625000	0	0	0	0	0	0	0	0	149	117	0	0	0	0	0	0	0
Lemd3	16.625000	0	0	0	0	0	0	0	0	186	80	0	0	0	0	0	0	0
Ifitm5	16.625000	0	0	0	0	0	0	0	0	266	0	0	0	0	0	0	0	0
Hook3	16.625000	0	0	0	0	0	0	0	0	158	108	0	0	0	0	0	0	0
Flcn	16.625000	0	0	0	0	0	0	0	0	144	122	0	0	0	0	0	0	0
Dcp2	16.625000	0	0	0	0	0	0	0	0	141	125	0	0	0	0	0	0	0
Cst3	16.625000	0	0	0	0	0	0	0	0	196	70	0	0	0	0	0	0	0
Clca4a	16.625000	0	0	0	0	0	0	266	0	0	0	0	0	0	0	0	0	0
Zfp7	16.562500	0	0	0	0	0	0	141	0	124	0	0	0	0	0	0	0	0
Trp53tg5	16.562500	0	0	0	0	0	0	0	0	131	134	0	0	0	0	0	0	0
Slc25a24	16.562500	0	0	0	0	0	0	0	0	156	109	0	0	0	0	0	0	0
Pold4	16.562500	0	0	0	0	0	0	174	0	91	0	0	0	0	0	0	0	0
Plrg1	16.562500	0	0	0	0	0	0	0	0	190	75	0	0	0	0	0	0	0
Pex5	16.562500	0	0	0	0	0	0	0	0	157	108	0	0	0	0	0	0	0
Dnaja2	16.562500	0	0	0	0	0	0	0	0	170	95	0	0	0	0	0	0	0
Dip2c	16.562500	0	0	0	0	0	0	0	0	169	96	0	0	0	0	0	0	0
Cox20	16.562500	0	0	0	0	0	0	0	0	154	111	0	0	0	0	0	0	0
Ascc1	16.562500	0	0	0	0	0	0	0	0	184	81	0	0	0	0	0	0	0
Apol7a	16.562500	0	0	0	0	0	0	0	0	161	104	0	0	0	0	0	0	0
Anapc16	16.562500	0	0	0	0	0	0	0	0	184	81	0	0	0	0	0	0	0
Zfp788	16.500000	0	0	0	0	0	0	132	0	132	0	0	0	0	0	0	0	0
Syn3	16.500000	0	0	0	0	0	0	0	0	159	105	0	0	0	0	0	0	0
Spen	16.500000	0	0	0	0	0	0	0	0	140	124	0	0	0	0	0	0	0
Sgms2	16.500000	0	0	0	0	0	0	0	0	156	108	0	0	0	0	0	0	0
Rnf145	16.500000	0	0	0	0	0	0	175	0	89	0	0	0	0	0	0	0	0
Rabep1	16.500000	0	0	0	0	0	0	0	0	151	113	0	0	0	0	0	0	0
Ptk2b	16.500000	0	0	0	0	0	0	0	0	133	131	0	0	0	0	0	0	0
Papln	16.500000	0	0	0	0	0	0	0	0	264	0	0	0	0	0	0	0	0
Mnt	16.500000	0	0	0	0	0	0	185	0	79	0	0	0	0	0	0	0	0
Mib2	16.500000	0	0	0	0	0	0	113	0	151	0	0	0	0	0	0	0	0
Gm11595	16.500000	0	0	0	0	0	0	0	0	161	103	0	0	0	0	0	0	0
Fbxo6	16.500000	0	0	0	0	0	0	0	0	167	97	0	0	0	0	0	0	0
Bnip5	16.500000	0	0	0	0	0	0	143	0	121	0	0	0	0	0	0	0	0
Bbx	16.500000	0	0	0	0	0	0	0	0	138	0	0	126	0	0	0	0	0
Atp1b3	16.500000	0	0	0	0	0	0	0	0	172	92	0	0	0	0	0	0	0
Abcb6	16.500000	0	0	0	0	0	0	0	0	150	114	0	0	0	0	0	0	0
Vps39	16.437500	0	0	0	0	0	0	0	0	175	88	0	0	0	0	0	0	0
Tnrc18	16.437500	0	0	0	0	0	0	0	0	165	98	0	0	0	0	0	0	0
Sumo2	16.437500	0	0	0	0	0	0	0	0	160	103	0	0	0	0	0	0	0
Serpinb11	16.437500	0	0	0	0	0	0	0	0	173	90	0	0	0	0	0	0	0
Sel1l	16.437500	0	0	0	0	0	0	127	0	136	0	0	0	0	0	0	0	0
Pccb	16.437500	0	0	0	0	0	0	0	0	146	117	0	0	0	0	0	0	0
Kif18b	16.437500	0	0	0	0	0	0	0	0	183	80	0	0	0	0	0	0	0
Hap1	16.437500	0	0	0	0	0	0	143	0	120	0	0	0	0	0	0	0	0
H4c4	16.437500	0	0	0	0	0	0	152	0	111	0	0	0	0	0	0	0	0
Cldn13	16.437500	0	0	0	0	0	0	158	0	105	0	0	0	0	0	0	0	0
Zfhx3	16.375000	0	0	0	0	0	0	157	0	105	0	0	0	0	0	0	0	0
Stk40	16.375000	0	0	0	0	0	0	0	0	169	93	0	0	0	0	0	0	0
Skint3	16.375000	0	0	0	0	0	0	0	0	156	106	0	0	0	0	0	0	0
Scmh1	16.375000	0	0	0	0	0	0	0	0	156	106	0	0	0	0	0	0	0
Rom1	16.375000	0	0	0	0	0	0	0	0	155	107	0	0	0	0	0	0	0
Rnf38	16.375000	0	0	0	0	0	0	0	0	156	106	0	0	0	0	0	0	0
Rnd3	16.375000	0	0	0	0	0	0	0	0	163	99	0	0	0	0	0	0	0
Mavs	16.375000	0	0	0	0	0	0	0	0	150	112	0	0	0	0	0	0	0
Ly6g6f	16.375000	0	0	0	0	0	0	0	0	132	130	0	0	0	0	0	0	0
Lpcat4	16.375000	0	0	0	0	0	0	0	0	156	0	0	106	0	0	0	0	0
Gss	16.375000	0	0	0	0	0	0	0	0	132	130	0	0	0	0	0	0	0
Fut10	16.375000	0	0	0	0	0	0	141	0	121	0	0	0	0	0	0	0	0
Eml3	16.375000	0	0	0	0	0	0	0	0	155	107	0	0	0	0	0	0	0
Cstb	16.375000	0	0	0	0	0	0	0	0	173	89	0	0	0	0	0	0	0
Ccsap	16.375000	0	0	0	0	0	0	0	0	168	94	0	0	0	0	0	0	0
Ccdc166	16.375000	0	0	0	0	0	0	144	0	118	0	0	0	0	0	0	0	0
Atp11a	16.375000	0	0	0	0	0	0	0	0	167	95	0	0	0	0	0	0	0
Asah1	16.375000	0	0	0	0	0	0	0	0	158	104	0	0	0	0	0	0	0
Akain1	16.375000	0	0	0	0	0	0	133	0	129	0	0	0	0	0	0	0	0
Abhd16a	16.375000	0	0	0	0	0	0	0	0	132	130	0	0	0	0	0	0	0
Zfp36	16.312500	0	0	0	0	0	0	130	0	0	131	0	0	0	0	0	0	0
Stk3	16.312500	0	0	0	0	0	0	0	0	139	122	0	0	0	0	0	0	0
Smim26	16.312500	0	0	0	0	0	0	150	0	111	0	0	0	0	0	0	0	0
Mpdz	16.312500	0	0	0	0	0	0	0	0	121	0	0	140	0	0	0	0	0
Mecr	16.312500	0	0	0	0	0	0	141	0	0	120	0	0	0	0	0	0	0
Limd1	16.312500	0	0	0	0	0	0	0	0	173	0	0	88	0	0	0	0	0
Gm3696	16.312500	0	0	0	0	0	0	171	0	90	0	0	0	0	0	0	0	0
Fam210b	16.312500	0	0	0	0	0	0	0	0	157	104	0	0	0	0	0	0	0
Dst	16.312500	0	0	0	0	0	0	0	0	143	118	0	0	0	0	0	0	0
Cfap20dc	16.312500	0	0	0	0	0	0	115	0	146	0	0	0	0	0	0	0	0
Catsperg1	16.312500	0	0	0	0	0	0	156	0	105	0	0	0	0	0	0	0	0
Carhsp1	16.312500	0	0	0	0	0	0	0	0	152	109	0	0	0	0	0	0	0
Capza2	16.312500	0	0	0	0	0	0	0	0	156	105	0	0	0	0	0	0	0
Asrgl1	16.312500	0	0	0	0	0	261	0	0	0	0	0	0	0	0	0	0	0
Zbtb25	16.250000	0	0	0	0	0	0	149	0	111	0	0	0	0	0	0	0	0
Zbtb1	16.250000	0	0	0	0	0	0	149	0	111	0	0	0	0	0	0	0	0
Tom1l1	16.250000	0	0	0	0	0	0	0	0	143	117	0	0	0	0	0	0	0
Timeless	16.250000	0	0	0	0	0	0	0	0	125	135	0	0	0	0	0	0	0
Tgm1	16.250000	0	0	0	0	0	0	0	0	144	116	0	0	0	0	0	0	0
Sub1	16.250000	0	0	0	0	0	0	0	0	147	113	0	0	0	0	0	0	0
Slc9a3r2	16.250000	0	0	0	0	0	0	145	0	115	0	0	0	0	0	0	0	0
Scrn2	16.250000	0	0	0	0	0	0	0	0	105	155	0	0	0	0	0	0	0
Nectin2	16.250000	0	0	0	0	0	0	0	0	260	0	0	0	0	0	0	0	0
Mapk7	16.250000	0	0	0	0	0	0	0	0	158	102	0	0	0	0	0	0	0
Kif13a	16.250000	0	0	0	0	0	0	0	0	131	129	0	0	0	0	0	0	0
Gm14305	16.250000	0	0	0	0	0	0	177	0	83	0	0	0	0	0	0	0	0
Chd5	16.250000	0	0	0	0	0	0	0	0	165	95	0	0	0	0	0	0	0
Cfl2	16.250000	0	0	0	0	0	0	0	0	142	118	0	0	0	0	0	0	0
Btg2	16.250000	0	0	0	0	0	0	0	0	172	88	0	0	0	0	0	0	0
Bcr	16.250000	0	0	0	0	0	0	0	0	154	0	0	106	0	0	0	0	0
Aqp5	16.250000	0	0	0	0	0	0	101	0	159	0	0	0	0	0	0	0	0
Usp31	16.187500	0	0	0	0	0	0	0	0	146	113	0	0	0	0	0	0	0
Unc119b	16.187500	0	0	0	0	0	0	0	0	120	0	0	139	0	0	0	0	0
Sema6a	16.187500	0	0	0	0	0	0	147	0	112	0	0	0	0	0	0	0	0
Rock2	16.187500	0	0	0	0	0	0	0	0	146	113	0	0	0	0	0	0	0
Rad9a	16.187500	0	0	0	0	0	0	0	0	162	97	0	0	0	0	0	0	0
Prkx	16.187500	0	0	0	0	0	0	0	0	259	0	0	0	0	0	0	0	0
Mtr	16.187500	0	0	0	0	0	0	0	0	259	0	0	0	0	0	0	0	0
Mlph	16.187500	0	0	0	0	0	0	160	99	0	0	0	0	0	0	0	0	0
Med26	16.187500	0	0	0	0	0	0	0	0	116	143	0	0	0	0	0	0	0
Lrch1	16.187500	0	0	0	0	0	0	115	0	144	0	0	0	0	0	0	0	0
Lhx1	16.187500	0	0	0	0	0	0	259	0	0	0	0	0	0	0	0	0	0
Lgals2	16.187500	0	0	0	0	0	0	259	0	0	0	0	0	0	0	0	0	0
Itga5	16.187500	0	0	0	0	0	0	0	0	173	86	0	0	0	0	0	0	0
Itga2	16.187500	0	0	0	0	0	0	0	0	259	0	0	0	0	0	0	0	0
Dag1	16.187500	0	0	0	0	0	0	0	0	159	100	0	0	0	0	0	0	0
Bicdl1	16.187500	0	0	0	0	0	0	0	0	164	95	0	0	0	0	0	0	0
Atp6v0a2	16.187500	0	0	0	0	0	0	0	0	170	89	0	0	0	0	0	0	0
Tmem229b	16.125000	0	0	0	0	0	0	0	0	105	0	0	153	0	0	0	0	0
Tlk1	16.125000	0	0	0	0	0	0	0	0	151	107	0	0	0	0	0	0	0
Slc4a7	16.125000	0	0	0	0	0	0	0	0	166	92	0	0	0	0	0	0	0
Rras2	16.125000	0	0	0	0	0	0	0	0	133	125	0	0	0	0	0	0	0
Rcan3	16.125000	0	0	0	0	0	0	107	0	151	0	0	0	0	0	0	0	0
Rb1	16.125000	0	0	0	0	0	0	0	0	152	106	0	0	0	0	0	0	0
Pdc	16.125000	0	0	0	0	0	0	0	0	135	0	0	123	0	0	0	0	0
Myo7a	16.125000	0	0	0	0	0	0	137	0	121	0	0	0	0	0	0	0	0
Mapk6	16.125000	0	0	0	0	0	0	0	0	167	91	0	0	0	0	0	0	0
Krt13	16.125000	0	0	0	0	0	0	0	0	179	79	0	0	0	0	0	0	0
Gdf5	16.125000	0	0	0	0	0	0	0	0	258	0	0	0	0	0	0	0	0
Fut1	16.125000	0	0	0	0	0	0	0	0	166	92	0	0	0	0	0	0	0
Fgf21	16.125000	0	0	0	0	0	0	0	0	166	92	0	0	0	0	0	0	0
Efr3a	16.125000	0	0	0	0	0	0	0	0	138	120	0	0	0	0	0	0	0
Ear4	16.125000	0	0	0	0	0	0	0	0	258	0	0	0	0	0	0	0	0
Ear14	16.125000	0	0	0	0	0	0	0	0	258	0	0	0	0	0	0	0	0
Chd1	16.125000	0	0	0	0	0	0	0	0	132	126	0	0	0	0	0	0	0
Bcl2l11	16.125000	0	0	0	0	0	0	0	0	176	82	0	0	0	0	0	0	0
Ang2	16.125000	0	0	0	0	0	0	0	0	258	0	0	0	0	0	0	0	0
Tssk1	16.062500	0	0	0	0	0	0	0	0	136	121	0	0	0	0	0	0	0
Tmem120b	16.062500	0	0	0	0	0	0	0	0	151	106	0	0	0	0	0	0	0
Rps6ka5	16.062500	0	143	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0
Pwp1	16.062500	0	0	0	0	0	0	0	0	139	118	0	0	0	0	0	0	0
Mon2	16.062500	0	0	0	0	0	0	0	0	143	114	0	0	0	0	0	0	0
Mbnl3	16.062500	0	0	0	0	0	0	0	0	257	0	0	0	0	0	0	0	0
Lrrc4	16.062500	0	0	0	0	0	0	0	0	150	0	0	107	0	0	0	0	0
Kdm2a	16.062500	0	0	0	0	0	0	0	0	174	83	0	0	0	0	0	0	0
Kcnj15	16.062500	0	0	0	0	0	0	257	0	0	0	0	0	0	0	0	0	0
Jcad	16.062500	0	0	0	0	0	0	0	0	164	0	0	93	0	0	0	0	0
Gng12	16.062500	0	0	0	0	0	0	0	0	149	108	0	0	0	0	0	0	0
Fuca1	16.062500	0	0	0	0	0	0	0	0	173	84	0	0	0	0	0	0	0
Foxg1	16.062500	0	0	0	0	0	0	159	0	98	0	0	0	0	0	0	0	0
Dgcr2	16.062500	0	0	0	0	0	0	0	0	136	121	0	0	0	0	0	0	0
Bmpr1a	16.062500	0	0	0	0	0	0	0	0	162	95	0	0	0	0	0	0	0
Bin1	16.062500	0	0	0	0	0	0	0	0	103	154	0	0	0	0	0	0	0
Acads	16.062500	0	0	0	0	0	0	0	0	139	118	0	0	0	0	0	0	0
4931428F04Rik	16.062500	0	0	0	0	0	0	0	0	114	143	0	0	0	0	0	0	0
Zfp395	16.000000	0	0	0	0	0	0	0	0	147	0	0	109	0	0	0	0	0
Ss18	16.000000	0	0	0	0	0	0	0	0	152	104	0	0	0	0	0	0	0
Slc31a2	16.000000	0	0	0	0	0	0	156	0	100	0	0	0	0	0	0	0	0
Samd8	16.000000	0	0	0	0	0	0	0	0	136	0	0	120	0	0	0	0	0
Ppfia2	16.000000	0	0	0	0	0	0	256	0	0	0	0	0	0	0	0	0	0
Pdia6	16.000000	0	0	0	0	0	0	0	0	142	114	0	0	0	0	0	0	0
Mfn1	16.000000	0	0	0	0	0	0	0	0	116	140	0	0	0	0	0	0	0
Macrod1	16.000000	0	0	0	0	0	0	256	0	0	0	0	0	0	0	0	0	0
Grk6	16.000000	0	0	0	0	0	0	0	0	141	0	0	115	0	0	0	0	0
Frmd5	16.000000	0	0	0	0	0	0	256	0	0	0	0	0	0	0	0	0	0
Dusp13	16.000000	0	0	0	0	0	0	0	0	136	0	0	120	0	0	0	0	0
Dll1	16.000000	0	0	0	0	0	0	0	0	137	119	0	0	0	0	0	0	0
Dera	16.000000	0	0	0	0	0	0	102	0	154	0	0	0	0	0	0	0	0
Daglb	16.000000	0	0	0	0	0	0	0	0	177	79	0	0	0	0	0	0	0
Cdc7	16.000000	0	0	0	0	0	0	0	0	149	107	0	0	0	0	0	0	0
Ccbe1	16.000000	0	0	0	0	0	0	0	0	170	86	0	0	0	0	0	0	0
Bhlhe40	16.000000	0	0	0	0	0	0	0	0	146	110	0	0	0	0	0	0	0
Arl8a	16.000000	0	0	0	0	0	0	116	0	140	0	0	0	0	0	0	0	0
Trnp1	15.937500	0	0	0	0	0	0	0	0	165	90	0	0	0	0	0	0	0
Tmcc2	15.937500	0	0	0	0	0	0	0	0	164	91	0	0	0	0	0	0	0
Rap2b	15.937500	0	0	0	0	0	0	0	0	136	119	0	0	0	0	0	0	0
Psmd1	15.937500	0	0	0	0	0	0	0	0	139	116	0	0	0	0	0	0	0
Poc1a	15.937500	0	0	0	0	0	0	0	0	159	96	0	0	0	0	0	0	0
Pdk1	15.937500	0	0	0	0	0	0	0	0	175	80	0	0	0	0	0	0	0
Neo1	15.937500	0	0	0	0	0	0	0	0	133	122	0	0	0	0	0	0	0
Mlkl	15.937500	0	0	0	0	0	0	0	0	162	93	0	0	0	0	0	0	0
Ilf3	15.937500	0	0	0	0	0	0	0	0	161	94	0	0	0	0	0	0	0
Exosc2	15.937500	0	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0
E2f7	15.937500	0	0	0	0	0	0	0	0	160	95	0	0	0	0	0	0	0
Deaf1	15.937500	0	0	0	0	0	0	0	0	152	103	0	0	0	0	0	0	0
Cwf19l2	15.937500	0	0	0	0	0	0	132	0	123	0	0	0	0	0	0	0	0
2310061I04Rik	15.937500	0	0	0	0	0	0	0	0	151	104	0	0	0	0	0	0	0
Zbtb14	15.875000	0	0	0	0	0	0	0	0	145	109	0	0	0	0	0	0	0
Ttc8	15.875000	0	0	0	0	0	0	0	0	137	117	0	0	0	0	0	0	0
Slc25a39	15.875000	0	0	0	0	0	0	0	0	141	113	0	0	0	0	0	0	0
Shpk	15.875000	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0
Sgtb	15.875000	0	0	0	0	0	0	0	0	164	90	0	0	0	0	0	0	0
Sergef	15.875000	0	0	0	0	0	0	0	0	149	105	0	0	0	0	0	0	0
Rtbdn	15.875000	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0
Nln	15.875000	0	0	0	0	0	0	0	0	164	90	0	0	0	0	0	0	0
Marveld3	15.875000	0	0	0	0	0	0	0	0	164	90	0	0	0	0	0	0	0
Idnk	15.875000	0	0	0	0	0	0	130	0	124	0	0	0	0	0	0	0	0
Gng7	15.875000	0	0	0	0	0	0	0	0	148	106	0	0	0	0	0	0	0
Gbp5	15.875000	0	156	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0
Erdr1	15.875000	0	0	0	0	0	0	0	0	148	106	0	0	0	0	0	0	0
Ctns	15.875000	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0
Zfp212	15.812500	0	0	0	0	0	0	91	0	162	0	0	0	0	0	0	0	0
Ythdc2	15.812500	0	0	0	0	0	0	0	0	166	87	0	0	0	0	0	0	0
Tnnc1	15.812500	0	0	0	0	0	0	0	0	143	110	0	0	0	0	0	0	0
Tanc1	15.812500	0	0	0	0	0	0	0	0	152	101	0	0	0	0	0	0	0
Phf2	15.812500	0	0	0	0	0	0	0	0	125	128	0	0	0	0	0	0	0
Pcolce	15.812500	0	0	0	0	0	0	0	0	102	151	0	0	0	0	0	0	0
Oard1	15.812500	0	0	0	0	0	0	0	0	146	107	0	0	0	0	0	0	0
Nisch	15.812500	0	0	0	0	0	0	0	0	143	110	0	0	0	0	0	0	0
Nfya	15.812500	0	0	0	0	0	0	0	0	146	107	0	0	0	0	0	0	0
Cth	15.812500	0	0	0	0	0	0	0	0	144	109	0	0	0	0	0	0	0
Ahcy	15.812500	0	0	0	0	0	0	0	0	142	111	0	0	0	0	0	0	0
Usp17lb	15.750000	0	0	0	0	0	0	0	0	105	0	0	147	0	0	0	0	0
Tedc2	15.750000	0	0	0	0	0	0	89	0	163	0	0	0	0	0	0	0	0
Slc10a7	15.750000	0	0	0	0	0	0	0	0	173	79	0	0	0	0	0	0	0
Rfx5	15.750000	0	0	0	0	0	0	0	0	147	105	0	0	0	0	0	0	0
Rbmxl1	15.750000	0	0	0	0	0	0	0	0	173	79	0	0	0	0	0	0	0
Pglyrp1	15.750000	0	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0
Parp16	15.750000	0	0	0	0	0	0	0	0	180	72	0	0	0	0	0	0	0
Jmy	15.750000	0	0	0	0	0	0	0	0	128	124	0	0	0	0	0	0	0
Ip6k1	15.750000	0	0	0	0	0	0	120	0	132	0	0	0	0	0	0	0	0
Impdh1	15.750000	0	0	0	0	0	0	0	0	138	114	0	0	0	0	0	0	0
Ggct	15.750000	0	0	0	0	0	0	0	0	153	99	0	0	0	0	0	0	0
Ttc39a	15.687500	0	0	0	0	0	0	0	0	140	111	0	0	0	0	0	0	0
Trim34a	15.687500	0	0	0	0	0	0	0	0	169	82	0	0	0	0	0	0	0
Slc35e3	15.687500	0	0	0	0	0	0	0	0	161	90	0	0	0	0	0	0	0
